name,address,type,unit
Luciani's Pizza,9-241 Dunsdon St. Brantford ON N3R 7C3,,brant
Maria's Pizza,428 Colborne St Brantford ON N3S 3N6,,brant
Mario's 2 for 1 Pizza,340 Grand River St N Brant ON N3L 3R7,,brant
Mario's Pizza,659 Colborne St E. Brantford ON N3S 3M8,,brant
Marvelous Lounge,310 Colborne St. E Brantford ON N3S 3M9,,brant
Mohawk Park Pavilion Snack Bar,51 Lynwood Drive Brantford ON N3S 6S3,,brant
MR. Kabob Persian Eatery,4B-164 Colborne ST. W Brantford ON,,brant
Nanking,#5-71 Charing Cross St. Brantford ON N3R 2H4,,brant
New Orleans Pizza,5-300 Grand River St. N. Paris ON N3L 3R7,,brant
New York Fries - (LPM-Food Court),84 Lynden Rd. Brantford ON N3R 6B8,,brant
New York Fries - (Sinclair Food Court),11 Sinclair Blvd. Brantford ON N3S 7X6,,brant
Oakland Foods - Subway,1 King St. N Oakland ON N0E 1L0,,brant
Optimist Club of Scotland and District Ontario Inc.,81 Simcoe Street Scotland ON N0E 1R0,,brant
Osmow's,225 Fairview Dr Brantford Ontario N3R 7E3,,brant
Pace's Take-Out & Catering,"432 Elgin Street, Unit #1 Brantford ON N3S 7P7",,brant
Papa John's Pizza,185 King George Rd. Brantford ON N3R 7R9,,brant
Paris Pizza & Daisy Mart,1084 Rest Acres Rd. Unit 15 Paris ON N3L 3E3,,brant
Paris Springs Park,11 Kitchen School Rd RR #1 Paris ON N3L 2E1,,brant
Pavol & Ibeth's Deli,18-Elgin Street Brantford ON N3R 1E6,,brant
Pinehurst Lake Park - Concession Booth,468 Pinehurst Rd Ayr ON N0B 1E0,,brant
Pinehurst Variety,"488 Pinehurst Road, R.R.#3 Ayr ON N0B 1E0",,brant
Pioneer Convenience Store - Mr. Sub,1337 Colborne St W Brantford ON N3T 5L7,,brant
Pioneer Convenience Store - Pizza Pizza,1337 Colborne St W Brantford ON N3T 5L7,,brant
Pita Pit,218-Henry ST. Brantford ON N3S 7R5,,brant
Pita Plus,395 St. Paul Ave. Brantford ON N3R 4N7,,brant
Pizza Roma,84 Charing Cross St Brantford ON N3R 2H6,,brant
Pizza Spot,792 Colborne Street East Brantford ON N3S 3S4,,brant
Pizzaville,103-300 King George Brantford ON N3R 5L8,,brant
Robby's Pizza & Wings,118 King St. E. Burford ON N0E1A0,,brant
San Frano's,95 Charing Cross St. Brantford ON N3R 2H7,,brant
Scotland Food Market / Pizza take-out,48 Simcoe St. Scotland ON N0E 1R0,,brant
Seventh Coffee Company,2-111 Sherwood Drive Brantford ON,,brant
St. John's Ukrainian Catholic Church Hall,100 Terrace Hill St Brantford ON N3R 1G3,,brant
Starbucks Coffee # 52381,595 West St. Brantford ON N3R7J2,,brant
Stephenson's General Store,320 Sixth Concession Rd. Cathcart ON N0E 1B0,,brant
Strodes BBQ & Deli,4-403 Fairview Dr. Brantford ON N3R 2X8,,brant
Subway - (LPM-Food Court),84 Lynden Rd Brantford ON N3R 6B8,,brant
Super Sausage,10A-84 Charing Cross Brantford ON N3R 2H6,,brant
Taco Bell,11 Sinclair Blvd Brantford ON N3S 7X6,,brant
Taco Bell,656 Colborne St Brantford ON N3S 3P8,,brant
The Curry Place,A-117 Market Street Brantford ON N3T2Z9,,brant
The Irie Grill,186 Market St Brantford ON N3T 3A5,,brant
The Raw Carrot- Paris Presbyterian Church,164 Grand River Street North Paris ON N3L 2M6,,brant
Tim Horton's,206 Henry St Brantford ON N3R 6V1,,brant
Tim Horton's - (LPM-Food Court),E12-84 Lynden Rd Brantford ON N3R 6B8,,brant
Tim Hortons (236 KGR),236 King George Rd Brantford ON N3R 5L4,,brant
Tito's Pizza,177 Paris Road Brantford ON N3R 1J2,,brant
Tito's Pizza,7 Market St. Paris ON N3L 3A3,,brant
Tito's Pizza,A-127 King St Burford ON N0E 1A0,,brant
Twice The Deal Pizza,1-230 Shellard Lane Brantford ON N3T 5L5,,brant
Willow Lake Sparky's Snack Shack,14-Willow Lake Private Rd RR #1 Scotland ON N0E 1R0,,brant
Witteveen Meats Ltd.,154 Brant Rd St. George ON N0E 1N0,,brant
Wright Caribbean Cuisine Restaurant,158 Baimoral Dr Brantford ON N3R 6R4,,brant
