name,address,type,unit
Reggie's West Inc. - Restaurant,306 Korah Road Sault Ste. Marie ON P6C 4H1,,algoma
Roosters Diner - Restaurant,147 Front St Spanish ON P0P 2A0,,algoma
Roxy's Fry Shack - Restaurant,20 Trout Lake Rd. Sault Ste. Marie ON P6A 5K7,,algoma
Royal Canadian Legion #374 SDWS#726626161 - Restaurant,1534 10th Side Rd Richard's Landing ON P0R 1J0,,algoma
Rustie's JFB Cafe - Restaurant,181 Causley Street Blind River ON P0R 1B0,,algoma
Sandro's Restaurant - Restaurant,465 Trunk Road Sault Ste. Marie ON P6A 3T1,,algoma
Sault College Culinary - Restaurant,443 Northern Ave E Sault Ste. Marie ON P6B 4J3,,algoma
Scott Coffee Company - Restaurant,9-248 Northern Ave E Sault Ste Marie ON P6B 4H6,,algoma
Searchmont Resort Cafeteria - Restaurant,103 Searchmont Resort Rd Searchmont ON P0S 1J0,,algoma
Senior Citizens's Drop In Centre - Restaurant,619 Bay Street Sault Ste. Marie ON P6A 5X5,,algoma
Service Grill Pizza - Restaurant,319 Korah Rd Sault Ste. Marie ON P6C 4H2,,algoma
Shabby Motley - Restaurant,356 Queen St E Sault Ste. Marie ON P6A 1Z1,,algoma
Shogun Sushi - Restaurant,308 Great Northern Road Sault Ste Marie ON,,algoma
Sinton Tavern & Restaurant - Restaurant,176-Main St Thessalon ON P0R 1L0,,algoma
Soo Blaster - Restaurant,345 Queen St Sault Ste Marie ON P6A 1Z2,,algoma
Soo Curlers Association - The House Restaurant - Restaurant,124 Anita Blvd Sault Ste. Marie ON P6B 4P9,,algoma
Sportscentre Bar & Grill - Restaurant,2B-624 Wellington Street W Sault Ste. Marie ON P6C 3T9,,algoma
Sportsman Revived - Restaurant,9142-Highway 17 E Bruce Mines ON P0R 1C0,,algoma
Stackburger - Restaurant,71 Spring St Sault Ste. Marie ON P6A 2Z9,,algoma
Starbucks Coffee - Restaurant,168 Great Northern Road Sault Ste Marie ON P6B 4Z3,,algoma
Stokely Creek Lodge - Restaurant,194 Pickard Rd Goulais River ON P0S 1E0,,algoma
Stone Ridge Golf Course - Restaurant,Nordic Min-71 Nordic Townsite Elliot Lake ON P5A 2S9,,algoma
Subway - Restaurant,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Subway - Restaurant,27 Mission Road Wawa ON P0S 1K0,,algoma
Subway - Restaurant,443 Northern Ave Sault Ste Marie ON P6A 5L3,,algoma
Subway - Restaurant,44 Great Northern Rd Sault Ste. Marie ON P6B 4Y5,,algoma
Subway - Restaurant,216 Second Line W Sault Ste. Marie ON P6C 2J3,,algoma
Subway - Restaurant,Hillside P-275 Hillside Dr South Elliot Lake ON P5A 1N7,,algoma
Subway - Restaurant,25 Drive In Rd Sault Ste. Marie ON P6B 5X5,,algoma
Subway - Restaurant,421 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Subway - Restaurant,150 Churchill Blvd. Sault Ste. Marie ON P6A 3Z9,,algoma
Subway - Restaurant,153 Great Northern Rd Sault Ste. Marie ON P6B 4Y9,,algoma
Subway 69748 - Restaurant,210 Hwy 17 W White River ON P0M 3G0,,algoma
Subway Blind River - Restaurant,225 Causley St Blind River ON P0R 1B0,,algoma
Sun Kwong Restaurant - Restaurant,368 Queen St E Sault Ste. Marie ON P6A 1Z1,,algoma
Sunset Beach Family Restaurant - Restaurant,47 Frances St Thessalon ON P0R 1L0,,algoma
Swiss Chalet - Restaurant,290 Hillside Drive South Elliot Lake ON P5A1N8,,algoma
Tandoori Gardan - Restaurant,663 Queen St E Sault Ste. Marie ON P6A 2A6,,algoma
Tazzi's Cafe & Bakery - Restaurant,478 Queen Street E Sault Ste. Marie ON P6A 1Z8,,algoma
The Bavarian Inn - Restaurant,9181 Highway 17 E Bruce Mines ON P0R1C0,,algoma
The Big Bear Properties - Restaurant,2 Front Street Hawk Junction ON P0S 1G0,,algoma
The Black Bear Cafe and Eatery SDWS# 726626162 - Restaurant,2389 D Line Richards Landing ON P0R,,algoma
The Black Bear on the Dock - Restaurant,1140 Richards Street Richards Landing ON,,algoma
The Breakfast Pig Badass Eatery - Restaurant,265 Bruce Street Sault Ste Marie ON P6B 1P5,,algoma
The Cultured Club - Restaurant,167 McClelland Road Desbarats ON P0R1E0,,algoma
The Harp - Restaurant,701 Pine Street Sault Ste. Marie ON P6A 2X4,,algoma
The Outpost Lodge - Restaurant,8572 Hwy 129 Gould Township ON,,algoma
The Pit Stop Cafe (Laird Raceway) - Restaurant,Laird Fair Grounds Echo Bay ON P0S 1C0,,algoma
The Roadhouse Bar & Grill - Restaurant,743 Trunk Rd Sault Ste. Marie ON P6A 3T3,,algoma
The Soup Witch - Restaurant,215 Fourth Line East Sault Ste. Marie ON P6A 5K8,,algoma
The Stockhouse Grill - Restaurant,192 Wellington Street W Sault Ste. Marie ON P6A 1H4,,algoma
The Taj Indian Cuisine Ltd. - Restaurant,Marie-420 Great Northern Road Sault Ste Marie ON P6B 4Z7,,algoma
The Whisky Barrel - Restaurant,113 Gore St Sault Ste. Marie ON P6A 1L9,,algoma
Three Aces Restaurant - Restaurant,22162 Highway 17 Iron Bridge ON P0R 1H0,,algoma
Tilt'n Hilton - Restaurant,Box 96 Hilton Beach ON P0R 1G0,,algoma
Tim Hortons #1925 - Restaurant,335 John St Sault Ste. Marie ON P6A 3J6,,algoma
Tim Hortons 5769 - Restaurant,699 Trunk Rd Sault Ste Marie ON P6A 3T1,,algoma
Tim Hortons - Restaurant,628 Third Line Sault Ste. Marie ON P6A 6S8,,algoma
Tim Hortons - Restaurant,443 Northern Ave E Sault Ste. Marie ON P6A 5L3,,algoma
Tim Hortons - Restaurant,542 Bay St Sault Ste. Marie ON P6A 1X5,,algoma
Tim Hortons - Restaurant,410 McNabb St Sault Ste. Marie ON P6B 1Z2,,algoma
Tim Hortons - Restaurant,223 Second Line W Sault Ste. Marie ON P6C 2J3,,algoma
Tim Hortons - Restaurant,191 Trunk Rd Sault Ste. Marie ON P6A 3S5,,algoma
Tim Hortons - Restaurant,Hwy 101-92 Mission Rd Wawa ON P0S 1K0,,algoma
Tim Hortons - Restaurant,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Tim Hortons - Restaurant,389 Great Northern Rd Sault Ste. Marie ON P6B 4Z8,,algoma
Tim Hortons - Restaurant,Highway 108 N Elliot Lake ON P5A 2T2,,algoma
Tim Hortons (Blind River) - Restaurant,43-Causley Blind River ON P0R 1B0,,algoma
Uncle Gino's Cafe - Restaurant,56 Second Line W Sault Ste. Marie ON P6C 2K3,,algoma
Upper Deck Lounge - Restaurant,410 Pim Street Sault Ste. Marie ON P6A 2V1,,algoma
Viking Restaurant - Restaurant,35 Mission Road Wawa ON P0S 1K0,,algoma
Voyageur's Lodge and Cookhouse - Restaurant,11054 Highway 17 N Batchawana ON P0S 1A0,,algoma
Wacky Wings - Restaurant,350 Lake Street Sault Ste. Marie ON P6B 3L1,,algoma
Wacky Wings - Restaurant,688 Great Northern Road Sault Ste. Marie ON P6B 5A2,,algoma
Wawa Motor Inn - Wawa Goose Bar & Grill - Restaurant,118 Mission Rd Wawa ON P0S 1K0,,algoma
Wendy's - Restaurant,1 Queen St W Sault Ste. Marie ON P6A 1A1,,algoma
Wendy's - Restaurant,389 Great Northern Rd Sault Ste. Marie ON P6B 4Z8,,algoma
West Side Cafe - Restaurant,260 Queen Street W Sault Ste. Marie ON P6A 1A4,,algoma
White River Bar & Grill - Restaurant,200 Highway 17 White River ON P0M 3G0,,algoma
Woking Chopstix - Restaurant,293 Bay Street Sault Ste. Marie ON P6A 1X3,,algoma
A Touch of Home - Food Take Out,10-Woodward Ave Blind River ON P0R 1B0,,algoma
AJ's Pizza - Food Take Out,64 Broadway Ave Wawa ON P0S 1K0,,algoma
Aurora's Hillside - Food Take Out,760 Second Line Sault Ste. Marie ON P6B 4K4,,algoma
Bangin Burger N Chicken Shack - Food Take Out,92 Broadway Avenue Wawa P0S 1K0,,algoma
Beaver Tails - Food Take Out,65 Foster Dr. Sault Ste Marie ON P6A 5N1,,algoma
Bellevue Park Concession - Food Take Out,Community-269 Queen St E Sault Ste. Marie ON P6A 1Y9,,algoma
Bento Sushi Bar - Food Take Out,44 Great Northern Rd Sault Ste Marie ON P6B 4Y5,,algoma
Cafe Express - Food Take Out,52-44 Great Northern Rd Sault Ste. Marie ON P6B 4Y5,,algoma
Captain Tilley Park Snack Bar - Food Take Out,592 Hwy 552 W Goulais River ON P0S 1E0,,algoma
Centennial Arena - Food Take Out,172 Central Ave Elliot Lake ON,,algoma
Chicken Shack Motel - Food Take Out,12460 Hwy 17 N Pancake Bay ON P0S 1A0,,algoma
Croatian Corner - Food Take Out,188 Bruce St Sault Ste. Marie ON P6A 2X9,,algoma
Cuppa Cabana - Food Take Out,773 Great Northern Rd Sault Ste Marie ON P6A 5K7,,algoma
David's Tea - Food Take Out,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Dee's Cafe Canteen - Food Take Out,105 West Street Sault Ste. Marie ON P6A 7B4,,algoma
Domino's Pizza - Food Take Out,357 Trunk Road Sault Ste Marie ON,,algoma
Domino's Pizza - Food Take Out,B-12 Second Line W Sault Ste. Marie ON P6C 2K8,,algoma
Fireside Express Grill - Food Take Out,14-Oakland Boulevard Elliot Lake ON P5A 2T1,,algoma
Freshly Squeezed - Food Take Out,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
FRIES N MORE - Food Take Out,293 Chemin du Lac Dubreuilville ON P0S 1B0,,algoma
GFL Memorial Gardens Concession Stands - Food Take Out,269 Queen St E Sault Ste. Marie ON P6A 1Y9,,algoma
Great Canadian Chip Truck - Food Take Out,22171 Hwy 17 Iron Bridge ON P0R,,algoma
Gus's Pizza - Food Take Out,146 Queen St E Sault Ste. Marie ON P6A 1Y5,,algoma
Ije's Place - Food Take Out,1 Cameron Drive Desbarats ON P0R1E0,,algoma
Iron Bridge Recreation Centre Canteen - Food Take Out,1 Chiblow Lake Rd Iron Bridge ON P0R 1H0,,algoma
John Rhodes Community Centre Canteen - Pool - Food Take Out,260 Elizabeth St Sault Ste. Marie ON P6A 3Z4,,algoma
JR'S Chuckwagon - Food Take Out,19 Causley St Blind River ON P0R 1B0,,algoma
Juicy Jen's - Food Take Out,5-Ash Blind River ON P0R 1B0,,algoma
Kensington Marina Ice Cream - Food Take Out,400-Kensington Rd Desbarats ON P0R 1E0,,algoma
Krazy Ernie's - Food Take Out,256 McNabb St Sault Ste. Marie ON P6B 1Y6,,algoma
Laura Secord - Food Take Out,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Little Caesars - Food Take Out,332 Great Northern Road Sault Ste Marie ON P6B 4Z7,,algoma
Little Caesars Pizza - Food Take Out,275 Second Line W Sault Ste. Marie ON P6C 2J4,,algoma
Little Caesars Pizza - Food Take Out,C2A-150 Churchill Blvd Sault Ste. Marie ON P6A 3C9,,algoma
Little Rapids Ballpark Canteen - Food Take Out,34 Little Rapids Road Little Rapids ON P0R 1L0,,algoma
Lucky's Snack Bar - Food Take Out,93 Front St Spanish ON P0P 2A0,,algoma
Mad Mat's - Food Take Out,17B Woodward Blind River ON P0R 1B0,,algoma
Mane Street Salon and Spa Cafe - Food Take Out,1-626 Queen Street E Sault Ste Marie ON P6A 2A4,,algoma
McDonald's - Food Take Out,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Metallo's Mini Mart - Food Take Out,147 Northern Ave Sault Ste. Marie ON P6B 4H8,,algoma
Metro - Food Take Out,275 Second Line W Sault Ste. Marie ON P6C 2J4,,algoma
Metro - Food Take Out,248 Northern Ave Sault Ste. Marie ON P6B 4H7,,algoma
Minelli's Take Out - Food Take Out,701 Pine St Sault Ste. Marie ON P6B 3G2,,algoma
Mountain Maple Products - Food Take Out,1300 P Line Road Richards Landing ON P0R 1J0,,algoma
Mrs B's Westside - Food Take Out,B-459 Second Line W Sault Ste. Marie ON P6C 2K3,,algoma
Mrs. B's - Food Take Out,97 Great Northern Rd Sault Ste. Marie ON P6B 4Y9,,algoma
North Channel Pizza - Food Take Out,101 Front Street Spanish ON P0P2A0,,algoma
Our Place Confectionary - Food Take Out,1157 People's Rd Sault Ste. Marie ON P6C 3W4,,algoma
Out To Munch - Food Take Out,200 McNabb St Sault Ste. Marie ON P6B 1Y4,,algoma
Outtakes Backstage Bistro - Food Take Out,293 Bay St Sault Ste Marie ON,,algoma
Pasta Villa - Food Take Out,253 Trunk Road Sault Ste. Marie ON P6A 3S7,,algoma
Pino's Starbucks - Food Take Out,219 Trunk Rd Sault Ste. Marie ON P6A 3S7,,algoma
Pisa Pizza West - Food Take Out,651 Second Line W Sault Ste. Marie ON P6C 2K8,,algoma
Pizza Hut - Food Take Out,153 Great Northern Rd Sault Ste. Marie ON P6B 4Y9,,algoma
Quesada Burritos & Tacos - Food Take Out,153 Great Northern Road Sault Ste. Marie ON P6B 4Y9,,algoma
Raku Sushi - Food Take Out,446 Great Northern Road Sault Ste Marie P6B 4Z9,,algoma
Ricardo's Big Slice - Food Take Out,293 Bay Street Sault Ste. Marie ON P6A 1X3,,algoma
Ritchie Falls Resort - Food Take Out,Box 850 Massey ON P0P 1S0 Canada,,algoma
RJ's Market - Food Take Out,238 Wellington St W Sault Ste. Marie ON P6A 1H8,,algoma
Rome's Independent Grocer - Food Take Out,44 Great Northern Rd Sault Ste. Marie ON P6B 4Y5,,algoma
Roxy Bowling Centre LTD - Food Take Out,49 Broadway Ave Wawa ON P0S 1K0,,algoma
Sweet Greetings - Food Take Out,275 Second Line West Sault Ste Marie ON P6A 1Z5,,algoma
Taco Bell - Food Take Out,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
