name,address,unit,group
MARY BROWN'S FRIED CHICKEN,1-17 RUSSELL ST W LINDSAY ON K9V 2W5,haliburton,treatment
MASTER SUBMARINE,47 BRIDGE ST E CAMPBELLFORD ON K0L 1L0,haliburton,treatment
MATTERHORN RESTAURANT,95 KING ST COBOURG ON K9A 2M6,haliburton,treatment
MAXIM JUG CITY,120 MAPLE AVE HALIBURTON ON K0M 1S0,haliburton,treatment
MCDONALD'S - BRIGHTON,15355 TELEPHONE RD BRIGHTON ON K0K 1H0,haliburton,treatment
MCDONALD'S - COBOURG,805 WILLIAM ST COBOURG ON K9A 3A8,haliburton,treatment
MCDONALD'S - COBOURG W,75 STRATHY RD COBOURG ON K9A 5W8,haliburton,treatment
MCDONALD'S - LINDSAY SW,333 KENT ST W LINDSAY ON K9V 2Z7,haliburton,treatment
MCDONALD'S - PORT HOPE W,175 ROSE GLEN RD PORT HOPE ON L1A 3V6,haliburton,treatment
MCGILLICAFEY'S PUB & EATERY,13 BRIDGE ST N HASTINGS ON K0L 1Y0,haliburton,treatment
MCKECK'S TAP AND GRILL,207 HIGHLAND ST HALIBURTON ON K0M 1S0,haliburton,treatment
MEET AT 66 KING,66 KING ST E COBOURG ON K9A 1K9,haliburton,treatment
MEGA MUNCH,13533 ON-118 HALIBURTON ON K0M 1S0,haliburton,treatment
MERCURY CHOCOLATE,24 JOHN ST PORT HOPE ON L1A 2Z2,haliburton,treatment
MERWIN GREER YMCA AFTER CARE,457 KING ST E COBOURG ON K9A 1M7,haliburton,treatment
MESS,764 DIVISION ST COBOURG ON,haliburton,treatment
METRO COBOURG,1111 ELGIN ST W COBOURG ON K9A 4X5,haliburton,treatment
MICKAEL'S CAFE LIBRAIRIE,2-230 KENT ST W LINDSAY ON K9V 2Z2,haliburton,treatment
MILK & HONEY EATERY,17 WILLIAM ST. S LINDSAY ON K9V 3A3,haliburton,treatment
"MILL POND, THE",15526 HWY 35 MINDEN ON K0M 2K0,haliburton,treatment
"MILL RESTAURANT, THE",990 ONTARIO ST COBOURG ON K9A 4L1,haliburton,treatment
MILLER MEMORIAL CATERING,88 ALGONQUIN RD LITTLE BRITAIN ON K0M 2C0,haliburton,treatment
MILLSTONE BREAD,53-55 ALBERT ST COBOURG ON K9A 2P8,haliburton,treatment
MINDEN 50S DINER,103-12311 HWY 35 MINDEN ON K0M 2K0,haliburton,treatment
MINDEN FOOD BANK,24 NEWCASTLE ST MINDEN ON K0M 2K0,haliburton,treatment
"MINDEN RIVER CONE, THE",119 BOBCAYGEON RD MINDEN ON K0M 2K0,haliburton,treatment
MINERS BAY LODGE,9718 HWY 35 NORLAND ON K0M 2L0,haliburton,treatment
MING STAR RESTAURANT,23 FRONT ST N CAMPBELLFORD ON K0L 1L0,haliburton,treatment
Mobile McGillicafey's - Street Eats and Catering,27 Front St. Hastings ON,haliburton,treatment
MOOSKOKA DIPS,1060 ASBURY LN DORSET ON P0A 1E0,haliburton,treatment
MOUNTAIN TROUT HOUSE MARINA,1508 RUSSELL LANDING RD DORSET ON P0A 1E0,haliburton,treatment
MR SUB - BURNHAM ST,8-1060 BURNHAM ST COBOURG ON K9A 5V9,haliburton,treatment
MR SUB - KING ST,110 KING ST W COBOURG ON K9A 2M3,haliburton,treatment
MR. SUB,38 KENT ST W LINDSAY ON K9V 2Y2,haliburton,treatment
MRS B'S COUNTRY CANDY,9-8 LOYALIST DR BRIGHTON ON K0K 1H0,haliburton,treatment
MUCHO BURRITO,E101-66 STRATHY RD COBOURG ON K9A 5X4,haliburton,treatment
MUM'S MINI MART,1972 STURGEON RD DUNSFORD ON K0M 1L0,haliburton,treatment
MUNCHEEZE CHIP TRUCK,69 TANNER INDUSTRIAL PARK CAMPBELLFORD ON K0L 1L0,haliburton,treatment
MUNCHY HUT,308 COLBORNE ST E LINDSAY ON K9V 6K4,haliburton,treatment
MURPHY'S LOCKSIDE,3 MAY ST FENELON FALLS ON K0M 1N0,haliburton,treatment
MUSKIE BAY RESORT INC.,249 ROBINS RD ROSENEATH ON K0K 2X0,haliburton,treatment
MUSTER POINT,24 ROSEMARY DR LINDSAY ON K9V 4P8,haliburton,treatment
NATURAL BORN SMOKERS,1013 LITTLE BRITAIN RD LITTLE BRITAIN ON K0M 2C0,haliburton,treatment
"NATURAL, THE",18 MAIN ST WARKWORTH ON K0K 3K0,haliburton,treatment
NEABORS FAMILY RESTAURANT,401 KENT ST W LINDSAY ON K9V 4Z1,haliburton,treatment
NESSIE'S BRITISH FARE,18 KING ST E COBOURG ON K9A 1K7,haliburton,treatment
NEW YORK FRIES,3-2211 COUNTY RD 28 PORT HOPE ON L1A 3W4,haliburton,treatment
NO FRILLS,15 CANROBERT ST S CAMPBELLFORD ON K0L 1L0,haliburton,treatment
NOMI RESORT & WELLNESS,4727 ELEPHANT LAKE RD HARCOURT ON K0L 1X0,haliburton,treatment
NOOKIES SOUL KITCHEN AND BAR,20 ONTARIO ST PORT HOPE ON L1A 2T7,haliburton,treatment
NORM'S SMOKE HOUSE,3055 GELERT RD MINDEN ON K0M 2K0,haliburton,treatment
NORTH HOME YMCA BEFORE AND AFTER CARE,3278 GANARASKA RD CAMPBELLCROFT ON L0A 1B0,haliburton,treatment
NORTH SHORE LANES,1111 ELGIN ST W COBOURG ON K9A 5H7,haliburton,treatment
NORTHERN SIZZLER BBQ,1010 SOUTH LAKE RD MINDEN ON K0M 2K0,haliburton,treatment
NORTHUMBERLAND FARE SHARE,34 SOUTH ST PORT HOPE ON L1A 3V6,haliburton,treatment
NORTHUMBERLAND CIS,780 D'ARCY ST COBOURG ON,haliburton,treatment
NORTHUMBERLAND HEIGHTS,795 NORTHUMBERLAND HEIGHTS RD COBOURG ON K9A 4J8,haliburton,treatment
NORTHUMBERLAND HILLS HOSPITAL,1000 PALMA DR COBOURG ON K9A 5W6,haliburton,treatment
OAKVIEW LODGE,"DORSET, DORSET ON P0A 1E0",haliburton,treatment
OAKVIEW LODGE & MARINA,2029 LITTLE HAWK LAKE RD ALGONQUIN HIGHLANDS ON K0M 1J2,haliburton,treatment
OAKWOOD ARENA,1010 ELDON RD OAKWOOD ON K0M 2M0,haliburton,treatment
OASIS BAR & GRILL,31 KING ST E COBOURG ON K9A 1K6,haliburton,treatment
OK RESTAURANT,23 WILLIAM ST N LINDSAY ON K9V 3Z9,haliburton,treatment
OLD MILL MARINA,1352 RUSSELL LANDING RD DORSET ON P0A 1E0,haliburton,treatment
OLD MILL STEAKHOUSE,1754 HWY 7 LINDSAY ON K9V 4R2,haliburton,treatment
OLYMPIA RESTAURANT,106 KENT ST W LINDSAY ON K9V 2Y4,haliburton,treatment
OLYMPUS BURGER,55 MILL ST S PORT HOPE ON L1A 2S7,haliburton,treatment
OMEMEE FOOD BANK,62 KING ST OMEMEE ON K0L 2W0,haliburton,treatment
ON ROUTE - BURGER KING,845 HWY 401 E PORT HOPE ON L1A 3W3,haliburton,treatment
ON ROUTE - EXTREME PITA,845 HWY 401 E PORT HOPE ON L1A 3W3,haliburton,treatment
ON ROUTE - STAR BUCKS,845 HWY 401 E PORT HOPE ON L1A 3W3,haliburton,treatment
ON THE LOCKS,26 COLBORNE ST FENELON FALLS ON K0M 1N0,haliburton,treatment
ONLY ONE,2318 HWY 35 S LINDSAY ON K9V 4R4,haliburton,treatment
ORCHID THAI BISTRO,12 MAY ST FENELON FALLS ON K0M 1N0,haliburton,treatment
ORGANIC TIMES,124 BOBCAYGEON RD MINDEN ON K0M 2K0,haliburton,treatment
OUR LADY OF FATIMA,7 BOBCAYGEON RD MINDEN ON K0M 2K0,haliburton,treatment
OUR LUCKY STARS,16 MAIN ST WARKWORTH ON K0K 2M0,haliburton,treatment
OUT OF THE BOX - CHIP TRUCK,253 MAIN ST BRIGHTON ON K0K 1H0,haliburton,treatment
PALISADE GARDENS,210 CHAPEL ST COBOURG ON K9A 1J8,haliburton,treatment
PANE VINO,54-56 KENT ST W LINDSAY ON K9V 2Y2,haliburton,treatment
PAPA JOHNS,3A-503 DIVISION ST COBOURG ON K9A 5G6,haliburton,treatment
PAPA'S PIZZALAND,541 WIILLIAM ST COBOURG ON K9A 3A4,haliburton,treatment
PAPA'S PIZZALAND,113 PETER ST PORT HOPE ON L1A 1C5,haliburton,treatment
PAT & ROB'S,32 KING ST W COBOURG ON K9A 2L9,haliburton,treatment
PATSY'S PATIO,2412 MONCK ROAD KIRKFIELD ON K0M 2B0,haliburton,treatment
PATTIE HOUSE SMOKIN BBQ AND GRILL,6673 HWY 35 COBOCONK ON K0M 1N0,haliburton,treatment
PEACE VALLEY DINER,2 RESPONSE RD FENELON FALLS ON K0M 1N0,haliburton,treatment
"PEPPER MILL STEAK & PASTA HOUSE, THE",15141 HWY 35 MINDEN ON K0M 2K0,haliburton,treatment
PERCY BOOM HAVEN,RR 1 RR 1 CAMPBELLFORD ON K0L 1L0,haliburton,treatment
PERCY CENTENNIAL YMCA BEFORE AND AFTER CARE,129 CHURCH ST WARKWORTH ON K0K 3K0,haliburton,treatment
PERCY LODGE #161,13944-COUNTY RD 29 WARKWORTH ON,haliburton,treatment
PIE EYED MONK,8 CAMBRIDGE ST N LINDSAY ON K9V 4C3,haliburton,treatment
PIE SHACK,6 FRANCIS ST E FENELON FALLS ON K0M 1N0,haliburton,treatment
PIGGY'S FRESH CUT FRIES,2971 NORTHUMBERLAND COUNTY RD 28 PORT HOPE ON L1A 3V6,haliburton,treatment
PIGOUT MEATLESS MUNCHIES,13170 COUNTY RD 21 COLBORNE ON K0K 1S0,haliburton,treatment
PINECREST NURSING HOME,3418 CTY RD 36 BOBCAYGEON ON K0M 1A0,haliburton,treatment
PING'S,235 KENT ST W LINDSAY ON K9V 2Z1,haliburton,treatment
PITA PIT - COBOURG,E2-66 STRATHY RD COBOURG ON K9A 5X4,haliburton,treatment
PITA PIT - LINDSAY,53 KENT ST W LINDSAY ON K9V 2Y3,haliburton,treatment
PIZZA AMORE,29 B KING ST E COLBORNE ON K0K 1S0,haliburton,treatment
PIZZA HUT - COBOURG C,955 ELGIN ST W COBOURG ON K9A 5J3,haliburton,treatment
PIZZA HUT - LINDSAY SW,1 COMMERCE RD LINDSAY ON K9V 4Z1,haliburton,treatment
PIZZA NOVA,26 KENT ST W LINDSAY ON K9V 2Y1,haliburton,treatment
PIZZA ON EARTH,1009 CLAN MACKAY RD DORSET ON P0A 1E0,haliburton,treatment
PIZZA PIZZA - LINDSAY,306 HWY 36 LINDSAY ON K9V 4R6,haliburton,treatment
PIZZA PIZZA - PORT HOPE W,181 TORONTO RD PORT HOPE ON L1A 3V5,haliburton,treatment
PIZZA PIZZA - COBOURG,100 KING ST W COBOURG ON K9A 2M4,haliburton,treatment
PIZZA PIZZA - FENELON,798 CTY RD 121 FENELON FALLS ON K0M 1N0,haliburton,treatment
PIZZA PIZZA - LINDSAY E,145 KENT ST W LINDSAY ON K9V 2Y5,haliburton,treatment
PLAINVILLE YMCA BEFORE AND AFTER CARE,4877 BURNHAM ST N GORES LANDING ON K0K 2E0,haliburton,treatment
POLLYWOGS,250 PRESQUILLE PKWY BRIGHTON ON K0K 1H0,haliburton,treatment
POPEYES CHICKEN - COBOURG C,C1A-73 STRATHY RD COBOURG ON K9A 5W8,haliburton,treatment
POPEYES CHICKEN - LINDSAY,431 KENT ST W LINDSAY ON K9V 6B5,haliburton,treatment
PORT HOPE DRIVE-IN,2141 THEATRE RD COBOURG ON K9A 2M3,haliburton,treatment
PORT HOPE MASONIC TEMPLE - exempt,54 TORONTO RD PORT HOPE ON L1A 3R9,haliburton,treatment
"PRESQUILLE CAFE, THE",3 ELIZABETH ST BRIGHTON ON K0K 1H0,haliburton,treatment
PROSCUITTO AND BRIE CHARCUTERIE,1132 RED UMBRELLA RD MINDEN ON K0M 2K0,haliburton,treatment
"PURPLE DOOR, THE",1718 KIRKFIELD RD KIRKFIELD ON K0M 2B0,haliburton,treatment
QQ SUSHI & CHINESE RESTAURANT,52 KENT ST W LINDSAY ON K9V 2Y2,haliburton,treatment
QUAKER OAKS,789 MONCK RD SEBRIGHT ON L0K 1W0,haliburton,treatment
QUESADA,F5-449 KENT ST W LINDSAY ON K9V 6C3,haliburton,treatment
RAILSIDE RESTAURANT,112 PETER ST PORT HOPE ON L1A 1C3,haliburton,treatment
RAINBOW CINEMAS / MAGIC LANTERN THEATRES,1111 ELGIN ST W COBOURG ON K9A 4H7,haliburton,treatment
RANCH RESORT,252 SKI HILL RD BETHANY ON L0A 1A0,haliburton,treatment
REBOUND CHILD AND YOUTH SERVICES NORTHUMBERLAND,700 D'ARCY ST COBOURG ON K9A 5T3,haliburton,treatment
RED BARN,103 LONSBERRY RD ROSENEATH ON K0K 2X0,haliburton,treatment
RED NEK FRIES,2933 HWY 35 S LINDSAY ON K9V 4R1,haliburton,treatment
RED RICE BUFFET,125 PETER ST PORT HOPE ON L1A 1C5,haliburton,treatment
RED UMBRELLA INN,1075 RED UMBRELLA RD MINDEN ON K0M 2K0,haliburton,treatment
REFLECTIONS CAFE,10 ANGELINE ST N LINDSAY ON K9V 4K9,haliburton,treatment
REGENCY LONG TERM CARE,66 DORSET ST E PORT HOPE ON L1A 1E3,haliburton,treatment
RETIREMENT SUITES OF KAWARTHA LAKES,60 WEST ST BOBCAYGEON ON K0M 1A0,haliburton,treatment
REY RAY'S,145 ROSE GLEN RD PORT HOPE ON L1A 3V6,haliburton,treatment
RHINO'S ROADHOUSE,5078 RICE LAKE DR N BEWDLEY ON K0L 1E0,haliburton,treatment
RHUBARB,9201 CTY RD MINDEN ON K0M 1J2,haliburton,treatment
RICCO'S BAR AND GRILL,130-900 DIVISION ST COBOURG ON K9A 5V2,haliburton,treatment
RILEYS BAR AND GRILL,50 CANAL STREET EAST BOBCAYGEON ON K0M 1A0,haliburton,treatment
RILEY'S BAR AND GRILL,50 CANAL ST E BOBCAYGEON ON K0M 1A0,haliburton,treatment
RIVERBANK COOKHOUSE,4084 CTY RD 121 KINMOUNT ON K0M 2A0,haliburton,treatment
RIVERBANK PIZZA,6653 HWY 35 COBOCONK ON K0M 1K0,haliburton,treatment
RIVERSIDE INN,7497 HWY 35 NORLAND ON K0M 2L0,haliburton,treatment
RIVERVIEW RESTAURANT,6 FRONT ST W CAMPBELLFORD ON K0L 1L0,haliburton,treatment
ROADSIDE DINER-KING'S FORTUNE,139 KING ST W OMEMEE ON K0L 2W0,haliburton,treatment
ROBIN'S GENERAL MERCHANT,9134 CTY RD 45 ROSENEATH ON K0K 2X0,haliburton,treatment
ROSEGLEN VILLAGE FOR SENIORS,53 WELLINGTON ST PORT HOPE ON L1A 3Z2,haliburton,treatment
ROSENEATH CENTENNIAL PUBLIC SCOOL,9047 HWY 45 ROSENEATH ON K0K 2X0,haliburton,treatment
ROSEWOOD ESTATES,255 DENSMORE RD COBOURG ON K9A 2M5,haliburton,treatment
ROSS MEMORIAL HOSPITAL,10 ANGELINE ST N LINDSAY ON K9V 4K9,haliburton,treatment
ROYAL GARDEN RESTAURANT,226 JOHN ST PONTYPOOL ON L0A 1K0,haliburton,treatment
RUSTIC BEAN COFFEE COMPANY,91 KING ST COBOURG ON K9A 2M4,haliburton,treatment
RYAN'S CHARBROLIED BURGERS,6730 HWY 35 COBOCONK ON K0M 1K0,haliburton,treatment
RYMPLES ON THE LAKE,230 LAKE DALRYMPLE RD SEABRIGHT ON L0K 1W0,haliburton,treatment
S & H HEALTH FOODS,31-401 KENT ST W LINDSAY ON K9V 4Z1,haliburton,treatment
SAKURA SUSHI COBOURG,96 KING ST COBOURG ON K9A 4A8,haliburton,treatment
SALT CREEK GOLF LINKS,353 NORHAM RD WARKWORTH ON K0K 3K0,haliburton,treatment
SANDY FLAT SUGAR BUSH,500 CONC RD 3 W WARKWORTH ON K0K 3K0,haliburton,treatment
SANDY LANE RESORT,17592 HWY 35 ALGONQUIN HIGHLANDS ON K0M 1J2,haliburton,treatment
SANTORINI'S RESTAURANT,53 WALTON ST PORT HOPE Ontario,haliburton,treatment
"SAUCY DOG, THE",1046 HWY 7 OAKWOOD ON K0M 2M0,haliburton,treatment
SCENERY DRIVE RESTAURANT,6193 HWY 45 BALTIMORE ON K0K 1C0,haliburton,treatment
"SCHNITZEL SHACK, THE",3 TORONTO RD PORT HOPE ON L1A 3R4,haliburton,treatment
SERENDIPITOUS OLD STUFF LOUNGE,161 OLD HASTINGS RD WARKWORTH ON K0K 2X0,haliburton,treatment
SHAE'S DINER,1328 PORTAGE RD KIRKFIELD ON K0M 2B0,haliburton,treatment
SHALOM BY THE LAKE COTTAGES & RETREAT,1570 LITTLE HAWK LK RD ALGONQUIN HIGHLANDS ON K0M 1J2,haliburton,treatment
SHAWARMA HOUSE AND PIZZA,144 KING ST W COBOURG ON K9A 2M5,haliburton,treatment
SHELTER VALLEY CREEK,1225 SHELTER VALLEY RD GRAFTON ON K0K 2G0,haliburton,treatment
SHELTER VALLEY PINES,1806 SHELTER VALLEY RD GRAFTON ON K0K 2G0,haliburton,treatment
SHIRLEY'S PLACE,3407 HWY 7 OMEMEE ON K0L 2W0,haliburton,treatment
SHORTBREAD COMPANY,190 FINLEY RD COBOURG ON K9A 4J8,haliburton,treatment
SHUCK IT,92 KING ST W COBOURG ON K9A 2M3,haliburton,treatment
SIDEWAYS BAR AND GRILL,18 BRIDGE ST W CAMPBELLFORD ON K0L 1L0,haliburton,treatment
SIDEWAYS BAR AND GRILL,18 BRIDGE ST E CAMPBELLFORD ON K0L 1L0,haliburton,treatment
SIGNATURE RESTAURANT AND CAFE,102 LINDSAY ST S FENELON FALLS ON K0M 1N0,haliburton,treatment
SIMPLY FRIES AND MORE,509 HWY 7A BETHANY ON L0A 1A0,haliburton,treatment
SIR SAM'S INN AND WATER SPA-TWIN FIRES DINING,1491 SIR SAM'S RD EAGLE LAKE ON K0M 1M0,haliburton,treatment
SIR SAM'S SKI & BIKE,1054 LISWOOD RD EAGLE LAKE ON K0M 1M0,haliburton,treatment
SIR WILLIAM MACKENZIE INN,1011 PORTAGE RD KIRKFIELD ON K0M 2B0,haliburton,treatment
SLICES AND SCOOPS,10 A WATER ST FENELON FALLS ON K0M 1N0,haliburton,treatment
SLICK'S BURGER SHACK,7-103 DOXEE ST N CAMPBELLFORD ON K0L 1L0,haliburton,treatment
SMITTY'S,70-370 KENT ST W LINDSAY ON K9V 6G8,haliburton,treatment
"SMOKEHOUSE EATERY & PUB, THE",6 OLIPHANT ST BRIGHTON ON K0K 1H0,haliburton,treatment
SMOKIN DAVE'S BBQ AND BEYOND,4400 HWY 35 CAMERON ON,haliburton,treatment
SMOKIN DAVE'S BBQ AND BEYOND - TAKE OUT,4400 HWY 35 CAMERON ON,haliburton,treatment
SMOKIN JAKES BBQ SHACK,10752 CTY RD 503 GOODERHAM ON K0M 1R0,haliburton,treatment
"SOCIAL BAR AND TABLE, THE",26 ONTARIO ST PORT HOPE ON L1A 2T7,haliburton,treatment
SOLOWAY'S HOT DOG FACTORY OUTLET,4071 ELEPHANT LAKE RD HARCOURT ON K0L 1X0,haliburton,treatment
SOULA'S,260 GEORGE ST COBOURG ON K9A 3L6,haliburton,treatment
SOUTH ALGONQUIN DINER,2269 LOOP RD WILBERFORCE ON K0L 3C0,haliburton,treatment
SOUTH POND FARM,1020 GRAY RD PONTYPOOL ON L0A 1K0,haliburton,treatment
SOUTHERN STREET BISTRO INC,8700 COUNTY RD 30 TRENT RIVER ON K0L 1Z0,haliburton,treatment
SPER,20 MAIN ST WARKWORTH ON K0K 3K0,haliburton,treatment
SPIRAEA HERBAL CLINIC,5 BRANCH ST WOODVILLE ON K0M 2T0,haliburton,treatment
"SPOTSTAR, THE",259 KENT ST W LINDSAY ON K9V 2Z3,haliburton,treatment
SPRUCEWOOD BRANDS,628 ONTARIO ST COBOURG ON K9A 3C4,haliburton,treatment
"SPUDSTER, THE",1051 LITTLE BRITAIN RD LITTLE BRITAIN ON K0M 2C0,haliburton,treatment
SQUARE BOY PIZZA,47 ELIZABETH ST BRIGHTON ON K0K 1H0,haliburton,treatment
SQUARE BOY PIZZA - LINDSAY,215 KENT ST W LINDSAY ON K9V 2Z1,haliburton,treatment
ST ANTHONY BEFORE AND AFTER CARE,74 TORONTO RD PORT HOPE ON L1A 3R9,haliburton,treatment
ST DAVE'S DINER,2925 HWY 35 S LINDSAY ON K9V 4R4,haliburton,treatment
ST THOMAS AQUINAS,260 ANGELINE ST S LINDSAY ON K9V 0J8,haliburton,treatment
ST THOMAS AQUINAS,260 ANGELINE ST S LINDSAY ON K9A 5S9,haliburton,treatment
STACKED PANCAKE AND BREAKFAST HOUSE,"2-1 Strathy Rd Cobourg, K9A 5J65 Ontario",haliburton,treatment
STANHOPE FIREFIGHTERS HALL,1095 NORTH SHORE RD ALGONQUIN HIGHLANDS ON K0M 1J1,haliburton,treatment
STAPLETON FARMS,"2708 Highway 28 Port Hope, Ontairo L1A 3V5",haliburton,treatment
STARBUCKS - restaurant,60 ONTARIO ST PORT HOPE ON L1A 2T8,haliburton,treatment
STE ANNE'S FOOD TRUCK,252 ACADAMY HILL DRIVE GRAFTON ON K0K 2G0,haliburton,treatment
STE ANNE'S INN & SPA - RESTAURANT,1009 MASSEY RD GRAFTON ON K0K 2G0,haliburton,treatment
STREAMWAY VILLA,19 JAMES ST W COBOURG ON K9A 2J8,haliburton,treatment
SUBWAY,135 PETER ST PORT HOPE ON L1A 1C5,haliburton,treatment
SUBWAY,1-2 STRATHY RD COBOURG ON K9A 5J7,haliburton,treatment
SUBWAY,21 DOXSEE AVE S CAMPBELLFORD ON K0L 1L0,haliburton,treatment
SUBWAY,2211 COUNTRY RD 28 PORT HOPE ON L1A 3V6,haliburton,treatment
SUBWAY,1030 DIVISION ST COBOURG ON K9A 4J9,haliburton,treatment
SUBWAY,10 KING ST E OMEMEE ON K0L 2W0,haliburton,treatment
SUBWAY - BOBCAYGEON,29 KING ST E BOBCAYGEON ON K0M 1A0,haliburton,treatment
SUBWAY - BRIGHTON,2-64 ELIZABETH ST BRIGHTON ON K0K 1H0,haliburton,treatment
SUBWAY - COBOCONK,6716 HWY 35 COBOCONK ON K0M 1K0,haliburton,treatment
SUBWAY - COBOURG C,73 KING ST W COBOURG ON K9A 2M4,haliburton,treatment
SUBWAY - DYSART,177 HIGHLAND ST HALIBURTON ON K0M 1S0,haliburton,treatment
SUBWAY - FENELON FALLS,7 COLBORNE ST FENELON FALLS ON K0M 2K0,haliburton,treatment
SUBWAY - HASTINGS,1-8 WATER ST HASTINGS ON K0L 1Y0,haliburton,treatment
SUBWAY - LINDSAY NW,370 KENT ST W LINDSAY ON K9V 2Z7,haliburton,treatment
SUBWAY - MINDEN,B-12621 HWY 35 MINDEN ON K0M 2K0,haliburton,treatment
SUBWAY - PINE VIEW PLAZA,C-121 TORONTO RD PORT HOPE ON L1A 3C5,haliburton,treatment
SUMMER KISS RESTAURANT,1014 LOIS LN MOORES FALLS ON K0M 2L1,haliburton,treatment
SUN MING RESTAURANT,15 COLBORNE ST FENELON FALLS ON K0M 1N0,haliburton,treatment
SUN TREE NATURAL FOODS,19 ONTARIO ST PORT HOPE ON L1A 2T7,haliburton,treatment
SUNRISE BUFFET,431 KENT ST W LINDSAY ON K9V 6L6,haliburton,treatment
SUNSHINE HEIGHTS CO-OP DAY CARE,40 WARD ST PORT HOPE ON L1A 1L5,haliburton,treatment
SUPER NATURAL VEGAN CUISINE,22 LINDSAY ST S LINDSAY ON K9V 2L8,haliburton,treatment
SUWAN'S THAI CUISINE,3 INVERGORDON AVE MINDEN ON K0M 2K0,haliburton,treatment
SWEET KITCHEN,15 COTTINGHAM CRES LINDSAY ON K9V 1T9,haliburton,treatment
SWEET LAVENDER PASTRIES,170 WASHBURN ISLAND RD LITTLE BRITAIN ON K0M 2C0,haliburton,treatment
SWEETIES CREATIONS,9-27 MAIN ST WARKWORTH ON,haliburton,treatment
SWISS CHALET,70 STRATHY RD COBOURG ON K9A 5J7,haliburton,treatment
SYBIL'S,626 EMILY PARK RD OMEMEE ON K0M 2W0,haliburton,treatment
SYMPOSIUM CAFE,9-449 KENT ST LINDSAY ON K9V 2Y4,haliburton,treatment
TANYA'S TALKOS,7214 COUNTY RD 18 ROSENEATH ON K0K 2X0,haliburton,treatment
TAPS & CORKS ON KING,70 KING ST W COBOURG ON K9H 2M3,haliburton,treatment
TASTEE SHACK,18 KING ST W LINDSAY ON K9V 5C1,haliburton,treatment
TERIYAKI TOWN,370 KENT ST W LINDSAY ON K9V 6G8,haliburton,treatment
TERRY'S FISH & CHIPS,16 VICTORIA AVE S LINDSAY ON K9V 3C7,haliburton,treatment
TEXAS BURGER,8 LINDSAY ST FENELON FALLS ON K0M 1N0,haliburton,treatment
THAI BY JOE,28 KENT ST W LINDSAY ON K9V 2Y1,haliburton,treatment
THAT LITTLE PUB,26 BRIDGE ST W CAMPBELLFORD ON K0L 1L0,haliburton,treatment
THAT PLACE ON CAMERON,16 ORIOLE DR FENELON FALLS ON K0M 1N0,haliburton,treatment
THE ICE CREAM CARAVAN,10 ROBERTSON ST PORT HOPE ON L1A 1E9,haliburton,treatment
THE ITALIAN HOT TABLE,74 BOLTON ST BOBCAYGEON ON K0M 1A0,haliburton,treatment
THE LAKEVIEW,5074 RICE LAKE DR N BEWDLEY ON K0L 1E0,haliburton,treatment
THE SAUCEY PIG,1076 WILKINSON RD DYSART ET AL ON K0M 1S0,haliburton,treatment
"THIRSTY GOOSE, THE",63 WALTON ST PORT HOPE ON L1A 1N2,haliburton,treatment
TIM HORTONS,6720 HWY 35 COBOCONK ON K0M 1K0,haliburton,treatment
TIM HORTONS,93 LINDSAY ST S LINDSAY ON K9V 2W5,haliburton,treatment
TIM HORTONS,12597 HWY 35 MINDEN ON K0M 2K0,haliburton,treatment
TIM HORTONS,2934 HWY 35 S LINDSAY ON K9V 4R4,haliburton,treatment
TIM HORTONS,159 PETER ST PORT HOPE ON L1A 1C7,haliburton,treatment
TIM HORTONS,191 KENT ST W LINDSAY ON K9V 2Y7,haliburton,treatment
TIM HORTONS,329 KENT ST W LINDSAY ON K9V 2Y7,haliburton,treatment
TIM HORTONS,181 TORONTO RD PORT HOPE ON L1A 3V5,haliburton,treatment
TIM HORTONS,749 WILLIAM ST COBOURG ON K9A 3A7,haliburton,treatment
TIM HORTONS,85 MOUNT HOPE ST LINDSAY ON K9V 5J1,haliburton,treatment
TIM HORTONS,148 GRAND RD CAMPBELLFORD ON K0L 1L0,haliburton,treatment
TIM HORTONS,369 ONTARIO ST PORT HOPE ON L1A 2W4,haliburton,treatment
TIM HORTONS,289 BIG APPLE DR COLBORNE ON K0K 1H0,haliburton,treatment
TIM HORTONS,370 KENT ST W LINDSAY ON K9V 2Z7,haliburton,treatment
TIM HORTONS,101 EAST ST S BOBCAYGEON ON K0M 1A0,haliburton,treatment
TIM HORTONS - BRIGHTON,153 ELIZABETH ST BRIGHTON ON K0K 1H0,haliburton,treatment
TIM HORTONS - COBOURG EAST,970 DIVISION ST COBOURG ON K9A 5J5,haliburton,treatment
TIM HORTONS - COBOURG WEST,1125 ELGIN ST W COBOURG ON K9A 5T9,haliburton,treatment
TIM HORTONS - COUNTY RD 28,2211 CTY RD 28 PORT HOPE ON L1A 3W4,haliburton,treatment
TIM HORTONS - DONUTS (WESTSIDE),1011 DIVISION ST COBOURG ON K9A 4J9,haliburton,treatment
TIM HORTONS - FENELON,23 LINDSAY ST FENELON FALLS ON K0M 1N0,haliburton,treatment
TIM HORTONS - HALIBURTON,5003 CTY RD 21 HALIBURTON ON K0M 1S0,haliburton,treatment
TIM HORTONS - TIM HORTONS,845 HWY 401 E PORT HOPE ON L1A 3W3,haliburton,treatment
TIMBER RIDGE GOLF COURSE,19 TIMBER RIDGE DR BRIGHTON ON K0K 1H0,haliburton,treatment
