name,address,unit,group,verify,ID
SERENDIPITOUS OLD STUFF LOUNGE,161 OLD HASTINGS RD WARKWORTH ON K0K 2X0,haliburton,treatment,2X0,43
SHORTBREAD COMPANY,190 FINLEY RD COBOURG ON K9A 4J8,haliburton,treatment,4J8,1266
SMITTY'S,70-370 KENT ST W LINDSAY ON K9V 6G8,haliburton,treatment,6G8,632
SQUARE BOY PIZZA - LINDSAY,215 KENT ST W LINDSAY ON K9V 2Z1,haliburton,treatment,2Z1,447
STARBUCKS - restaurant,60 ONTARIO ST PORT HOPE ON L1A 2T8,haliburton,treatment,2T8,1467
SUBWAY,135 PETER ST PORT HOPE ON L1A 1C5,haliburton,treatment,1C5,378
SUBWAY - BOBCAYGEON,29 KING ST E BOBCAYGEON ON K0M 1A0,haliburton,treatment,1A0,251
SWEETIES CREATIONS,9-27 MAIN ST WARKWORTH ON,haliburton,treatment, ON,276
THAI BY JOE,28 KENT ST W LINDSAY ON K9V 2Y1,haliburton,treatment,2Y1,1008
THAT PLACE ON CAMERON,16 ORIOLE DR FENELON FALLS ON K0M 1N0,haliburton,treatment,1N0,951
TIM HORTONS,6720 HWY 35 COBOCONK ON K0M 1K0,haliburton,treatment,1K0,8
TIM HORTONS,2934 HWY 35 S LINDSAY ON K9V 4R4,haliburton,treatment,4R4,266
TIM HORTONS,148 GRAND RD CAMPBELLFORD ON K0L 1L0,haliburton,treatment,1L0,1173
TIM HORTONS - COBOURG WEST,1125 ELGIN ST W COBOURG ON K9A 5T9,haliburton,treatment,5T9,1273
TIMBER RIDGE GOLF COURSE,19 TIMBER RIDGE DR BRIGHTON ON K0K 1H0,haliburton,treatment,1H0,1909
TINA'S FRIES & MORE,500 DIVISION ST COBOURG ON K9A 3S4,haliburton,treatment,3S4,756
TOMMY'S COUNTRY DINER,10357 SIMCOE ST LITTLE BRITAIN ON K0M 2C0,haliburton,treatment,2C0,383
TREASURE ISLAND SNACK BAR,3900 HWY 35 N CAMERON ON,haliburton,treatment, ON,1678
TREASURES ON 35,3921 HWY 35 ON,haliburton,treatment, ON,1601
TWIN CEDARS RESORT,32 SANDY BAY RD HASTINGS ON K0L 1Y0,haliburton,treatment,1Y0,740
U92 SPICE HOUSE AND TAKE AWAY,49 MILL ST S PORT HOPE ON L1A 3V6,haliburton,treatment,3V6,977
VICTORIA RETIREMENT LIVING,100 UNIVERSITY AVE E COBOURG ON K9A 1C8,haliburton,treatment,1C8,1371
VILLA CONTI OAK HEIGHTS WINERY,337 COVERT HILL S WARKWORTH ON K0K 3K0,haliburton,treatment,3K0,993
VINTAGE PIZZA PIE,3421 CROSSEN RD COBOURG ON K9A 4J9,haliburton,treatment,4J9,494
WEE WATCH HOME CARE - CHRISTINE WALLACE,18 THORNLEA RD COLBORNE ON K0K 1S0,haliburton,treatment,1S0,1330
WHISTLING DUCK,75 HARBOUR ST BRIGHTON ON K0K 1H0,haliburton,treatment,1H0,656
WILBERFORCE FOODLAND,2763 ESSONVILLE LINE WILBERFORCE ON K0L 3C0,haliburton,treatment,3C0,1903
WILLIAM STREET BEER CO,975 ELGIN ST W COBOURG ON K9A 5J3,haliburton,treatment,5J3,290
WINDSWEPT CATERING,60 GRAND RD CAMPBELLFORD ON K0L 1L0,haliburton,treatment,1L0,1741
WING HOUSE,17 KING ST E OMEMEE Ontario K0L 2W0,haliburton,treatment,2W0,1639
WORLD'S FINEST CHOCOLATE,157 COCKBURN ST CAMPBELLFORD ON K0L 1L0,haliburton,treatment,1L0,195
3 GUYS And A Stove,143 Highway 60 E Huntsville ON P1H 1C2,simcoe,treatment,1C2,1705
"7 Spice Fast Casual Multi-Cuisine, The",353 Duckworth St Barrie ON L4M 5C2,simcoe,treatment,5C2,1812
A&W,577 Holland St W Bradford ON L3Z 0C1,simcoe,treatment,0C1,1865
A&W,661 Atherley Rd Orillia ON L3V 1P1,simcoe,treatment,1P1,165
A&W,7 Balsam Street Collingwood ON L9Y 5H6,simcoe,treatment,5H6,1218
Ace Chinese Food,28 Mississaga Street E Orillia ON L3V 1V5,simcoe,treatment,1V5,451
Alliance Billiards & Sports Bar,1-2-33 Alliance Boulevard Barrie ON L4M 5K2,simcoe,treatment,5K2,1494
Allora,"19 Main Street East Huntsville, Ont",simcoe,treatment,Ont,1593
Andy's Place Restaurant,107-19 Hart Drive Barrie ON L4N 5M3,simcoe,treatment,5M3,1345
AvocoBar,1-18 Cundles St E Barrie ON L4M 2Z5,simcoe,treatment,2Z5,1541
barBURRITO,7B-17 King St Angus ON L0M 1B0,simcoe,treatment,1B0,539
Bayside Restaurant,500 Atherley Rd Orillia ON L3V 7Y1,simcoe,treatment,7Y1,1803
Blue Mountain Golf & Country Club,706 Line 10 Collingwood ON L9Y 3Z4,simcoe,treatment,3Z4,1953
Bluewater Fish & Grill,7159 Main Street E Stayner ON L0M 1S0,simcoe,treatment,1S0,1600
Boston Pizza,311 Main St Wasaga Beach ON L9Z 0B6,simcoe,treatment,0B6,391
Boston Pizza,438 Holland Street W Bradford ON L3Z 0G1,simcoe,treatment,0G1,1581
Boston Pizza,D-16835 Highway 12 Midland ON L4R 0A9,simcoe,treatment,0A9,1697
Boston Pizza,3300 Monarch Drive Orillia ON L3V 8A2,simcoe,treatment,8A2,708
Burger Boyz,50 Mosley St Wasaga Beach ON L9Z 2P6,simcoe,treatment,2P6,681
Burger King,269 Memorial Ave Orillia ON L3V 5X9,simcoe,treatment,5X9,462
Burger King,320 Bayfield St Barrie ON L4M 3C1,simcoe,treatment,3C1,958
Burger Pit Restaurant,5 Booth St Hawkestone ON L0L 1T0,simcoe,treatment,1T0,1515
"Butcher's Daughters, The",260 Muskoka Road South Gravenhurst ON P1P 1J2,simcoe,treatment,1J2,1096
Casa Cappuccino,91 Dunlop St E Barrie ON L4M 1A6,simcoe,treatment,1A6,1825
Catch 22 Fresh Market Grill,962 Mosley St Wasaga Beach ON L9Z 2G8,simcoe,treatment,2G8,599
Chuck's Roadhouse,68 King William St Huntsville ON P1H 1G3,simcoe,treatment,1G3,970
Coffee Culture Café & Eatery,501-494 Big Bay Point Rd Barrie ON L4N 3Z4,simcoe,treatment,3Z4,1175
Coldwater Ice Cream,32 Coldwater Rd Coldwater ON L0K 1E0,simcoe,treatment,1E0,1312
Comfort Inn,86 King William St. Huntsville ON P1H 1E4,simcoe,treatment,1E4,1255
Cottage Cravings,3181 Muskoka Rd 169 Bala ON P0C 1A0,simcoe,treatment,1A0,1039
Couchiching Golf Club,370 Peter St N Orillia ON L3V 6R9,simcoe,treatment,6R9,1801
Country Style,131 Tiffin St Barrie ON L4M 2N2,simcoe,treatment,2N2,30
"Crazy Fox Bistro, The",135 Bayfield St Barrie ON L4M 3B3,simcoe,treatment,3B3,1406
Crystal Buffet,1-2 Mountain Rd Collingwood ON L9Y 4S8,simcoe,treatment,4S8,136
Dairy Queen,1-130 Howland Drive Huntsville ON P1H 2P9,simcoe,treatment,2P9,754
Davidson's Country Dining,73 Big Bay Point Rd Innisfil ON L9S 2N1,simcoe,treatment,2N1,1590
Delta Bingo,52 Bayfield Street N Barrie ON L4M 3A5,simcoe,treatment,3A5,100
Desi Licious,12B-130 Bell Farm Rd Barrie ON L4M 6J4,simcoe,treatment,6J4,377
Dillon's Wood-Fired Pizza,244 King St Midland ON L4R 3M3,simcoe,treatment,3M3,357
Druxy's,201 Georgian Dr Barrie ON L4M 6M2,simcoe,treatment,6M2,1789
Dunlop Street Diner,20 Dunlop St E Barrie ON L4M 1A3,simcoe,treatment,1A3,213
Espresso Post Petit,2-65 Simcoe Street Collingwood ON L9Y 1H7,simcoe,treatment,1H7,565
"Explorers Cafe, The",345 King St Midland ON L4R 3M7,simcoe,treatment,3M7,1740
Extreme Pita,547 Holland St W Bradford ON L3Z 0C1,simcoe,treatment,0C1,1915
Famous Wok,16-1029 Brodie Dr Severn ON L3V 0V2,simcoe,treatment,0V2,408
Fat Bastard Burrito,2-506 Bayfield St N Barrie ON L4M 5A2,simcoe,treatment,5A2,983
Feeb's Pub & Grill,2 Mill Street E Tottenham ON L0G 1W0,simcoe,treatment,1W0,399
Fern Resort - Mary Lou's,4432 Fern Resort Road Orillia ON L3V 6H5,simcoe,treatment,6H5,1613
Firehouse Subs,502 Holland Street West Bradford ON L3Z 0R7,simcoe,treatment,0R7,1253
Flashback Diner,309 Bayfield Street Barrie ON L4M 3C2,simcoe,treatment,3C2,1585
"Fork & Plate Family Grill, The",2383-25 Sideroad Alcona ON L9S 2G3,simcoe,treatment,2G3,24
Fresh A-Fare,531 Bayfield St Barrie ON L4M 4Z9,simcoe,treatment,4Z9,821
"Friendly Corner Store and Restaurant, The",120 Green Point Road Tiny ON L9M 2H7,simcoe,treatment,2H7,1736
Get Roasted Cafe,827 Big Bay Point Road Barrie ON L4N 0G5,simcoe,treatment,0G5,544
Gibby G's,489 Yonge Street Barrie ON L4N 4E1,simcoe,treatment,4E1,1349
Gibson & Co.,3-93 Hurontario St Collingwood ON L9Y 2L9,simcoe,treatment,2L9,1341
"Great Canadian Bagel, The",B12-411 Bayfield St Barrie ON L4M 6E5,simcoe,treatment,6E5,1516
"Grill, The",3279 Port Severn Rd N Port Severn ON L0K 1S0,simcoe,treatment,1S0,422
Grilled Cheese Social Eatery,53 Dunlop St E Barrie ON L4M 1A2,simcoe,treatment,1A2,1904
Guac Mexi Grill,3-1890 Mosley Street Wasaga Beach ON L9Z 1Z4,simcoe,treatment,1Z4,1939
Harvey's,370 Memorial Ave Orillia ON L3V 6H1,simcoe,treatment,6H1,365
Harvey's Swiss Chalet,1466 Innisfil Beach Road Innisfil ON L9S 4J1,simcoe,treatment,4J1,1176
Heart of Muskoka Fries,92 Muskoka Rd 10 Port Sydney ON P0B 1M0,simcoe,treatment,1M0,205
Holly's Sweets & Eats,L-12 Commerce Park Dr Barrie ON L4N 8W8,simcoe,treatment,8W8,338
"Hound Lounge Bar and Grill, The",4 North Road Baysville ON P0B 1A0,simcoe,treatment,1A0,133
Jack Astor's Bar and Grill,70 Mapleview Dr W Barrie ON L4N 9H5,simcoe,treatment,9H5,250
JJ's Caribbean Cuisine,5-110 Little Ave Barrie ON L4N 4K8,simcoe,treatment,4K8,1071
JoJo's Crepe Cafe,23 Holland St W Bradford ON L3Z 2B4,simcoe,treatment,2B4,496
Kelly's Bistro,34 Victoria St E Alliston ON L9R 1T4,simcoe,treatment,1T4,1786
Kelsey's,917 King Street Midland ON L4R 4L3,simcoe,treatment,4L3,798
Kelsey's,405 Memorial Avenue Orillia ON L3V 5Y1,simcoe,treatment,5Y1,1519
Kenzington Burger Bar,85 Mississaga St E Orillia ON L3V 1V6,simcoe,treatment,1V6,491
Kenzington Burger Bar,1-4 Holland Street W Bradford ON L3Z 2A9,simcoe,treatment,2A9,1348
Kimberley's,A-28 Queen St W Elmvale ON L0L 1P0,simcoe,treatment,1P0,482
Lake of Bays Brew Pub,59 Main St E Huntsville ON P1H 2B8,simcoe,treatment,2B8,1774
Lakeside Bala Limited,3068 Muskoka Rd 169 Bala ON P0C 1A0,simcoe,treatment,1A0,1275
Lanterna Ristorante North,2812 Lakeshore Drive Brechin ON L0K 1B0,simcoe,treatment,1B0,918
Lazeez Shawarma,5-176 Victoria Street East Alliston ON L9R 1K6,simcoe,treatment,1K6,388
Living Water Resorts - Station on the Green Bar & Grill,28 Harbour St W Collingwood ON L9Y 3Z4,simcoe,treatment,3Z4,687
Mac's Sushi,J09B-509 Bayfield St Barrie ON L4M 4Z8,simcoe,treatment,4Z8,1970
Made In Mexico,I6-465 Holland Street W Bradford West Gwillimbury ON L3Z 0C1,simcoe,treatment,0C1,957
Marina's Pizza & Sports Bar,545 Talbot St Port McNicoll ON L0K 1R0,simcoe,treatment,1R0,722
Mariposa Market,109 Mississaga St E Orillia ON L3V 1V6,simcoe,treatment,1V6,1172
McDonald's,137 Young Street W Alliston ON L9R 1V1,simcoe,treatment,1V1,1952
McDonald's,450 Bayfield St Barrie ON L4M 5A2,simcoe,treatment,5A2,129
Milford Bay Cafe & Corner Store,1010 Beaumaris Rd Milford Bay ON P0B 1E0,simcoe,treatment,1E0,507
Minho Restaurant & Catering,15 Holland St W Bradford ON L3Z 2A7,simcoe,treatment,2A7,1486
Mom's Restaurant,200 Pillsbury Drive Midland ON L4R 4K5,simcoe,treatment,4K5,709
Montana's BBQ & Bar,407 Cundles Rd E Barrie ON L4M 0G9,simcoe,treatment,0G9,1606
Moose Delaney's Sports Grill,3 Cann Street Huntsville ON P1H 1H3,simcoe,treatment,1H3,1168
Mr. Sub,11-222 Mapleview Dr W Barrie ON L4N 9E7,simcoe,treatment,9E7,1174
Mr. Sub,2-5964 Highway 9 New Tecumseth ON L0G 1T0,simcoe,treatment,1T0,766
Mucho Burrito,6-442 Holland Street West Bradford ON L3Z 0G1,simcoe,treatment,0G1,1011
Mucho Burrito,1-360 Bayfield St Barrie ON L4M 3C3,simcoe,treatment,3C3,1520
Mucho Burrito,3-285 Dunlop St W Barrie ON L4N 1C1,simcoe,treatment,1C1,59
Mucho Burrito,1-3220 Monarch Dr Orillia ON L3V 8A2,simcoe,treatment,8A2,1435
Night King,18-22 Dunlop St W Barrie ON L4N 1A2,simcoe,treatment,1A2,1102
Noble Cuisine Thai & Japanese,10 Fairview Rd Barrie ON L4N 4P3,simcoe,treatment,4P3,210
On the Docks Pub,4-90 Main St E Huntsville ON P1H 2C7,simcoe,treatment,2C7,674
Ontario Fire College,1495 Muskoka Rd N Gravenhurst ON P1P 1R8,simcoe,treatment,1R8,1413
Palace Pizza,1-338 Park Street Victoria Harbour ON L0K 2A0,simcoe,treatment,2A0,1337
Pho Bistro,1B-300 Holland Street West Bradford ON L3Z 1H9,simcoe,treatment,1H9,1739
Pie Wood Fired Pizza Joint,A1-11 Victoria St Barrie ON L4N 6T3,simcoe,treatment,6T3,445
Pie Wood Fired Pizza Joint,2641 Muskoka Rd Torrance ON P0C 1M0,simcoe,treatment,1M0,1645
Pita Pit,6-89 Park Place Boulevard Barrie ON L4N 6P4,simcoe,treatment,6P4,1261
Pizza Nova,293 Coldwater Rd W Orillia ON L3V 3M1,simcoe,treatment,3M1,439
Pizza Station,415 Bethune Drive N Gravenhurst ON P1P 1B8,simcoe,treatment,1B8,1344
Popeyes Louisiana Kitchen,1070 Innisfil Beach Road Innisfil ON L9S 4T9,simcoe,treatment,4T9,1129
Popeyes Louisiana Kitchen,3220 Monarch Dr Orillia ON L3V 8A2,simcoe,treatment,8A2,1810
Popeyes Louisiana Kitchen,7-151 First Street Collingwood ON L9Y 4W3,simcoe,treatment,4W3,1074
Qing's Cuisine,9-610 Huronia Rd Barrie ON L4N 0W5,simcoe,treatment,0W5,1425
Quince Bistro,157 Mill Street Creemore ON L0M 1G0,simcoe,treatment,1G0,1478
Rickshaw Restaurant,350 Muskoka Rd S Gravenhurst ON P1P 1J4,simcoe,treatment,1J4,752
Riverside Hideaway,1 Mill Street Coldwater ON L0K 1E0,simcoe,treatment,1E0,330
Rodeway Inn King William,23 King William St Huntsville ON P1H 1G4,simcoe,treatment,1G4,1188
Rondo Bistro & Cafe,1 Holland St. W Bradford ON L3Z 2B1,simcoe,treatment,2B1,646
Rooted Plant Based Eating,338 Park St Victoria Harbour ON L0K2A0,simcoe,treatment,2A0,310
Route 35 - Burgers and Brews,25748 Highway 35 Dwight ON P0A 1H0,simcoe,treatment,1H0,885
Royal Oak Restaurant,88 Laclie St Orillia ON L3V 4M8,simcoe,treatment,4M8,424
Sanafir,99 Mississaga St E Orillia ON L3V 1V6,simcoe,treatment,1V6,1887
Scotty's Restaurant,8-9-636 Yonge Street Barrie ON L4N 4E6,simcoe,treatment,4E6,122
Shawarma Place,9-477 Grove St E Barrie ON L4M 6M3,simcoe,treatment,6M3,527
Shaws Pancake House,493 Line 14 S Orillia ON L3V 6H1,simcoe,treatment,6H1,644
Sicilian Gourmet,4-225 Ferndale Dr S Barrie ON L4N 6B9,simcoe,treatment,6B9,667
Skeleton Lake Marina,1008 Skeleton Lake Rd 3 Raymond ON P0B 1M0,simcoe,treatment,1M0,1869
Skyways,3560 Highway 11 N Gravenhurst ON P1P 1R1,simcoe,treatment,1R1,585
Sol Kitchen,19 Hurontario St Collingwood ON L9Y 2L7,simcoe,treatment,2L7,1839
Spitfire Canteen,1997 Concession 6 N Stayner ON L0M 1S0,simcoe,treatment,1S0,738
Spynn,20 Fairview Rd Barrie ON L4N 4P3,simcoe,treatment,4P3,677
St. Louis Bar & Grill,A8-1354 Innisfil Beach Road Innisfil ON L9S 4B7,simcoe,treatment,4B7,302
St. Louis Bar & Grill,11-350 Big Bay Point Rd Barrie ON L4N 8A8,simcoe,treatment,8A8,1246
St. Louis Bar & Grill,1-353 Duckworth St Barrie ON L4M 5C2,simcoe,treatment,5C2,314
St. Louis Bar & Grill,1-541 Holland St W Bradford ON L3Z 0C1,simcoe,treatment,0C1,119
Stacked Pancake & Breakfast House,10-17 King St Angus ON L0M 1B2,simcoe,treatment,1B2,68
Stackers Pancake House,1-2 727 William St Midland ON L4R 4Y5,simcoe,treatment,4Y5,588
Steyn House,2 Marsellus Drive Barrie ON L4N 0Y4,simcoe,treatment,0Y4,106
Study Hall,179 Mississaga Street E Orillia ON L3V 1V8,simcoe,treatment,1V8,1821
Submarine Supreme,562 Victoria St E Alliston ON L9R 1K1,simcoe,treatment,1K1,735
Subway,8873 Highway 11 N Severn ON L3V 6H3,simcoe,treatment,6H3,1185
Subway,10-237 Mapleview Dr Barrie ON L4N 0W5,simcoe,treatment,0W5,1280
Subway,2-7 Commerce Rd Angus ON L0M 1B2,simcoe,treatment,1B2,1455
Subway,652 Dunlop St W Barrie ON L4N 9X1,simcoe,treatment,9X1,296
Subway,345 First St Collingwood ON L9Y 1B3,simcoe,treatment,1B3,84
Subway,C-827 Big Bay Point Road Barrie ON L4N 0G5,simcoe,treatment,0G5,1307
Subway,5-351 Talisman Dr Gravenhurst ON P1P 0A7,simcoe,treatment,0A7,1654
Subway,52 Queen St W Cookstown ON L0L 1L0,simcoe,treatment,1L0,1361
Subway,1-89 Park Pl Boulevard Barrie ON L4N 6P4,simcoe,treatment,6P4,1900
Subway,4-30 45th St S Wasaga Beach ON L9Z 0A6,simcoe,treatment,0A6,1147
Subway,B1-7 Anne Street W Barrie ON L4N 1C1,simcoe,treatment,1C1,410
Subway,367 Cundles Road E Barrie ON L4M 0G9,simcoe,treatment,0G9,650
Summerland General Store,1003 Riley Lake Rd Gravenhurst ON P1P 1R3,simcoe,treatment,1R3,36
Swiss Chalet,150 Highway 118 W Bracebridge ON P1L 1T4,simcoe,treatment,1T4,171
Swiss Chalet,333 Main St Wasaga Beach ON L9Z 0B6,simcoe,treatment,0B6,1948
Taboo Resort - Golf Clubhouse,1209 Muskoka Beach Road Gravenhurst ON P1P 1R1,simcoe,treatment,1R1,854
Tammie's Place,83 Mississaga St W Orillia ON L3V 3A9,simcoe,treatment,3A9,440
Tandoori Kingdom,428 Blake Street Barrie ON L4M 1L3,simcoe,treatment,1L3,246
Teriyaki Experience,4-89 Park Place Boulevard Barrie ON L4N 6P4,simcoe,treatment,6P4,796
The Golf Club,107-100 Pretty River Pkwy Collingwood ON L9Y 5A4,simcoe,treatment,5A4,1845
The Phelpston Roadhouse,1551 Flos Road 4 west Phelpston ON L0L 2K0,simcoe,treatment,2K0,1417
Thornton Cafe & Ice Cream,236 Barrie St Thornton ON L0L 2N0,simcoe,treatment,2N0,1650
Tian Ya BBQ,54 Maple Ave Barrie ON L4N 1R8,simcoe,treatment,1R8,1144
Tim Hortons,2098 Commerce Park Dr Innisfil ON L9S 4A3,simcoe,treatment,4A3,1230
Tim Hortons,1150 Hanes Road Huntsville ON P1H 2K8,simcoe,treatment,2K8,1798
Tim Hortons,35 Lone Pine Road Port Severn ON L0K 1S0,simcoe,treatment,1S0,417
Tim Hortons,940 Innisfil Beach Rd Alcona ON L9S 2C2,simcoe,treatment,2C2,1718
Tim Hortons,115 Hurontario St Collingwood ON L9Y 4T4,simcoe,treatment,4T4,405
Tim Hortons,2 Bruce Wilson Rd Port Carling ON P0B 1J0,simcoe,treatment,1J0,1408
Tim Hortons,175 Westmount Dr N Orillia ON L3V 7T7,simcoe,treatment,7T7,474
Tim Hortons,3295 Monarch Dr Orillia ON L3V 7Z4,simcoe,treatment,7Z4,578
Tim Hortons,A-157 Young St Alliston ON L9R 2A9,simcoe,treatment,2A9,107
Tim Hortons,533 Bayfield St Barrie ON L4M 4Z9,simcoe,treatment,4Z9,420
Toast Home Style,24 Queen Street Cookstown ON L0L 1L0,simcoe,treatment,1L0,703
Treetops Playground & Kids Salon,3 Progress Dr Orillia ON L3V 0T7,simcoe,treatment,0T7,717
Twisted Indian Wraps,3-685 University Ave Orillia ON L3V 6H2,simcoe,treatment,6H2,1152
Tymes Restaurant,845 King St Midland ON L4R 4V9,simcoe,treatment,4V9,1207
Uncle Jimmy's,9225 County Rd 93 Midland ON L4R 4K4,simcoe,treatment,4K4,1899
Unity Market Cafe & Studios,25 Toronto Street Barrie ON L4N 1T8,simcoe,treatment,1T8,1807
Waypoint Centre for Mental Health Care - The Bay Café,500 Church Street Penetanguishene ON L9M 1G3,simcoe,treatment,1G3,271
Webers,8825 Highway 11 N Severn ON L3V 6H3,simcoe,treatment,6H3,612
Wendy's,32 Bridge St Bradford ON L3Z 3H2,simcoe,treatment,3H2,515
Wendy's,157 Young St Alliston ON L9R 2A9,simcoe,treatment,2A9,1967
Wild Wing,8-490 Mapleview Dr W Barrie ON L4N 6C3,simcoe,treatment,6C3,1098
Wild Wing,6-7 Commerce Rd Angus ON L0M 1B2,simcoe,treatment,1B2,533
Wild Wing,2-1070 Innisfil Beach Rd Alcona ON L9S 4T9,simcoe,treatment,4T9,1921
William's,26 Victoria St E Alliston ON L9R 1T4,simcoe,treatment,1T4,1788
York & Mason,105 Maple St Port Carling ON P0B 1J0,simcoe,treatment,1J0,1198
"Yummy House Chinese Restaurant, The",898 Innisfil Beach Road Innisfil ON L9S 2C2,simcoe,treatment,2C2,728
7 C Seafood,157 Holland Street East Town Of Bradford West Gwillimbury ON L3Z 1G4,simcoe,treatment,1G4,1118
A&W,F005-509 Bayfield St Barrie ON L4M 4Z8,simcoe,treatment,4Z8,489
B2's Pizza,2-34 Yonge Street S Elmvale ON L0L 1P0,simcoe,treatment,1P0,702
Barrie Athletic Club,JKLM-565 Bryne Dr Barrie ON L4N 9Y3,simcoe,treatment,9Y3,630
Barrie BBQ Chicken,3-157 Bayfield St Barrie ON L4M 3B4,simcoe,treatment,3B4,774
Bento Sushi,30 King Street S Alliston ON L9R 1H6,simcoe,treatment,1H6,1236
Bento Sushi,40 Melbourne Drive Bradford ON L3Z 3B8,simcoe,treatment,3B8,1830
Best Living Motel and Restaurant,9603 Hwy 11 North Washago ON L0K 2B0,simcoe,treatment,2B0,1852
Birch Farms,2207 Industrial Park Rd Innisfil ON L9S 3V9,simcoe,treatment,3V9,710
Blue Mountain Tea Company,167 Hurontario Street Collingwood ON L9Y 2M1,simcoe,treatment,2M1,748
Burger Station,5444-5 Sideroad Innisfil ON L0L 1L0,simcoe,treatment,1L0,538
Carib Grill Restaurant,2207 Industrial Park Road Innisfil ON L9S 3V9,simcoe,treatment,3V9,349
Chappell Farms,617 Penetanguishene Rd Oro-Medonte ON L4M 4Y8,simcoe,treatment,4Y8,244
Chop Box,87A-320 Bayfield St Barrie ON L4M 3C1,simcoe,treatment,3C1,1963
Ciao Pizza Expresso and Gelato Ltd.,A-B-41 Beach Dr Wasaga Beach ON L9Z 2K2,simcoe,treatment,2K2,721
Circle K,369-Bayfield St Barrie ON L9P 2J5,simcoe,treatment,2J5,224
Country Style,430 Pine St Waubaushene ON L0K 2C0,simcoe,treatment,2C0,715
Country Style,2371-25 Sideroad Innisfil ON L9S 2G3,simcoe,treatment,2G3,241
Dairy Queen,C003-509 Bayfield St Barrie ON L4M 4Z8,simcoe,treatment,4Z8,1877
David's Tea,NO13-509 Bayfield St Barrie ON L4M 4Z8,simcoe,treatment,4Z8,1488
Delta Bingo & Gaming,13-175 Main St Penetanguishene ON L9M 1L8,simcoe,treatment,1L8,483
Dino's 2 4 1 Pizza,6-157 Bayfield St Barrie ON L4M 3B4,simcoe,treatment,3B4,871
Dog-it Poutine,2-4 High St Collingwood ON L9Y 4Y7,simcoe,treatment,4Y7,1765
Domino's Pizza,1-290 Hurontario Street Collingwood ON L9Y 2M3,simcoe,treatment,2M3,1159
Firehouse Pizza Inc.,9 Mill St E Tottenham ON L0G 1A0,simcoe,treatment,1A0,51
Foodland,14 Yonge Street N Elmvale ON L0L 1P0,simcoe,treatment,1P0,525
Foodland,77 Coldwater Rd Coldwater ON L0K 1E0,simcoe,treatment,1E0,297
Forever Besteas,6-222 Mapleview Drive West Barrie ON L4N 9E7,simcoe,treatment,9E7,729
Frankies Surf Club,1320 Peninsula Road Port Sandfield ON P0B 1J0,simcoe,treatment,1J0,998
"Fresh Tea Shop, The",C003A-509 Bayfield Street Barrie ON L4M 4Z8,simcoe,treatment,4Z8,570
Frickin Beach,72 Main St Wasaga Beach L9Z 2K9,simcoe,treatment,2K9,561
Good Karma,F007-509 Bayfield Street Barrie ON L4M 4Z8,simcoe,treatment,4Z8,622
Goofy Newfie,17039 Regional Road 27 Waverley ON L0L1P0,simcoe,treatment,1P0,1033
Gull Lake Rotary Park,420 Bethune Dr N Gravenhurst ON P1P 1B8,simcoe,treatment,1B8,132
Holly Community Centre,171 Mapleton Ave Barrie ON L4M 4T5,simcoe,treatment,4T5,1687
Imagine Cinemas Alliston,101A-130 Young St Alliston ON L9R 1P8,simcoe,treatment,1P8,163
Innisfil Indy Karting,2006 Gilford Rd Gilford ON L0L 1R0,simcoe,treatment,1R0,268
Inside Cafe,166 Hurontario St Collingwood ON L9Y 2M2,simcoe,treatment,2M2,1450
JD Boss Pepper Sauce,63 Elgin St Collingwood ON L9Y 3L6,simcoe,treatment,3L6,745
Knead Pizza Co.,3-1 Lock Street East Port Carling ON P0B 1J0,simcoe,treatment,1J0,606
Lickity Split,22 Main St W Beeton ON L0G 1A0,simcoe,treatment,1A0,924
Life's A Slice Pizza,5293 County Rd 9 New Lowell ON L0M 1N0,simcoe,treatment,1N0,1339
Little Caesars,4-9319 County Rd 93 Midland ON L4R 4K4,simcoe,treatment,4K4,1698
Loaded,2207 Industrial Park Rd Innisfil ON L9S 3V9,simcoe,treatment,3V9,152
MacTier Memorial Community Centre,9 Haig St MacTier ON P0C 1H0,simcoe,treatment,1H0,229
"Market, The",201 Fairview Rd Barrie ON L4N 9B1,simcoe,treatment,9B1,1998
Mary Brown's,19 King St S Alliston ON L9R 1H6,simcoe,treatment,1H6,1115
Metro,640 First St Collingwood ON L9Y 4Y7,simcoe,treatment,4Y7,1790
Metro,70 King William St Huntsville ON P1H 2A5,simcoe,treatment,2A5,327
Mountain Subs Inc.,13-20 Balsam St Collingwood ON L9Y 4H7,simcoe,treatment,4H7,652
My Baba's Kitchen,15-329 Bayfield St Barrie ON L4M3C1,simcoe,treatment,3C1,334
"Nutty Chocolatier, The",65 Main St E Huntsville ON P1H 2B8,simcoe,treatment,2B8,737
Olde Tyme Kettle Corn,2101 Innisfil Beach Road Innisfil ON L9S 1A1,simcoe,treatment,1A1,428
Oliver's Coffee,110 Clearbrook Trail Bracebridge ON P1L 0A3,simcoe,treatment,0A3,1214
Olympia,4 Main Street Penetanguishene ON L9M 1T1,simcoe,treatment,1T1,516
Orillia & District Agricultural Society Snack Bar #1,4500 Fairgrounds Rd Severn ON L3V 6H2,simcoe,treatment,6H2,790
Orillia & District Agricultural Society Snack Bar #2,4500 Fairgrounds Rd Severn ON L3V 6H2,simcoe,treatment,6H2,1487
Orillia Bowl,285 Memorial Ave Orillia ON L3V 5X9,simcoe,treatment,5X9,1672
