Facility Name,Site Address,Facility Type,Last Inspection Date
The Chelsea TB,576 Ouellette Ave Windsor ON N9A 1B7,Restaurant (Full Service),16-Sep-2020
The Coffee Exchange,266 Ouellette Ave Windsor ON N9A 1A5,Restaurant (Full Service),03-Sep-2020
The Cook's Shop,683 Ouellette Ave Windsor ON N9A 4J4,Restaurant (Full Service),08-Nov-2019
The County Diner,2584 Manning Rd Tecumseh ON N8N 2L9,Restaurant (Full Service),28-Jan-2020
The D & S Carvery Company,1301 Wyandotte St E Windsor ON N9A 3K8,Restaurant (Full Service),29-Oct-2020
The Decision Tree Restaurant,3707 Tecumseh Rd E Windsor ON,Restaurant (Full Service),18-Dec-2020
The Dotte,5720 Wyandotte Street East Windsor ON N8S 1M5,Restaurant (Full Service),30-Jul-2020
The Dragonfly,1567 Ottawa St Windsor ON N8X 2G3,Restaurant (Full Service),12-Dec-2019
The Dugout,300 Ouellette Ave Windsor ON N9A 7B4,Restaurant (Full Service),27-Jul-2020
The Embassy Cafe and Wine Lounge,1A-1326 Ottawa St Windsor ON N8X 2E8,Restaurant (Full Service),29-Oct-2019
The G.O.A.T. Tap and Eatery,186-5841 Malden Rd LaSalle ON N9H 1S4,Restaurant (Full Service),19-Aug-2020
The Gallery Restaurant,11 Queens Ave Leamington ON N8H 3G5,Restaurant (Full Service),04-Nov-2020
The Goat Tap & Eatery,190-1303 Cty Rd 22 Lakeshore ON N0R 1A0,Restaurant (Full Service),29-Jan-2020
The Grand Central,64 Talbot St N Essex ON N8M 1A2,Restaurant (Full Service),08-Oct-2019
The Greek Grill,1930 Tecumseh Rd W Windsor ON N9B 3S5,Restaurant (Full Service),02-Sep-2020
The Hangar,100-2675 Lauzon Rd Windsor ON N8T 2Z5,Restaurant (Full Service),04-Dec-2019
The Happy Snapper,592 Bevel Line Rd Leamington ON N8H 3V4,Restaurant (Full Service),21-Jun-2019
The Harvest Table at Market Square,2109 Ottawa St Windsor ON N8Y 3K7,Restaurant (Full Service),09-Oct-2020
The HideOut Bar & Grill,989 Front Rd Lasalle ON N9J 2A5,Restaurant (Full Service),21-Aug-2020
The Hungry Wolf Restaurant -Time Out Pub & Grill,3422 Walker Rd Windsor ON N8W 3S3,Restaurant (Full Service),18-Nov-2020
The India Paradise,1459 Ottawa St Windsor ON N8X 2G1,Restaurant (Full Service),30-Sep-2020
The Keg,101-1 Riverside Dr W Windsor ON N9A 5K3,Restaurant (Full Service),08-Oct-2020
The Keg,490 Division Rd Windsor ON N8W 1Z6,Restaurant (Full Service),30-Nov-2020
The Liquid Library,2135 Wyandotte St W Windsor ON N9B 1K1,Restaurant (Full Service),20-Dec-2019
The Little Greek House,5635 Tecumseh Rd E Windsor ON N8T 1C8,Restaurant (Full Service),10-Dec-2020
The Loose Goose Resto Pub & Lounge,210-480 Advance Blvd Tecumseh ON N8N 5G8,Restaurant (Full Service),27-Nov-2020
The Loose Goose Resto Pub & Lounge,126 Ouellette Ave Windsor ON N9A 1A2,Restaurant (Full Service),13-Nov-2020
The Lumberjack Restaurant,475 Tecumseh Rd E Windsor ON N8X 4W5,Restaurant (Full Service),30-Nov-2020
The Main Grill and Ale House,24 Main St W Kingsville ON N9Y 1H1,Restaurant (Full Service),27-Nov-2020
The Manchester,546 Ouellette Ave Windsor ON N9A 1B7,Restaurant (Full Service),05-Nov-2020
The Mini Restaurant,475 University Ave W Windsor ON N9A 5P9,Restaurant (Full Service),01-Oct-2020
The Naked Cup,2-14306 Tecumseh Rd E Tecumseh ON N8N 1N1,Restaurant (Full Service),21-Oct-2019
The New Seminole Street Bar & Grill,3933 Seminole St Windsor ON N8Y 1Z1,Restaurant (Full Service),09-Oct-2020
The Orient,5150 Tecumseh Rd E Windsor ON N8T 1C4,Restaurant (Full Service),06-Nov-2020
The Outfield Diner,601 Centre St Belle River ON N0R 1A0,Restaurant (Full Service),14-Jul-2020
The Paradise Night Club,44 Talbot St W Leamington ON N8H 1M4,Restaurant (Full Service),21-Aug-2020
The Patio Lounge,507 Ouellette Ave Windsor ON N9A 4J3,Restaurant (Full Service),11-Sep-2020
The Peacock Lounge,6 Talbot St N Essex ON N8M 1A4,Restaurant (Full Service),08-Dec-2020
The Pita Place,2 Talbot St W Leamington ON N8H 1M4,Restaurant (Full Service),20-Jan-2021
The Salty Dog,235 Dalhousie St Amherstburg ON N9V 1W6,Restaurant (Full Service),17-Aug-2020
The Spitfire Pub,11828 Tecumseh Rd E Tecumseh ON N8N 1L7,Restaurant (Full Service),24-Sep-2019
The Spring Well Pub,4745 Malden Rd Windsor ON N9E 3T4,Restaurant (Full Service),11-Mar-2020
The Squirrel Cage,1 Maiden Ln W Windsor ON N9A 5V9,Restaurant (Full Service),05-Mar-2020
The Sushi California Japanese Restaurant,128 University Ave W Windsor ON N9A 5N9,Restaurant (Full Service),09-Dec-2020
The Thirsty Butler,1585 Wyandotte St E Windsor ON N9A 3L3,Restaurant (Full Service),25-Nov-2020
The Tortoise & The Hare,3400 Grand Marais Rd E Windsor ON N8W 1W7,Restaurant (Full Service),
The Tree House Bar & Grill,351 Ouellette Ave Windsor ON N9A 4J1,Restaurant (Full Service),10-Nov-2020
The Twisted Apron,1833 Wyandotte St E Windsor ON N8Y 1E2,Restaurant (Full Service),02-Dec-2020
The Wrap Shack,25 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Full Service),07-Jan-2020
The Wreck at Colchester Harbour,220 Jackson Street Harrow ON N0R 1G0,Restaurant (Full Service),11-Oct-2019
Thirteen At The Inn,388 Erie St S Leamington ON N8H 3E5,Restaurant (Full Service),27-Dec-2019
Thompson House,5370 Wyandotte St E Windsor ON N8S 0A3,Restaurant (Full Service),07-Oct-2020
Thyme Kitchen,102-100 Ouellette Ave Windsor ON N9A 6T3,Restaurant (Full Service),03-Nov-2020
Tiki Sushi,900 Erie St E Windsor ON N9A 3Y8,Restaurant (Full Service),12-Dec-2019
Tilbury Golf Club,20425 Cty Rd 46 Tilbury ON N0P 2P0,Restaurant (Full Service),25-Oct-2019
Toast,653 Erie St E Windsor ON N9A 3Y1,Restaurant (Full Service),25-Nov-2019
Toasty's,357 Ouellette Ave Windsor ON N9A 4J1,Restaurant (Full Service),07-Oct-2020
Tommy's Bar-B-Q,3031 Howard Avenue Windsor ON N8X 4Y8,Restaurant (Full Service),20-Oct-2020
Tony Taco,52 Erie St S Leamington ON N8H 3A9,Restaurant (Full Service),30-Sep-2020
Torino Pizzeria,12049 Tecumseh Rd E Tecumseh ON N8N 1M1,Restaurant (Full Service),07-Nov-2019
Towneplace Suites Marriott,250 Dougall Ave Windsor ON N9A 7C6,Restaurant (Full Service),03-Mar-2020
Tropical Hut Philippine Cuisine,3-618 Goyeau St Windsor ON N9A 1H4,Restaurant (Full Service),07-Jan-2021
Twigg's Bar & Grill,1207 Cty Road 22 Emeryville ON N0R 1CO,Restaurant (Full Service),05-Nov-2020
Ukrainian Restaurant,1148 Marion Ave Windsor ON N9A 2J4,Restaurant (Full Service),10-Feb-2020
U-Noodles,1652 Wyandotte St W Windsor ON N9B 1H7,Restaurant (Full Service),23-Oct-2020
Uptown Restaurant,521 Tecumseh Rd E Windsor ON N8X 2S1,Restaurant (Full Service),04-Dec-2019
Ure's Country Kitchen,6000 County Rd 20 Amherstburg ON N9V 2Y8,Restaurant (Full Service),12-Mar-2020
Vang's Restaurant,106 Talbot St N Essex ON N8M 2C4,Restaurant (Full Service),03-Sep-2020
Vernon's Tap & Grill,22 Main St E Kingsville ON N9Y 1A2,Restaurant (Full Service),04-Feb-2020
Victoria Latina Restaurant,105-225 Wyandotte St W Windsor ON N9A 5X1,Restaurant (Full Service),05-Nov-2020
Victoria Tavern,400 Chilver Rd Windsor ON N8Y 2J7,Restaurant (Full Service),08-Dec-2020
Village Kitchen,13574 Tecumseh Rd E Tecumseh ON N8N 3T7,Restaurant (Full Service),03-Dec-2020
Vine & Ash,13430 Tecumseh Rd E Tecumseh ON N8N 3N7,Restaurant (Full Service),30-Jan-2020
Vittorio's Slice of Italy,3115-3033 Forest Glade Dr Windsor ON N8R 1W6,Restaurant (Full Service),14-Nov-2019
Walker Grill,12-1275 Walker Rd Windsor ON N8Y 4X9,Restaurant (Full Service),16-Oct-2020
Walkerville Eatery,911 Walker Rd Windsor ON N8Y 2N6,Restaurant (Full Service),18-Aug-2020
Westview Motel & Tavern,1065 West Shore Rd Pelee Island ON N0R 1M0,Restaurant (Full Service),20-Aug-2020
WFCU Centre - Main Kitchen,8787 McHugh St Windsor ON N8S 0A1,Restaurant (Full Service),19-Nov-2019
Whistling Kettle,11700 Cty Rd 42 Tecumseh ON N8N 2M1,Restaurant (Full Service),22-Dec-2020
Wildwood Grill,200-3335 Banwell Rd Windsor ON N8R 2K9,Restaurant (Full Service),10-Dec-2020
Willow Creek Golf,785 Puce Road Essex ON N8M 2X7,Restaurant (Full Service),
Win City Hakka,1285 Grand Marais Rd W Windsor ON N9E 1E1,Restaurant (Full Service),22-Oct-2020
Windsor Knights,695 Wyandotte St E Windsor ON N9A 3J3,Restaurant (Full Service),23-Nov-2020
Windsor Palace,12 Amy Croft Dr Tecumseh ON N9K 0A1,Restaurant (Full Service),27-Oct-2020
Windsor Palace Restaurant,755 Wyandotte St E Windsor ON N9A 3J5,Restaurant (Full Service),24-Sep-2020
Windsor Seoul,2050 Wyandotte St W Windsor ON N9B 1J7,Restaurant (Full Service),20-Oct-2020
Windsor Yacht Club,9000 Riverside Dr E Windsor ON N8S 1H1,Restaurant (Full Service),04-Dec-2020
Wineology,106-13300 Tecumseh Rd E Tecumseh ON N8N 4R8,Restaurant (Full Service),20-Mar-2020
Wineology,1646 Wyandotte St E Windsor ON N8Y 1C7,Restaurant (Full Service),14-Aug-2020
Wineology,19 Main St E Kingsville ON N9Y 1A1,Restaurant (Full Service),28-Aug-2020
Wizards of Walkerville,1295 Ottawa St Windsor ON N8X 2E5,Restaurant (Full Service),26-Nov-2019
Wolfhead Distillery,7781 Howard Ave Amherstburg ON N0R 1J0,Restaurant (Full Service),30-Jul-2020
Wongs 2 Go,8-9 129 Erie St S Leamington ON N8H 3B5,Restaurant (Full Service),25-Jan-2021
Wood Craft Pizza,47 Talbot St N Essex ON N8M 1A3,Restaurant (Full Service),08-Sep-2020
Woodland Hills,1919 Cty Rd 27 Woodslee ON N0R 1V0,Restaurant (Full Service),12-Nov-2019
World Marathon Ethiopian Restaurant,60 University Ave W Windsor ON N9A 5N8,Restaurant (Full Service),07-Nov-2019
XACO TACO,1-300 Cabana Rd E Windsor ON N9G 1A3,Restaurant (Full Service),03-Sep-2020
2-4-1 Pizza,61 Talbot St E Leamington ON N8H 1L1,Restaurant (Fast Food),03-Dec-2019
A & W,7008 Industrial Dr Comber ON N0P 1J0,Restaurant (Fast Food),06-Dec-2019
A & W,FCU12-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),09-Nov-2020
A & W,1695 Manning Rd Tecumseh ON N8N 2L9,Restaurant (Fast Food),21-Jan-2021
A & W,6570 Tecumseh Rd E Windsor ON N8T 1E6,Restaurant (Fast Food),14-Jan-2021
A & W,100-4140 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),29-Oct-2020
A & W,250 Erie St S Leamington ON N8H 3C2,Restaurant (Fast Food),30-Oct-2020
A & W,7654 Tecumseh Rd E Windsor ON N9T 1E9,Restaurant (Fast Food),04-Sep-2019
A & W,3090 Dougall Ave Windsor ON N9E 1S4,Restaurant (Fast Food),21-Oct-2020
A&W,302 Maidstone Ave W Essex ON N8M 2X6,Restaurant (Fast Food),04-Dec-2020
Anchor Coffee House,230-2187 Huron Church Rd Windsor ON N9C 2L8,Restaurant (Fast Food),17-Jan-2020
Annabelle's,76 Main St E Kingsville ON N9Y 1A2,Restaurant (Fast Food),04-Feb-2020
Antonino's Original Pizza,6535 Malden Rd LaSalle ON N9H 1T5,Restaurant (Fast Food),17-Jan-2020
Arby's,199 Talbot Rd W Leamington ON N8H 1N8,Restaurant (Fast Food),04-Nov-2020
Arby's,6807 Tecumseh Rd E Windsor ON N8T 1E6,Restaurant (Fast Food),13-Oct-2020
Arby's,2840 Howard Ave Windsor ON N8X 3Y1,Restaurant (Fast Food),17-Dec-2020
Armando's Pizzeria/Xaco Taco,6146 Malden Rd Lasalle ON N9H 1R3,Restaurant (Fast Food),30-Oct-2020
Artesano Cafe,822 St Rose Ave Windsor ON N8S 1X3,Restaurant (Fast Food),19-Jan-2021
Baskin Robbins,406-3090 Dougall Ave Windsor ON N9E 1S4,Restaurant (Fast Food),25-Jan-2021
Baskin Robbins,3C-1655 Manning Rd Tecumseh ON N8N 2L9,Restaurant (Fast Food),16-Jul-2020
Birdie's Perch,625 Point Pelee Dr Leamington ON N8H 3V4,Restaurant (Fast Food),17-Sep-2019
Bobby Burrito & Taco,5-3580 Tecumseh Rd E Windsor ON N8W 1H6,Restaurant (Fast Food),12-Jan-2021
Booster Juice,5916 Malden Rd Lasalle ON N9H 0A4,Restaurant (Fast Food),18-Sep-2020
Booster Juice,32 University Ave Windsor ON N9A 2Y4,Restaurant (Fast Food),27-Jan-2021
Booster Juice,3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),25-Nov-2020
Bull's Eye Pizza,979 Front Rd LaSalle ON N9J 2A5,Restaurant (Fast Food),01-Sep-2020
Burger Factory,3873 Walker Rd Windsor ON N8W 3T1,Restaurant (Fast Food),27-Aug-2020
Burger King,300 Erie St S Leamington ON N8H 3C5,Restaurant (Fast Food),18-Sep-2020
Burger King,3210 Dougall Ave Windsor ON N9E 1S4,Restaurant (Fast Food),22-Sep-2020
Burger King,7955 Tecumseh Rd E Windsor ON N8R 1A1,Restaurant (Fast Food),08-Jan-2021
Burger King,300 Tecumseh Rd E Windsor ON N8X 2R2,Restaurant (Fast Food),08-Jul-2020
Burger King,2850 Tecumseh Rd E Windsor ON N8Y 1G4,Restaurant (Fast Food),07-Jan-2021
Burger King,75 University Ave Windsor ON N9A 1N5,Restaurant (Fast Food),15-Jan-2021
Burger King,4311 Walker Rd Windsor ON N8N 3T6,Restaurant (Fast Food),07-Oct-2020
Burger King,5821 Malden Rd LaSalle ON N9H 1S4,Restaurant (Fast Food),29-Jul-2020
Burger King,2530 Tecumseh Rd W Windsor ON N9B 3R2,Restaurant (Fast Food),06-Oct-2020
Butter Chicken Roti,104 Chatham St W Windsor ON N9A 5M6,Restaurant (Fast Food),22-Jan-2021
Caesars Windsor - Tim Horton's,377 Riverside Dr E Windsor ON N9A 7H7,Restaurant (Fast Food),20-Sep-2019
CAFÈ,365 Sandwich Street South Amherstburg ON N9V 2B2,Restaurant (Fast Food),17-Oct-2019
Cafe 255,255 Riverside Dr E Windsor ON N9A 6T6,Restaurant (Fast Food),06-Jan-2020
Canadian Transportation Museum & Heritage Village,6155 County Rd 23 Essex ON N9Y 2E5,Restaurant (Fast Food),10-Sep-2020
Chances,14 Mill St E Leamington ON N8H 1R7,Restaurant (Fast Food),20-Jan-2020
Chatime Windsor,105-650 Division Rd Windsor ON N8X 5E7,Restaurant (Fast Food),31-Aug-2020
Cheese Wheelz,564 Ouellette Ave Windsor ON N9A 1B7,Restaurant (Fast Food),27-Oct-2020
Cheese Wheelz,1294 Lauzon Rd Windsor ON N8S 3N1,Restaurant (Fast Food),02-Apr-2019
Ciao Caffe,A-4974 Tecumseh Rd E Windsor ON N8T 1C1,Restaurant (Fast Food),29-Jan-2021
Cineplex Odeon - Starbucks / Yo Yo's Yogurt Cafe,3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),22-Jan-2020
Crazy Chicken,29 Talbot St E Leamington ON N8H 1L1,Restaurant (Fast Food),01-Oct-2020
Crepe De Licious,3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),25-Nov-2020
Cultures,FCU14-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),30-Nov-2020
Dairy Freez,368 County Rd 34 Kingsville ON N8M 2X5,Restaurant (Fast Food),30-Jul-2020
Dairy Queen,13300 Tecumseh Rd E Tecumseh ON N8N 4R8,Restaurant (Fast Food),01-Oct-2020
Dairy Queen Grill & Chill,1818 Huron Church Rd Windsor ON N9C 2L5,Restaurant (Fast Food),23-Jul-2020
Dan Dan Asian Diner,200-4140 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),13-Oct-2020
De-Lee MaMa by Jakes,2300 Huron Church Rd Windsor ON N9E 3C6,Restaurant (Fast Food),29-Jan-2020
Dhesi Swaad,21 Chatham St E Windsor ON N9A 2W2,Restaurant (Fast Food),25-Aug-2020
Domino's Pizza,145 Sandwich St S Amherstburg ON N9V 1Z9,Restaurant (Fast Food),16-Sep-2020
Domino's Pizza,301 Tecumseh Rd E Windsor ON N8X 2R5,Restaurant (Fast Food),02-Mar-2020
Donair House,9925 Tecumseh Rd E Windsor ON N8R 1A1,Restaurant (Fast Food),13-Nov-2019
East Side Shawarma,9845 Tecumseh Rd E Windsor ON N8R 1A5,Restaurant (Fast Food),03-Dec-2020
Eat 'Em Up Earl's,7 Main St E Kingsville ON N9Y 1A1,Restaurant (Fast Food),23-Nov-2020
Empire Lanes,1771 Talbot Rd W Ruthven ON N0P 2G0,Restaurant (Fast Food),17-Mar-2020
Essex Centre Sports Complex - M & M Canteen,60 Fairview Ave W Essex ON N8M 2R2,Restaurant (Fast Food),05-Dec-2019
Essex Golf & Country Club Snack Bar,7555 Matchette Rd LaSalle ON N9J 2S4,Restaurant (Fast Food),25-Aug-2020
Essex Shawarma,3-316 Talbot St N Essex ON N8M 2E1,Restaurant (Fast Food),28-Jan-2021
EZ-Pie Pizzeria,10630 Tecumseh Rd Windsor ON N8R 1N6,Restaurant (Fast Food),11-Feb-2020
Feta & Olives,FCU8-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),04-Aug-2020
Fire Oven Pizza,4300 Howard Ave Windsor ON N9G 1P4,Restaurant (Fast Food),
Five Guys Burgers and Fries,101-650 Division Rd Windsor ON N8X 0A8,Restaurant (Fast Food),02-Sep-2020
Fork & Knife INC.,1494 Wyandotte St W Windsor ON N9B 1H4,Restaurant (Fast Food),10-Sep-2020
Fox Glen Golf Club Pro Shop,7525 Howard Ave Amherstburg ON N0R 1J0,Restaurant (Fast Food),19-Aug-2020
Franco's East,20-1950 Lauzon Rd Windsor ON N8R 1A2,Restaurant (Fast Food),12-Mar-2020
Freshii,1655 Manning Rd Tecumseh ON,Restaurant (Fast Food),27-Jan-2021
Freshii,60-3850 Dougall Avenue Windsor ON N9G 1X2,Restaurant (Fast Food),28-Oct-2020
Genki Sushi & Noodle,13504 Tecumseh Rd E Tecumseh ON N8N 3N7,Restaurant (Fast Food),
Globally Local,13458 Tecumseh Rd E Tecumseh ON N8N 3N7,Restaurant (Fast Food),19-Jan-2021
Greek Pita,505 Wyandotte St E Windsor ON N9A 3J1,Restaurant (Fast Food),03-Dec-2020
Green Bean Cafe,2320 Wyandotte St W Windsor ON N9B 1K4,Restaurant (Fast Food),03-Dec-2020
Green Bus Cafe,1057 Ouellette Ave Windsor ON N9A 4J8,Restaurant (Fast Food),29-Jul-2020
Green Nest,2-5 Amy Croft Dr Tecumseh ON N8K 1C7,Restaurant (Fast Food),30-Dec-2020
Grill Genius,2221 Wyandotte St W Windsor ON N9B 1K3,Restaurant (Fast Food),13-Jan-2021
Gyros & More,5922 Malden Rd LaSalle ON N9H 1S4,Restaurant (Fast Food),14-Sep-2020
Gyros & More,503 Sandwich St S Amherstburg ON N9V 3G5,Restaurant (Fast Food),15-Sep-2020
Gyros & More,211-300 Tecumseh Road East Windsor ON N8X 2R5,Restaurant (Fast Food),07-Jul-2020
Hamoudi's,300-3392 Dougall Ave Windsor ON N9E 1S6,Restaurant (Fast Food),21-Jan-2021
Hamoudi's Shawarma Lakeshore,18 Amy Croft Dr Lakeshore ON N9K 1C7,Restaurant (Fast Food),06-Jan-2021
Harvest Bible Church Windsor,2001 Spring Garden Rd Windsor ON N9E 3P8,Restaurant (Fast Food),
Harvest Fresh Catering,6900 Cty Rd 42 Lakeshore ON N0R 1N0,Restaurant (Fast Food),04-Sep-2019
Harvey's,2380 Wyandotte St W Windsor ON N9C 1K4,Restaurant (Fast Food),03-Sep-2020
Harvey's,2550 Tecumseh Rd E Windsor ON N8W 1E9,Restaurant (Fast Food),28-Oct-2020
Harvey's,7011 Tecumseh Rd E Windsor ON N8T 3K7,Restaurant (Fast Food),29-Jan-2021
Harvey's,3095 Dougall Ave Windsor ON N9E 1S4,Restaurant (Fast Food),02-Nov-2020
Hellenic Submarine,368 University Ave W Windsor ON N9A 5P6,Restaurant (Fast Food),05-Oct-2020
Hideout Cafe,250 Tecumseh Road East Windsor ON N8X 2R3,Restaurant (Fast Food),31-Jan-2020
Holiday Inn Express,33 Riverside Dr E Windsor ON N9A 2S4,Restaurant (Fast Food),17-Jan-2020
Homeslice Pizzeria,1117 Erie St E Windsor ON N9A 3Z4,Restaurant (Fast Food),10-Oct-2019
Honey Bee Ham,115-2885 Lauzon Pkwy Windsor ON N8T 3H5,Restaurant (Fast Food),21-Jan-2020
Hoya Express,2-404B-1555 Talbot Rd Windsor ON N9H 2N2,Restaurant (Fast Food),17-Mar-2020
Hurry Curry,FCU10-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),28-Oct-2020
Java Cats Inc.,5-421 Sandwich Street South Amherstburg ON N9V 3K8,Restaurant (Fast Food),
JP Grocers,1059 Wyandotte St W Windsor ON N9A 5J5,Restaurant (Fast Food),16-Sep-2020
Karma,12205 Riverside Dr E Tecumseh ON N8N 1A1,Restaurant (Fast Food),31-May-2019
Kentucky Fried Chicken,5925 Malden Rd Lasalle ON N9H 1S6,Restaurant (Fast Food),29-Oct-2020
Kentucky Fried Chicken,3006 Dougall Ave Windsor ON N9E 1S4,Restaurant (Fast Food),09-Nov-2020
Kentucky Fried Chicken,4320 Tecumseh Rd E Windsor ON N8W 1K3,Restaurant (Fast Food),12-Aug-2020
Kentucky Fried Chicken,FCU1-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),16-Nov-2020
Kentucky Fried Chicken,1485 Erie St E Windsor ON N9A 4A1,Restaurant (Fast Food),02-Dec-2019
Kentucky Fried Chicken,134 Talbot St W Leamington ON N8H 1N3,Restaurant (Fast Food),23-Dec-2019
Kentucky Fried Chicken,27 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Fast Food),13-Feb-2020
Kentucky Fried Chicken,1840 Huron Church Rd Windsor ON N9C 2L5,Restaurant (Fast Food),02-Dec-2020
Kentucky Fried Chicken,185 Wyandotte St. East Windsor ON N9A 3H3,Restaurant (Fast Food),07-Jan-2021
Kingsville Community Church,1860 Division Rd N Kingsville ON N9Y 2Z1,Restaurant (Fast Food),19-Dec-2019
Kingsville Social,4B-106 Wigle Ave Kingsville ON N9Y 2J8,Restaurant (Fast Food),11-Aug-2020
Koryo,FCU4-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),04-Aug-2020
Little Foot Foods Ltd.,1404 Tecumseh Rd E Windsor ON N8S 3C8,Restaurant (Fast Food),22-Jan-2020
Manchu Wok,FCU9-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),04-Aug-2020
Mandy Plus,1705 Wyandotte St W Windsor ON N9B 1J2,Restaurant (Fast Food),13-Oct-2020
Mary Brown's Chicken and Taters,3120 Dougall Avenue Windsor ON N9E 1S7,Restaurant (Fast Food),23-Sep-2020
McDonald's,214 Talbot St W Leamington ON N8H 1P1,Restaurant (Fast Food),24-Nov-2020
McDonald's,93 Wyandotte St E Windsor ON N9A 3H1,Restaurant (Fast Food),02-Nov-2020
McDonald's,2780 Tecumseh Rd E Windsor ON N8W 1G6,Restaurant (Fast Food),21-Feb-2020
McDonald's,1631 Manning Rd Tecumseh ON N8N 2L9,Restaurant (Fast Food),04-Nov-2020
McDonald's,360 Main St E Kingsville ON N9Y0C1,Restaurant (Fast Food),07-Jan-2021
McDonald's,5631 Ojibway Pkwy Windsor ON N9C 3Y3,Restaurant (Fast Food),07-Oct-2020
McDonald's,151 Sandwich St S Amherstburg ON N9V 2V1,Restaurant (Fast Food),31-Jan-2020
McDonald's,390 Maidstone Rd W Essex ON N8M 2X5,Restaurant (Fast Food),21-Mar-2019
Migu Forest,2065 Wyandotte St W Windsor ON N9B 1J8,Restaurant (Fast Food),16-Sep-2020
Mini Hamoudi's Shawarma Inc.,2000 Talbot Rd W Windsor ON N9A 6S4,Restaurant (Fast Food),24-Sep-2019
Miss Shawarma Plus,540 Ouellette Ave Windsor ON N9A 1B7,Restaurant (Fast Food),16-Oct-2020
Mix'D,A-66 Talbot St E Leamington ON N8H 1L3,Restaurant (Fast Food),04-Nov-2020
MJ's Pizza and Wings,904 Wyandotte St W Windsor ON N9A 5Y2,Restaurant (Fast Food),02-Feb-2021
More Taters Please,1-4110 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),08-Oct-2020
Mucho Burrito,FCU7-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),02-Nov-2020
Mumma's Burritos,1500 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Fast Food),07-Oct-2020
Naples Pizza,110 Richmond St Amherstburg ON N9V 2V3,Restaurant (Fast Food),28-Feb-2020
New York Fries,FCU5-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),13-Feb-2020
Niko Sushi,FCU15-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),11-Aug-2020
Olde School Deli & Cafe,105-186 Talbot St S Essex ON N8M 1B6,Restaurant (Fast Food),24-Sep-2020
On The Green Indoor Golf Ltd.,354 Croft Dr Tecumseh ON N8N 2L9,Restaurant (Fast Food),31-Oct-2019
O'Sarracino Trattoria & Wine Bar,31 Main St W Kingsville ON N9Y 1H2,Restaurant (Fast Food),12-Mar-2020
Oven 360,107-1349 Grand Marais Rd W Windsor ON N9E 1E2,Restaurant (Fast Food),17-Dec-2020
Oven 360,1226 Cty Rd 22 Emeryville ON N0R 1C0,Restaurant (Fast Food),03-Jan-2020
Oven 360,106-3873 Walker Road Windsor ON N8W 3T1,Restaurant (Fast Food),28-Aug-2020
Oven 360 Lasalle,6505 Malden Rd Lasalle ON N9H 1T5,Restaurant (Fast Food),05-Oct-2020
Par 3,455 Kennedy Dr W Windsor ON N9G 1S8,Restaurant (Fast Food),22-Jul-2020
Pillette Pub Sports Bar & Grill,899 Pillette Rd Windsor ON N8Y 3B4,Restaurant (Fast Food),27-Dec-2019
Pita Pit,102-4140 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),11-Sep-2020
Pita Pit,3-3065 Howard Avenue Windsor ON N8X 3Y8,Restaurant (Fast Food),29-Jul-2020
Pita Pit,6711 Tecumseh Rd E Windsor ON N8T 3K7,Restaurant (Fast Food),15-Jan-2021
Pizza House,1000 Cty Rd 22 Belle River ON N0R 1A0,Restaurant (Fast Food),
Pizza House,17-313 Main St E Kingsville ON N9Y 1A7,Restaurant (Fast Food),19-Jan-2021
Pizza Pizza,2203 Wyandotte St W Windsor ON N9B 1K3,Restaurant (Fast Food),11-Feb-2021
Pizza Pizza,472 Tecumseh Rd E Windsor ON N8X 2R8,Restaurant (Fast Food),05-Feb-2020
Pizza Pizza,294 Ouellette Ave Windsor ON N9A 1A6,Restaurant (Fast Food),22-Jan-2021
Pizza Pizza,304 Erie St. S Leamington ON N8H3C5,Restaurant (Fast Food),25-Jan-2021
Pizzaway,1715 Wyandotte St W Windsor ON N9B 1J2,Restaurant (Fast Food),13-Oct-2020
Popeye's Chicken,1375 Huron Church Rd Windsor ON N9C 2B4,Restaurant (Fast Food),06-Oct-2020
