Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Premium Sweets & Desserts Inc,15-17-7025 Tomken Rd Mississauga ON L5S 1R6,Food Take Out,2019-12-10,
Pretzel Maker/Mrs. Fields,251-5100 Erin Mills Pky Mississauga ON L5M 4Z5,Food Take Out,2020-01-27,
Prince Burger and Pizza,7-284 Orenda Rd Brampton ON L6T 5S3,Food Take Out,2020-02-06,
Proberry,3-1010 Dream Crest Rd Mississauga ON,Food Take Out,2020-02-04,
Professors Lake Recreation Centre - Food Take-Out,1660 North Park Dr Brampton ON L6S 4B4,Food Take Out,2019-08-13,
Pumpernickel's,5027 Spectrum Way Mississauga ON L4W 5N6,Food Take Out,2019-12-10,
Punjabi By Nature,6-9980 Airport Rd Brampton ON,Food Take Out,2020-01-15,
Punjabi Haveli Sweets and Restaurant,1-7633 Rockhill Rd Mississauga ON L4T 2Z9,Food Take Out,2020-07-28,
Purdy's Chocolates,25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-07-19,
Queen Street Burger and Taters,4-45 Queen St N Mississauga ON L5N 1A3,Food Take Out,2020-01-30,
Quesada Burritos & Tacos,202-719 Central Parkway W Mississauga ON L5B 4L1,Food Take Out,2019-11-18,
Quesada Burritos & Tacos,13-3055 Dundas St W Mississauga ON L5L 3R8,Food Take Out,2020-10-20,
"Quesada, Burritos and Tacos",105-3417 Derry Rd E Mississauga ON L4T 1A8,Food Take Out,2020-02-04,
Rabba - Food Take Out,3-8-25 Kingsbridge Garden Cir Mississauga ON L5R 4B1,Food Take Out,2020-02-13,
Rabba - Food Take Out,102-645 Lakeshore Rd E Mississauga ON L5G 1J5,Food Take Out,2020-01-09,
Rabba - Tim Hortons,445 Eglinton Ave E Mississauga ON L4Z 3L4,Food Take Out,2020-03-06,
Rabba Fine Foods,1-2760 Derry Rd W Mississauga ON L5N 3N5,Food Take Out,2020-02-07,
Rangla Punjab,1-1650 Williams Pky E Brampton ON L6S 5R7,Food Take Out,2020-02-25,
Rapizza,9B-720 Burnhamthorpe Rd W Mississauga ON L5C 3G1,Food Take Out,2021-01-04,
Rapizza,5-20 Red Maple Drive Brampton ON L6X 4N7,Food Take Out,,
Rapizza,6 George St S Brampton ON L6Y 1L9,Food Take Out,,
Rawblendz Juice and Salad Inc,215 Lakeshore Rd E Mississauga ON L5G 1G5,Food Take Out,2019-11-14,
Ray Woodey's Craft Chippery,FM01B-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-12-03,
Real & Yummy Juice Bubble Tea,22-55 Mountainash Rd Brampton ON L6R 1W4,Food Take Out,2021-01-26,
Real Canadian Superstore - Bento Nouveau,3045 Mavis Rd Mississauga ON L5C 1T7,Food Take Out,2020-02-14,
Real Fruit Bubble Tea,H-23-2150 Burnhamthorpe Rd W Mississauga ON L5L 5Z5,Food Take Out,2020-02-28,
Real Fruit Bubble Tea,2-829-100 City Centre Dr Mississauga ON,Food Take Out,2020-03-02,
Real Fruit Bubble Tea,527 A-25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2020-01-24,
Real Fruit Bubble Tea,84-1250 South Service Rd Mississauga ON L5V 1E4,Food Take Out,2020-03-11,
Real Fruit Bubble Tea,5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2019-10-24,
Real Fruit Bubble Tea Inc,4141 Dixie Rd Mississauga ON,Food Take Out,2020-01-20,
Rei do Churrasco,7-2480 Cawthra Rd Mississauga ON L5A 2X2,Food Take Out,2019-11-14,
RightBite,4-1855 Dundas St. E Mississauga ON,Food Take Out,2020-01-23,
Rimssie's,13947 Hurontario St Caledon ON L7C 2C9,Food Take Out,2020-02-14,
Robin 3 for 1 Pizza & Wings,3353 The Credit Woodlands Mississauga ON L5C 2K9,Food Take Out,2020-02-24,
Rockin Pizza N Chicken,3-1 Glenn Hawthorn Blvd Mississauga ON L5R 0C2,Food Take Out,2020-10-29,
Rock'n Deli,5101 Dixie Rd Mississauga ON L4W 0E6,Food Take Out,,
Rocky Mountain Chocolate Factory,1-860-100 City Centre Dr. Mississauga ON L5B 2C9,Food Take Out,2020-01-23,
Rogers- Compass Group - Cuppa,8200 Dixie Rd Brampton ON,Food Take Out,2019-12-20,
Rogers- Compass Group - Sauce/spice,8200 Dixie Rd Brampton ON,Food Take Out,2019-12-20,
Rolly Polly Cow,10-10990 Chinguacousy Rd Brampton ON L7A 0P1,Food Take Out,,
Rollz Ice Cream,A-2760 North Park Dr Brampton ON L6S 0E9,Food Take Out,,
Rose's Caribbean Kitchen,29-7916 Hurontario St Brampton ON L6Y 0P6,Food Take Out,2019-09-18,
Rosie's Burgers,61 Lakeshore Rd E Mississauga ON L5G 1C9,Food Take Out,2020-10-27,
Roti Stop,7-1125 Dundas St E Mississauga ON L4Y 2C4,Food Take Out,2020-01-22,
Royal Bank - Starbucks,6880 Financial Dr Mississauga ON L5N 7Y5,Food Take Out,2019-10-25,
Royal Bank - Tim Hortons,6880 Financial Dr Mississauga ON L5N 7Y5,Food Take Out,2019-10-25,
Royal Meat Products Ltd,3635 Cawthra Rd Mississauga ON L5A 2Y5,Food Take Out,2019-09-23,
Royal Paan,107-2260 Bovaird Dr E Brampton ON L6R 3J5,Food Take Out,2020-02-05,
Royal Paan,9-3050 Artesian Dr Mississauga ON L5M 7P5,Food Take Out,2020-02-20,
Royal Paan,4-1010 Dream Crest Rd Mississauga ON L5V 3A4,Food Take Out,2021-01-06,
Royal Paan,6-15 Brisdale Dr Brampton ON L7A 0S9,Food Take Out,2020-01-03,
Royal Paan Ltd,7136 Airport Rd Mississauga ON L4T 2H1,Food Take Out,2019-11-14,
Royal Take Out and Catering,15-50 Sunnyvale Gate Brampton ON L6S 0C4,Food Take Out,2021-01-07,
Sabana,FM23D-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-10-28,
Sacks Food Co.,3161 Wharton Way Mississauga ON L4X 2B7,Food Take Out,2020-09-15,
Sahtain,C17-6435 Erin Mills Pky Mississauga ON L5N 4Y4,Food Take Out,2019-10-30,
Sai Express,14-965 Bovaird Dr W Brampton ON L6X 0G3,Food Take Out,2020-01-15,
Sakura Ichiban Express,85-1250 South Service Rd Mississauga ON,Food Take Out,2020-01-21,
Salvatore's Eatery Ltd.,1-22 Simona Dr Bolton ON L7E 4K1,Food Take Out,2019-06-28,
Salwaa Shawarma,B-939 Lakeshore Rd E Mississauga ON,Food Take Out,2020-07-02,
Samosa and Sweet Factory,10615 Bramalea Rd Brampton ON L6R 3P4,Food Take Out,,
San Cosme Torteria - Terminal 1,AT L2-6301 6301 Silver Dart Dr Mississauga Ontario L5P 1B2,Food Take Out,2020-01-28,
San Francesco Foods,6-5101 Dixie Rd Mississauga ON L4W 0E6,Food Take Out,2019-10-11,
"Sandwich Board, The",5770 Hurontario St Mississauga ON L5R 3G5,Food Take Out,2019-10-30,
Sargent Farms Ltd-Retail Store,5-3410 Semenyk Crt Mississauga ON L5C 4P8,Food Take Out,2019-03-15,
Saucy On The Side,4-111 Queen St S Mississauga ON L5M 6B5,Food Take Out,2020-03-10,
Scoops Ice Cream Shop,82 Lakeshore Rd E Mississauga ON L5G 1E1,Food Take Out,2019-10-15,
Sea Star,1H-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2019-08-19,
Seafood Centre,MO2A-6550 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Food Take Out,2019-09-27,
Seafood City Supermarket - Crispy Town,1-800 Boyer Blvd Mississauga ON L5V 2Y1,Food Take Out,2019-09-25,
Seafood City Supermarket - Food To Go,1-800 Boyer Blvd Mississauga ON L5V 2Y1,Food Take Out,2019-09-25,
Seafood City Supermarket - Grill City,1-800 Boyer Blvd Mississauga ON L5V 2Y1,Food Take Out,2019-09-25,
Seafood City Supermarket - Noodle Street,1-800 Boyer Blvd Mississauga ON L5V 2Y1,Food Take Out,2019-09-25,
Seaside Eats,H101-60 Resolution Drive Brampton ON L6W 0A7,Food Take Out,2020-02-21,
Second Cup,4-74 Quarry Edge Dr Brampton ON L6V 4K2,Food Take Out,2019-09-06,
Segovia Coffee,46 Main St N Brampton ON L6V 1N6,Food Take Out,2019-06-26,
Select Grill,1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2020-03-11,
Semi Korean & Japanese Restaurant,8-2580 Shepard Ave Mississauga ON L5A 4K3,Food Take Out,2020-03-09,
Shake It and Co.,112-3427 Derry Road East Mississauga Ontario L4T 1A8,Food Take Out,2020-09-02,
Shanghai 360,F002A-5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2020-01-14,
Shanghai 360,1-828-100 City Centre Dr Mississauga ON,Food Take Out,2020-01-24,
Shanghai 360 - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-09-11,
Shawarma Baghdad Inc.,2-1975 Cottrelle Blvd Brampton ON L6P 2Z8,Food Take Out,2019-12-23,
Shawarma Box,E3-8905 George Bolton Pkwy Bolton ON L7E 4K2,Food Take Out,2021-02-04,
Shawarma By Sector 17,545 Steeles Ave W Brampton ON L6Y 4E7,Food Take Out,2019-07-17,
Shawarma Flavors,A3-755 Dundas St W Mississauga ON L5C 4P6,Food Take Out,2020-03-10,
Shawarma Royale,30-31-2740 North Park Dr Brampton ON L6S 0E9,Food Take Out,,
Shawarma Xpress,11-215 Delta Park Boulevard Brampton ON L6T 0H9,Food Take Out,2020-02-03,
Shell - Tim Hortons,3255 Dundas St W Mississauga ON L5V 5V7,Food Take Out,2019-11-22,
Shell - Tim Hortons,5 Great Lakes Dr Brampton ON L6R 2R8,Food Take Out,2020-01-07,
Shell Canada,5 Great Lakes Dr Brampton ON L6R 2R8,Food Take Out,2020-01-07,
Shell Canada-Tim Hortons,1715 Bloor St E Mississauga ON,Food Take Out,2021-01-25,
Shell X Freshii,745 Courtneypark Dr. W Mississauga ON L5W 1L9,Food Take Out,2019-12-09,
Sheridan College - Chef Korner,7899 McLaughlin Rd Brampton ON L6V 1G6,Food Take Out,2019-09-19,
Sheridan College - Bento Sushi - HMC2,4226 Duke of York Blvd Mississauga ON L5B 0G5,Food Take Out,2019-11-07,
Sheridan College - Pizza Pizza,7899 McLaughlin Rd Brampton ON L6V 1G6,Food Take Out,2019-09-19,
Sheridan College - Starbucks - HMC1,4180 Duke of York Blvd Mississauga ON L5B 0G5,Food Take Out,2019-03-13,
Sheridan College - Tim Hortons - HMC2,4226 Duke of York Blvd Mississauga ON L5B 0G5,Food Take Out,2019-11-07,
Sheridan College - Tim Hortons (C Wing building),7899 McLaughlin Rd Brampton ON L6V 1G6,Food Take Out,2019-09-19,
Sheridan College - Tim Hortons (J Wing building),7899 McLaughlin Rd Brampton ON L6V 1G6,Food Take Out,2019-08-09,
Sheridan Student Union Inc. - Booster Juice,7899 McLaughlin Rd Brampton ON L6Y 5H9,Food Take Out,2019-10-09,
Sheridan Student Union Inc. - Bruin Coffee House,7899 McLaughlin Rd Brampton ON L6Y 5H9,Food Take Out,2019-10-09,
Shirin Mahal Bakery and Sweets,11-20 Red Maple Dr. Brampton ON L6X 4N7,Food Take Out,2019-12-18,
Shriji Catering,34-71 West Dr Brampton ON L6T 5E2,Food Take Out,2019-09-05,
Silver Spoon,4099 Erin Mills Pkwy Mississauga ON L5L 3P9,Food Take Out,2021-01-11,
Silver Spoon,3-4-816 Britannia Rd W Mississauga ON L5V 0A6,Food Take Out,2020-10-07,
Sinbad,14-2567 Hurontario St Mississauga ON L5A 2G4,Food Take Out,2019-11-19,
Slice of the 6ix,137-2960 Drew Rd Mississauga ON L4T 0A5,Food Take Out,2019-10-28,
Smash Burger - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-09-11,
Smoke's Burritorie - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-09-11,
Smoke's Poutinerie - Terminal 3,BT3 L1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2020-02-25,
SNMB Roasted Nut Factory,42-2399 Cawthra Rd Mississauga ON L5A 2W9,Food Take Out,2019-12-05,
Sobeys - Food Take Out/Deli,8975 Chinguacousy Rd Brampton ON L6Y 0J2,Food Take Out,2020-01-30,
Somethin' Sweet 4 U,10-592 Rathburn Rd W Mississauga ON L5B 3A4,Food Take Out,2019-12-16,
Somethin' Sweet 4u,13-5380 Terry Fox Way Mississauga ON L5V 3A4,Food Take Out,2019-09-17,
Song's Kitchen,1067 Dundas St W Mississauga ON L5C 1C3,Food Take Out,2020-01-22,
Sonny's Drive In,21 Kennedy Rd N Brampton ON L6V 1X5,Food Take Out,2019-11-14,
Souperlicious,400 Dundas St E Mississauga ON L5A 1X5,Food Take Out,2020-07-16,
Spartan Pita & Grill,6-175 Fletchers Creek Blvd Brampton ON L6X 0Y7,Food Take Out,2019-11-25,
Springdale Pizza Depot,7-945 Peter Robertson Blvd Brampton ON L6R 2R6,Food Take Out,2020-01-13,
Springdale Pizza Mart,2-105 Father Tobin Rd Brampton ON L6R 0W9,Food Take Out,2020-03-13,
Square One Scullery,100 City Centre Dr Mississauga ON,Food Take Out,2019-11-25,
Sriram Bakery & Catering,F6-8770 The Gore Rd Brampton ON L6P 0B1,Food Take Out,,
St Louis Bar and Grill,1-10061 McLaughlin Rd N Brampton ON L7A 2X5,Food Take Out,2019-11-07,
Starbucks,334 Dundas St E Mississauga ON L5A 1W9,Food Take Out,2021-01-29,
Starbucks,910 Southdown Rd Mississauga ON L5J 2Y4,Food Take Out,2020-09-28,
Starbucks,190 Queen St E Brampton ON L6V 1B3,Food Take Out,2019-03-19,
Starbucks,250 Lakeshore Rd W Mississauga ON L5H 1G6,Food Take Out,2019-10-17,
Starbucks,5960 Dixie Rd Mississauga Ontario L4W 1E9,Food Take Out,2020-02-04,
Starbucks,1-65 Dusk Rd Brampton ON L6Y 0H7,Food Take Out,2019-12-11,
Starbucks,5 Beaumaris Dr Brampton ON L6T 5J6,Food Take Out,2020-01-22,
Starbucks,4076 Confederation Pkwy Mississauga ON L5B 0G4,Food Take Out,2019-10-08,
Starbucks,11-10 Earlsbridge Blvd Brampton Ontario L7A 3P1,Food Take Out,2019-12-20,
Starbucks,C3-2116 Burnhamthorpe Rd W Mississauga ON L5L 3A2,Food Take Out,2020-02-28,
Starbucks,8 Queen St E Brampton ON L6V 1A2,Food Take Out,2019-05-22,
Starbucks,A2-6795 Airport Rd Mississauga ON L4V 1E6,Food Take Out,2019-08-27,
Starbucks - Domestic Terminal 1 (D20),6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-10-03,
Starbucks - Pre-Security Terminal 3,BT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-06-05,
Starbucks - Transborder Terminal 1 Gate F93,AT1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-04-17,
Starbucks (2nd floor),2-114-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-02-05,
Starbucks (main food court),1-126-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-02-10,
Starbucks at Indigo,1-706-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-11-06,
Starbucks Coffee,52 Quarry Edge Dr Brampton ON L6V 4K2,Food Take Out,2019-12-20,
Starbucks Coffee,D1-25 Gateway Blvd Brampton ON L6T 4X2,Food Take Out,2019-09-20,
Starbucks Coffee,C-2963 Argentia Rd Mississauga ON L5N 0A2,Food Take Out,2020-02-11,
Starbucks Coffee Company,112-50 Peel Centre Dr Brampton ON L6T 0E2,Food Take Out,2019-09-16,
Starbucks Delta Mississauga Centre,3670 Hurontario St Mississauga ON L5B 1P3,Food Take Out,2019-08-23,
Starsky - Kitchen,2050 Dundas St E Mississauga ON L4X 2X8,Food Take Out,2020-01-13,
Stella Etuk - Infield Terminal,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-12-19,
Stop & Go Food Market,13-2901 Eglinton Ave W Mississauga ON L5M 6J3,Food Take Out,2020-03-04,
Stryke Food Bunker,4-5-240 Clarence St Brampton ON L6W 1T4,Food Take Out,2019-12-12,
Su&Shi Noodle Bar,1-825-100 City Centre DR Mississauga ON,Food Take Out,2020-03-11,
Subway,10601 Chinguacousy Rd Brampton ON L7A 0N5,Food Take Out,2019-12-23,
Subway,41 Kennedy Rd N Brampton ON L6V 1X6,Food Take Out,2019-11-14,
Subway,3423 Fieldgate Dr Mississauga ON L4X 2J4,Food Take Out,2020-11-18,
Subway,17 Kings Cross Rd Brampton ON L6T 3X6,Food Take Out,2019-09-12,
Subway,4175 Confederation Pky Mississauga ON L5B 0H1,Food Take Out,2019-12-06,
Subway,60 Great Lakes Dr Brampton ON L6R 2K7,Food Take Out,2020-01-14,
Subway,25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-08-29,
Subway,23-470 Chrysler Dr Brampton ON L6S 0C1,Food Take Out,2020-01-20,
Subway,"3005 Charleston SR, Caledon Caledon ON L7K 0X7",Food Take Out,2020-03-05,
Subway,184C-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-02-26,
Subway,101-490 Bramalea Rd Brampton ON L6T 0G1,Food Take Out,2019-10-28,
Subway,68-1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2020-01-21,
Subway,6-475 Charolais Blvd Brampton ON L6Y 0M2,Food Take Out,2019-10-17,
Subway,24-2150 Burnhamthorpe Rd W Mississauga ON L5L 3A1,Food Take Out,2020-01-31,
Subway,22-60 Cottrelle Blvd Brampton ON L6S 0E1,Food Take Out,2019-12-23,
Subway,12550 Hwy 50 Bolton ON L7E 1M7,Food Take Out,2019-11-14,
Subway,34-85 Kennedy Rd S Brampton ON L6W 3G1,Food Take Out,2019-10-02,
Subway,D110-1900 Fowler Dr Mississauga ON L5K 0A1,Food Take Out,2020-03-13,
Subway,7-10 Wilkinson Rd Brampton ON L6T 5B1,Food Take Out,2020-01-07,
Subway,02F007-5100 Erin Mills Pky Mississauga ON L5M 4Z5,Food Take Out,2020-01-23,
Subway,15-456 Vodden St E Brampton ON L6S 5Y7,Food Take Out,2019-10-18,
Subway,1-2090 Hurontario St Mississauga ON L5B 1M8,Food Take Out,2020-01-08,
Subway,279 Queen St E Brampton ON L6W 2C2,Food Take Out,2019-11-21,
Subway,6-9465 Mississauga Rd Brampton ON L6X 0Z8,Food Take Out,2019-07-09,
Subway,5-10635 Bramalea Rd Brampton ON L6R 3P4,Food Take Out,2019-11-29,
Subway,5025 Heatherleigh Ave Mississauga ON L5V 2Y7,Food Take Out,2020-01-10,
Subway,104-373 Steeles Ave W Brampton ON L6Y 6P8,Food Take Out,2019-09-11,
Subway,110 Great Lakes Dr Brampton ON L6R 2K7,Food Take Out,2020-01-09,
Subway,18-1891 Rathburn Rd E Mississauga ON L4W 3Z3,Food Take Out,2019-09-03,
Subway,2920 Argentia Rd Mississauga ON L5N 8C5,Food Take Out,2019-09-05,
Subway - Terminal 1 Level 2 Mezzanine,BT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-10-10,
Subway Sandwich & Salad,C7-925 Rathburn Rd E Mississauga ON L4W 1C3,Food Take Out,2020-01-29,
Subway Sandwiches & Salads,3-5067 Dixie Rd Mississauga ON L4W 5S6,Food Take Out,2020-01-13,
Sunrise Caribbean,4-4141 Dixie Rd Mississauga ON L4W 1V5,Food Take Out,2020-01-24,
Sunrise Caribbean Restaurant,25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-11-13,
Super Kolbasa & Deli,3615 Dixie Rd Mississauga ON L4Y 4H4,Food Take Out,2020-02-03,
Superchoice Pizza,101-2985 Drew Rd Mississauga ON L4T 0A4,Food Take Out,2019-10-22,
Supermoon,H2-2150 Burnhamthorpe Rd W Mississauga ON L5L 3A2,Food Take Out,2020-11-11,
Supermoon,19-128 Queen St S Mississauga ON,Food Take Out,2020-02-21,
Supreme Pierogies Outlet Store,9-1190 Mid-Way Blvd Mississauga ON L5T 2B9,Food Take Out,2019-11-05,
Sushi Maki House,4-645 Lakeshore Rd E Mississauga ON,Food Take Out,2020-08-20,
Sushi Park,15-2458 Dundas St W Mississauga ON L5K 1R8,Food Take Out,2019-10-15,
Sweet Palace,9-2945 Sandalwood Pky E Brampton ON L6R 3J6,Food Take Out,2020-02-19,
Sweet Palace Sweets,17-1098 Peter Robertson Blvd Brampton ON L6R 3A5,Food Take Out,2020-03-11,
Sweet Spice Restaurant and Catering Inc.,14-83 Kennedy Rd S Brampton ON L6W 3P3,Food Take Out,2019-05-27,
Sweety House,5D & 5B-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2019-10-07,
Szechuan Express,1-143 100 City Centre Dr Mississauga ON,Food Take Out,2020-01-31,
T&T Sushi Bar - Real Canadian Superstore,3050 Argentia Rd Mississauga ON L5N 8E1,Food Take Out,2020-02-05,
Taco Bell,206-25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-08-29,
Tacorrito and Hurry Curry,1465 Aerowood Dr. Mississauga ON L4W 2L2,Food Take Out,2019-10-04,
Tandoori Grill Meat Shop,A8-9985 McVean Dr Brampton ON L6P 4K8,Food Take Out,2020-02-20,
Tandoori Grill Meat Shop,16-45 Dusk Dr Brampton ON L6Y 5Z6,Food Take Out,2020-02-07,
Tandoori Grill Meat Shop,6B-15 Fandor Way Brampton Ontario L7A 2G9,Food Take Out,2020-12-14,
Tandoori Niwala,1D05-7215 Goreway Dr Mississauga ON L4T 2T9,Food Take Out,2020-03-12,
Tangritah Kabab House,D3-900 Rathburn Rd W Mississauga ON L5C 4L3,Food Take Out,2019-12-05,
Tanoor Bread Catering,41-2399 Cawthra Rd Mississauga ON L5A 2W9,Food Take Out,2020-01-23,
Tao Tea Leaf,FM22B-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-04-10,
Taste of Malayalees,15-1325 Eglinton Ave Mississauga ON L4W 4L9,Food Take Out,2020-03-04,
Taza Chaiwala,5-3105 Winston Churchill Blvd Mississauga ON L5L 5S3,Food Take Out,2020-03-12,
Taza Xpress,3-630 Peter Robertson Blvd Brampton ON L6R 1T4,Food Take Out,2021-01-14,
Tazah Taste,3041 Hurontario St Mississauga ON,Food Take Out,2020-02-14,
TenRen's Tea,1-201-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-11-28,
Teriyaki Experience,F10-5100 Erin Mills Pky Mississauga ON L5N 4Z5,Food Take Out,2019-09-09,
Terra Cotta Country Store,119 King St Caledon ON L7C 1P2,Food Take Out,,
Thai Express,1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2020-10-15,
Thai Express,M11-9045 Airport Rd Brampton ON L6S 0B8,Food Take Out,2019-09-09,
Thai Express,F11-5100 Erin Mills Pky Mississauga ON L5M 4Z5,Food Take Out,2020-01-14,
Thai Express,1-134-100 City Centre Dr Mississauga ON,Food Take Out,2020-02-20,
Thai Express,3-3077 Mavis Rd Mississauga ON L5B 4M3,Food Take Out,2020-02-07,
Thai Express - Terminal 1,AT1-L2-6301 Silver Dart Dr Mississauga Ontario L5P 1B2,Food Take Out,2020-01-13,
Thai Rice,2-1201 Britannia Rd W Mississauga ON L5V 1N2,Food Take Out,2019-09-04,
Thanh Son Tofu,D3-B-888 Dundas St E Mississauga ON L4Y 4G6,Food Take Out,2019-11-11,
Thanima Kerala Kitchen,5165 Tomken Rd Mississauga ON L4W 1P1,Food Take Out,2020-12-03,
The Alley,1-213-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-09-01,
The Alley,11-325 Central Pkwy W Mississauga ON L5B 3X9,Food Take Out,2019-10-10,
The Burger Bros,73 George St S Brampton ON L6Y 1P4,Food Take Out,,
The Burger Federation - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-09-19,
The Cold Pressery,5-4310 Sherwoodtowne Blvd Mississauga ON L4Z 4C4,Food Take Out,2019-04-24,
The Common Good,758 Bush St Caledon ON L7K 0E5,Food Take Out,2019-11-13,
The Dapper Donut,A-186 Main St S Brampton ON L6W 2E2,Food Take Out,,
The Feed,96 Lakeshore Rd E Mississauga Ontario L5G 1E3,Food Take Out,2020-02-20,
The Flavours Classic Indian Cuisine,10-10088 McLaughlin Rd N Brampton ON L7A 2X6,Food Take Out,2020-01-15,
The Hot Avocado,6-488 Eglinton Ave W Mississauga ON L5R 0G2,Food Take Out,2019-12-12,
The Lunch Box,562 Lakeshore Rd E Mississauga ON L5G 1J3,Food Take Out,2020-01-22,
The Pie Guyz,12-2120 North Park Dr Brampton ON L6S 0C9,Food Take Out,2020-01-24,
The Pizza Edge,5-8990 Chinguacousy Rd Brampton ON L6Y 5X6,Food Take Out,2019-11-21,
The Village,3073 Hurontario St Mississauga ON L5A 2G9,Food Take Out,2020-03-02,
Thirstea,3-26 Dundas St E Mississauga ON L5A 1W2,Food Take Out,2020-10-14,
Tiba Shawarma Hut,1-6040 Glen Erin Dr Mississauga ON L5N 3M4,Food Take Out,2020-02-13,
Tim Hortons,281 Richvale Dr S Brampton ON L6Z 4P6,Food Take Out,2020-02-25,
Tim Hortons,2645 Steeles Ave Brampton ON L6T 4G7,Food Take Out,2020-03-10,
Tim Hortons,9800 Chinguacousy Rd Brampton ON L6X 5E9,Food Take Out,2019-12-19,
Tim Hortons,1-4920 Tomken Rd Mississauga ON L4W 1J8,Food Take Out,2019-10-30,
Tim Hortons,35 Cherrycrest Dr Brampton ON L6P 3W4,Food Take Out,2020-01-21,
Tim Hortons,15 Resolution Dr Brampton ON L6W 0A6,Food Take Out,2019-12-12,
Tim Hortons,7965 Financial Dr Brampton ON L6Y 0J8,Food Take Out,2019-10-23,
Tim Hortons,8970 Goreway Dr Brampton ON L6T 0C4,Food Take Out,2019-09-20,
Tim Hortons,1-726-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-11-14,
Tim Hortons,4040 Creditview Rd Mississauga ON L5C 4E3,Food Take Out,2020-11-25,
Tim Hortons,17 Kings Cross Brampton ON L6T 3X6,Food Take Out,2019-09-12,
Tim Hortons,240 Wanless Dr Brampton ON L7A 0X1,Food Take Out,2020-02-25,
Tim Hortons,10010 McLaughlin Rd N Brampton ON L7A 2X6,Food Take Out,2019-09-27,
Tim Hortons,10 Peel Centre Dr Brampton ON L6T 4B9,Food Take Out,2019-11-06,
Tim Hortons,6313 Mississauga Rd Mississauga ON,Food Take Out,2019-11-07,
Tim Hortons,6977 Vanguard Dr Mississauga ON L4T 4J5,Food Take Out,2019-09-27,
Tim Hortons,2963 Queen St E Brampton ON L6T 5J1,Food Take Out,2019-10-24,
Tim Hortons,140 Kennedy Rd N Brampton ON L6V 2N4,Food Take Out,2019-11-21,
Tim Hortons,5869 Airport Rd Mississauga ON L4V 1C9,Food Take Out,2020-01-16,
Tim Hortons,15 Ace Dr Brampton ON L6R 3Y2,Food Take Out,2020-12-14,
Tim Hortons,15 Bovaird Dr E Brampton ON L6V 1A1,Food Take Out,2020-03-13,
Tim Hortons,225 Vodden St E Brampton ON L6V 1N2,Food Take Out,2019-11-21,
Tim Hortons,87 Kennedy Rd S Brampton ON L6W 3E4,Food Take Out,2019-10-02,
Tim Hortons,1990 Steeles Ave W Brampton ON L6Y 0R4,Food Take Out,2020-03-13,
Tim Hortons,353-25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-11-25,
Tim Hortons,20 Bristol Rd W Mississauga ON L5R 3K3,Food Take Out,2020-01-24,
Tim Hortons,8400 Healey Rd Bolton ON L7E 0Y3,Food Take Out,2020-01-31,
Tim Hortons,1212 Southdown Rd Mississauga ON L5J 2Z2,Food Take Out,2019-11-01,
