Facility Name,Site Address,Community,Facility Type
Wendy's,450 Bryne Dr Barrie ON L4N 9R1,Barrie,Restaurant
Wendy's,32 Bridge St Bradford ON L3Z 3H2,Bradford,Restaurant
Wendy's,411 Dunlop St W Barrie ON L4N 1C3,Barrie,Restaurant
Wendy's,6 Fairview Road Barrie ON L4N 4P3,Barrie,Restaurant
Wendy's,628 Yonge St Barrie ON L4N 4E6,Barrie,Restaurant
Wendy's,393 Bayfield St Barrie ON L4M 3C5,Barrie,Restaurant
Wendy's,533 First St Collingwood ON L9Y 4M3,Collingwood,Restaurant
Wendy's,157 Young St Alliston ON L9R 2A9,Alliston,Restaurant
Wendy's,408 Centre St N Huntsville ON P1H 2P9,Huntsville,Restaurant
Wendy's,545 Memorial Ave Orillia ON L3V 6H1,Orillia,Restaurant
West River Cookhouse,6-627 River Rd W Wasaga Beach ON L9Z 2P1,Wasaga Beach,Restaurant
Westside Fish & Chips,126 Main St W Huntsville ON P1H 1W5,Huntsville,Restaurant
"Whistle Stop Restaurant, The",7 Main Street W Beeton ON L0G 1A0,Beeton,Restaurant
Wickies Pub and Restaurant,10-274 Burton Avenue Barrie ON L4N 5W4,Barrie,Restaurant
Wild Wing,8-490 Mapleview Dr W Barrie ON L4N 6C3,Barrie,Restaurant
Wild Wing,6-7 Commerce Rd Angus ON L0M 1B2,Angus,Restaurant
Wild Wing,2230 Highway 12 Brechin ON L0K 1B0,Brechin,Restaurant
Wild Wing,12-237 Mapleview Dr E Barrie ON L4N 0W5,Barrie,Restaurant
Wild Wing,2-1070 Innisfil Beach Rd Alcona ON L9S 4T9,Alcona,Restaurant
Wild Wing,1-351 Talisman Dr Gravenhurst ON P1P 0A7,Gravenhurst,Restaurant
Wild Wing,1-2 815 King St Midland ON L4R 0B7,Midland,Restaurant
Wild Wing,3-660 Atherley Rd Orillia ON L3V 1P2,Orillia,Restaurant
Wild Wing,6-96 Victoria Street W Alliston ON L9R 1S6,Alliston,Restaurant
Wild Wing,2-321 Main St Wasaga Beach ON L9Z 0B6,Wasaga Beach,Restaurant
William's,26 Victoria St E Alliston ON L9R 1T4,Alliston,Restaurant
William's Fresh Cafe,501 Bryne Dr Barrie ON L4N 9P7,Barrie,Restaurant
Wimpy's Diner,15 King William St Huntsville ON P1H 1G5,Huntsville,Restaurant
Wimpy's Diner,234 Victoria St E Alliston ON L9R 1K4,Alliston,Restaurant
Wimpy's Diner,4-685 University Ave Orillia ON L3V 6H2,Orillia,Restaurant
Wimpy's Diner,15-305 Barrie Street Bradford ON L3Z 2B2,Bradford,Restaurant
Wimpy's Diner,441 Dunlop St W Barrie ON L4N 1C3,Barrie,Restaurant
Wimpy's Diner,347 Bayfield St Barrie ON L4M 3C3,Barrie,Restaurant
Wimpy's Diner,279 Yonge Street Barrie ON L4N 7T9,Barrie,Restaurant
Wimpy's Diner,B-294 Memorial Avenue Orillia ON L3V 5X9,Orillia,Restaurant
Windermere Golf & Country Club,1012 Golf Ave Windermere ON P0B 1P0,Windermere,Restaurant
Windermere House,2508 Windermere Rd Windermere ON P0B 1P0,Windermere,Restaurant
Windermere Pub &,2508 Windermere Rd Windermere ON P0B 1P0,Windermere,Restaurant
Windmill Bakery Bistro,"99 Hanes Rd Huntsville, Ont P1H 1N4",Huntsville,Restaurant
Windy's Dockside,2526 Windermere Rd Windermere ON P0B 1P0,Windermere,Restaurant
Wing House,358 Eighth Street Midland ON L4R 4B5,Midland,Restaurant
Wing House,32 Main Street Penetanguishene ON L9M 1T2,Penetanguishene,Restaurant
Wing House,6048 Highway 9 Schomberg ON L0G 1T0,Schomberg,Restaurant
Wing Zone,64 Holland St W Bradford ON L3Z 1R8,Bradford,Restaurant
Wok Box Fresh Asian Kitchen,2-103 Mapleview Dr West Barrie ON L4N 9H7,Barrie,Restaurant
Woodington Lake Golf Club,7110 4th Line Tottenham ON L0G 1W0,Tottenham,Restaurant
Woodland Beach Halibut Fish & Chips,1995 Tiny Beaches Road South Tiny ON L0L 1P0,Tiny,Restaurant
Woodland Beach Market,1995 Tiny Beaches Rd S Tiny ON,Tiny,Restaurant
"Works Gourmet Burger Bistro, The",137 Dunlop St E Barrie ON L4M 1A6,Barrie,Restaurant
World Famous Dock Lunch,4 Main Street Penetanguishene ON L9M 1T1,Penetanguishene,Restaurant
Yammas Grill,1-1288 Mosley St Wasaga Beach ON L9Z 2C9,Wasaga Beach,Restaurant
Yang's Chinese Restaurant,K-420 Leacock Dr Barrie ON L4N 5G5,Barrie,Restaurant
York & Mason,105 Maple St Port Carling ON P0B 1J0,Port Carling,Restaurant
Young Chow Garden Restaurant,918 Innisfil Beach Road Alcona ON L9S 2C2,Alcona,Restaurant
Yuki Sushi,16 Paris Street Alliston ON L9R 1J2,Alliston,Restaurant
"Yummy House Chinese Restaurant, The",898 Innisfil Beach Road Innisfil ON L9S 2C2,Alcona,Restaurant
Zachary's Restaurant,1066 Main Street Dorset ON P0A 1E0,Dorset,Restaurant
Zio's,8B-110 Anne St S Barrie ON L4N 2E3,Barrie,Restaurant
