Facility Name,Site Address,Community,Facility Type
Malikai Bistro,3 Church St S Alliston ON L9R 1V5,Alliston,Restaurant
Malones Pint House,118 Bradford Street Barrie ON L4N 3B1,Barrie,Restaurant
Mandarin,28 Fairview Rd Barrie ON L4N 4P3,Barrie,Restaurant
Maple Canadian Pub,282 King Street Midland ON L4R 3M6,Midland,Restaurant
Maple Orchard Farms,14 Gray Rd Bracebridge ON P1L 1P8,Bracebridge,Restaurant
Marigold Unique Flavour,17 Main St E Huntsville ON P1H 2C6,Huntsville,Restaurant
Marigold Unique Flavour,270 Manitoba Street Bracebridge Ontario P1H 1S5,Bracebridge,Restaurant
Marina's Pizza & Sports Bar,545 Talbot St Port McNicoll ON L0K 1R0,Port McNicoll,Restaurant
"Mariner Motor Hotel, The",305 Hume St Collingwood ON L9Y 1W2,Collingwood,Restaurant
Mariposa Market,109 Mississaga St E Orillia ON L3V 1V6,Orillia,Restaurant
"Market Buffet & Grill, The",147 Mapleview Dr W Barrie ON L4N 9H7,Barrie,Restaurant
Marlwood Golf and Country Club,31 Marlwood Ave Wasaga Beach ON L9Z 1S8,Wasaga Beach,Restaurant
Martyrs' Shrine,16163 Highway 12 Tay ON L4R 4K6,Tay,Restaurant
Marty's Coffee Bistro,2-221 Cundles Rd E Barrie ON L4M 6L5,Barrie,Restaurant
Mary Brown's,324 Memorial Ave Orillia ON L3V 5X9,Orillia,Restaurant
Mary Brown's,C2-563 Essa Rd Barrie ON L4N 6A9,Barrie,Restaurant
Mary Brown's,4-164 Mill St Angus ON L0M 1B2,Angus,Restaurant
Mary Brown's,1-450 Holland Street W Bradford ON L3Z 0G1,Bradford,Restaurant
Mary Brown's,21-22-165 Wellington Street W Barrie ON L4N 1L7,Barrie,Restaurant
Mary's Lakeside Grill,656 Muskoka Rd 10 Port Sydney ON P0B 1L0,Port Sydney,Restaurant
Master Burger,1-25 King St S Cookstown ON L0L 1L0,Cookstown,Restaurant
McArthur House,1074 Cranberry Road Bala ON P0C 1A0,Bala,Restaurant
McDonald's,35 Mapleview Dr W Barrie ON L4N 9H5,Barrie,Restaurant
McDonald's,1105 Bethune Dr S Gravenhurst ON P1P 1K9,Gravenhurst,Restaurant
McDonald's,40 King William St Huntsville ON P1H 1G3,Huntsville,Restaurant
McDonald's,347 Yonge St Barrie ON L4N 4C9,Barrie,Restaurant
McDonald's,85 Dunlop St W Barrie ON L4N 1A5,Barrie,Restaurant
McDonald's,159 Live Eight Way Barrie ON L4N 6P1,Barrie,Restaurant
McDonald's,40 Depot Dr Bracebridge ON P1L 0A1,Bracebridge,Restaurant
McDonald's,L-468 Holland St W Bradford ON L3Z 0A2,Bradford,Restaurant
McDonald's,30 Dunham Drive Alliston ON L9R 0G1,Alliston,Restaurant
McDonald's,1-8023 Highway 12 W Orillia ON L3V 0E7,Orillia,Restaurant
McDonald's,320 Memorial Ave Orillia ON L3V 5X6,Orillia,Restaurant
McDonald's,285 First St Collingwood ON L9Y 1B2,Collingwood,Restaurant
McDonald's,175 Murphy Road Orillia ON L3V 0B5,Orillia,Restaurant
McDonald's,105 Highway 118 W Bracebridge ON P1L 1V2,Bracebridge,Restaurant
McDonald's,231 Mill St Angus ON L0M 1B0,Angus,Restaurant
McDonald's,1269 Mosley St Wasaga Beach ON L9Z 2Y7,Wasaga Beach,Restaurant
McDonald's,24 Yonge Street S Elmvale ON L0L 1P0,Elmvale,Restaurant
McDonald's,9195 County Road 93 Midland ON L4R 4K5,Midland,Restaurant
McDonald's,545 Holland Street W Bradford ON L3Z 2A4,Bradford,Restaurant
McDonald's,137 Young Street W Alliston ON L9R 1V1,Alliston,Restaurant
McDonald's,16845 Highway 12 Midland ON L4R 0A9,Midland,Restaurant
McDonald's,446 Bayfield St N Barrie ON L4M 5A2,Barrie,Restaurant
McDonald's,637 Cundles Road E Barrie ON L4M 0K4,Barrie,Restaurant
McDonald's,450 Bayfield St Barrie ON L4M 5A2,Barrie,Restaurant
McDonald's,10-111 Howland Dr Huntsville ON P1H 2P4,Huntsville,Restaurant
McDonald's,80 Barrie View Dr Barrie ON L4N 8V4,Barrie,Restaurant
McDonald's - Angus,231 Mills Street Angus ON,Angus,Restaurant
McReilly's Pub & Restaurant,82 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
Memories Restaurant & Bar,19 Keith Ave Collingwood ON L9Y 4T9,Collingwood,Restaurant
Mexhico,37 Dunlop St West Barrie ON,Barrie,Restaurant
Mexican Bowl,157 Essa Road Barrie ON L4N 3L2,Barrie,Restaurant
Michael & Marion's,89 Bayfield Street Barrie ON L4M 3A7,Barrie,Restaurant
Midland Fish & Chips,311 King Street Midland ON L4R 3M5,Midland,Restaurant
Midland Golf & Country Club,9536 County Road 93 Midland ON L4R 4K6,Midland,Restaurant
Midland Inn & Suites,720 Prospect Boulevard Midland ON L4R 4P4,Midland,Restaurant
Midway Diner,151 Bradford St Barrie ON L4N 3B4,Barrie,Restaurant
Milestone's Grill + Bar,150 Park Pl Boulevard Barrie ON L4N 6P1,Barrie,Restaurant
Milford Bay Cafe & Corner Store,1010 Beaumaris Rd Milford Bay ON P0B 1E0,Milford Bay,Restaurant
"Mill on Main, The",50 Main St E Huntsville ON P1H 2C7,Huntsville,Restaurant
Ming Garden,240 Big Bay Point Rd Barrie ON L4N 0B8,Barrie,Restaurant
Minho Restaurant & Catering,15 Holland St W Bradford ON L3Z 2A7,Bradford,Restaurant
Min-Ji's,854 Yonge St Midland ON L4R 2E8,Midland,Restaurant
Miss Nelle's Antiques & Cafe,2 Bay St Baysville ON P0B 1A0,Baysville,Restaurant
Mmm Donuts Cafe & Bakery,11-240 Bayview Drive Barrie ON L4N4Y8,Barrie,Restaurant
Moguls Billiards Bar & Grill,32 Simcoe Street Collingwood ON L9Y 1H6,Collingwood,Restaurant
Momma's Family Fish and Chips,7-200 Manitoba Street Bracebridge ON P1L 2E2,Bracebridge,Restaurant
Mom's Restaurant,200 Pillsbury Drive Midland ON L4R 4K5,Midland,Restaurant
Mona's Jerk,3-17 King Street Angus ON L0M 1B0,Angus,Restaurant
Montana's BBQ & Bar,79 Balsam St Collingwood ON L9Y 3Y6,Collingwood,Restaurant
Montana's BBQ & Bar,66 Barrie View Dr Barrie ON L4M 4S7,Barrie,Restaurant
Montana's BBQ & Bar,3250 Monarch Dr Orillia ON L3V 8A2,Orillia,Restaurant
Montana's BBQ & Bar,407 Cundles Rd E Barrie ON L4M 0G9,Barrie,Restaurant
Montana's BBQ & Bar,146 Young St Alliston ON L9R 0E9,Alliston,Restaurant
Monte Carlo Inn - Scarpaccio Grill & Wine Bar,81 Hart Dr Barrie ON L4N 5M3,Barrie,Restaurant
Moon River Lookout,1002 Walker St Bala ON P0C 1A0,Bala,Restaurant
"Moose Café & Grill, The",2803 Highway 60 Dwight ON P0A 1H0,Dwight,Restaurant
Moose Delaney's Sports Grill,3 Cann Street Huntsville ON P1H 1H3,Huntsville,Restaurant
Moose Winooski's,D3-407 Bayfield St Barrie ON L4M 6E5,Barrie,Restaurant
Mottbora Come and Taste,14 Main St Huntsville ON P1H 2C9,Huntsville,Restaurant
Moxie's Grill & Bar,N51-509 Bayfield St Barrie ON L4M 4Z8,Barrie,Restaurant
Mr Greek,1-90 Park Pl Boulevard Barrie ON L4N 6P8,Barrie,Restaurant
Mr. Gigi's Restaurant,10 Main St W Beeton ON L0G 1A0,Beeton,Restaurant
Mr. Sub,11-222 Mapleview Dr W Barrie ON L4N 9E7,Barrie,Restaurant
Mr. Sub,13-1070 Innisfil Beach Rd Alcona ON L9S 4T9,Alcona,Restaurant
Mr. Sub,3-115 First St Collingwood ON L9Y 1A5,Collingwood,Restaurant
Mr. Sub,7-29 Anne street south Barrie ON L4N 2C5,Adjala-Tosorontio,Restaurant
Mr. Sub,1-4 Pine River Rd Angus ON L0M 1B2,Angus,Restaurant
Mr. Sub,7377 Highway 26 Stayner ON L0M 1S0,Stayner,Restaurant
Mr. Sub,22-425 West St N Orillia ON L3V 7R2,Orillia,Restaurant
Mr. Sub,2-5964 Highway 9 New Tecumseth ON L0G 1T0,New Tecumseth,Restaurant
Mr. Sub,1-349 King St Midland ON L4R 3M7,Midland,Restaurant
Mr. Sub,1-1295 Muskoka Rd S Gravenhurst ON P1P 1K9,Gravenhurst,Restaurant
Mr. Sub,189 Mississaga St E Orillia ON L3V 1V9,Orillia,Restaurant
Mr. Sub,A-185 Holland Street E Bradford ON L3Z 2B1,Bradford,Restaurant
Mr. Sub & Country Style,131 Tiffin Street Barrie ON L4N 2N3,Barrie,Restaurant
Mr. Sub & Country Style,505 Bayfield Street Barrie ON L4M 5A2,Barrie,Restaurant
Mr. Sub / Country Style,396 Holland St W Bradford ON L3Z 1J3,Bradford,Restaurant
Mucho Burrito,353 Duckworth St Barrie ON L4M 5C2,Barrie,Restaurant
Mucho Burrito,C3-420 Essa Road Barrie ON L4N 9J7,Barrie,Restaurant
Mucho Burrito,6-442 Holland Street West Bradford ON L3Z 0G1,Bradford,Restaurant
Mucho Burrito,50 Mapleview Dr W Barrie ON L4N 6L4,Barrie,Restaurant
Mucho Burrito,3D-295 Wellington Street Bracebridge ON P1L 1P3,Bracebridge,Restaurant
Mucho Burrito,10 Balsam St Collingwood ON L9Y 3J4,Collingwood,Restaurant
Mucho Burrito,1-360 Bayfield St Barrie ON L4M 3C3,Barrie,Restaurant
Mucho Burrito,3-285 Dunlop St W Barrie ON L4N 1C1,Barrie,Restaurant
Mucho Burrito,1-3220 Monarch Dr Orillia ON L3V 8A2,Orillia,Restaurant
"Muddy Water Hotel, The",25 Main St W Beeton ON L0G 1A0,Beeton,Restaurant
Muskobilly's Lakeside Tap & Grill,1-916 Bay St Gravenhurst ON P1P 1Z9,Gravenhurst,Restaurant
Muskoka Bay Club,1217 North Muldrew Lake Road Gravenhurst ON P1P 1T9,Gravenhurst,Restaurant
Muskoka Brewery Taproom Kitchen,1964 Muskoka Beach Rd Bracebridge ON P1L 1V4,Bracebridge,Restaurant
Muskoka Highlands Golf Links,1036 South Monck Dr Bracebridge ON P1L 1W8,Bracebridge,Restaurant
Muskoka Lakes Golf & Country Club,1072 Shamrock Rd Port Carling ON P0B 1J0,Port Carling,Restaurant
Muskoka Natural Food Market,229 Manitoba St Bracebridge ON P1L 1S2,Bracebridge,Restaurant
Muskoka on the Rocks Steakhouse & Pub,2215 Highway 60 Huntsville ON P1H 2J6,Lake of Bays,Restaurant
Nando's,89 Parkplace Boulevard Barrie ON L4N 9A9,Barrie,Restaurant
Nan's Coffee Bar,11 Victoria St E Alliston ON L9R 1V5,Alliston,Restaurant
Neko Sushi,10 Holland St. W Bradford ON L3Z 2B5,Bradford,Restaurant
New Haven Restaurant,160 Manitoba St Bracebridge ON P1L 1Z9,Bracebridge,Restaurant
Nick's Family Restaurant,146 Kimberley Ave Bracebridge ON P1L 1Z9,Bracebridge,Restaurant
Nicolas Restaurant and Bar,1114 Honey Harbour Rd Port Severn ON L0K 1S0,Port Severn,Restaurant
Night King,18-22 Dunlop St W Barrie ON L4N 1A2,Barrie,Restaurant
Nino's Italian Restaurant,298 Blake Street Barrie ON L4M 1K8,Barrie,Restaurant
Noble Cuisine Thai & Japanese,10 Fairview Rd Barrie ON L4N 4P3,Barrie,Restaurant
North Country,10 Dunlop Street E Barrie ON L4M 1A3,Barrie,Restaurant
"North Restaurant, The",49 Mary Street Barrie ON L4N 1T2,Barrie,Restaurant
Northway Restaurant & Truck Stop,2493 Highway 11 N Oro Station ON L0L 2E0,Oro Station,Restaurant
Northwinds Brewhouse & Eatery,3-4 499 First St Collingwood ON L9Y 1B9,Collingwood,Restaurant
Nostimo's Greek Souvlaki,48 Holland St E Bradford ON L3Z 2B6,Bradford,Restaurant
Nottawasaga Inn Resort,6015 Highway 89 Alliston ON L9R 1A4,Alliston,Restaurant
Oak Bay Golf & Country Club,67 Links Trail Port Severn ON L0K 1S0,Port Severn,Restaurant
"Oar & Paddle, The",530 Muskoka Road N Gravenhurst ON P1P 1J8,Gravenhurst,Restaurant
O'Hales Public House,5-118 Holland Street E Bradford ON L3Z 2B4,Bradford,Restaurant
O'Hara's Public House,Q-420 Leacock Dr Barrie ON L4N 5G5,Barrie,Restaurant
Ol' West Wing,13-14-172 Prince William Way Barrie ON L9J 0G7,Barrie,Restaurant
Ol' West Wing,1-3-211 Ferndale Dr S Barrie ON L4N 6B9,Barrie,Restaurant
Old Mill Family Restaurant,155 Muskoka Rd S Gravenhurst ON P1P 1V3,Gravenhurst,Restaurant
"Old Mill House Pub, The",141 Mill St Creemore ON L0M 1G0,Creemore,Restaurant
"Old Station Restaurant, The",88 Manitoba St Bracebridge ON P1L 1S1,Bracebridge,Restaurant
"Olde Red Hen Restaurant, The",146 Hurontario St Collingwood ON L9Y 2L8,Collingwood,Restaurant
Oliver's Coffee,20 Park Dr Huntsville ON P1H 1P5,Huntsville,Restaurant
Oliver's Coffee,510 Muskoka Rd S Gravenhurst ON P1P 1J8,Gravenhurst,Restaurant
Oliver's Coffee,1-203 Manitoba Street Bracebridge ON P1L 1S2,Bracebridge,Restaurant
Oliver's Coffee,1003 Mill St Bala ON P0C 1A0,Bala,Restaurant
On the Docks Pub,4-90 Main St E Huntsville ON P1H 2C7,Huntsville,Restaurant
One Fourty Seven Italian Cuisine,147 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
One Love Island Cuisine,47 Dunlop St W Barrie ON L4N 1A4,Barrie,Restaurant
Ontario Fire College,1495 Muskoka Rd N Gravenhurst ON P1P 1R8,Gravenhurst,Restaurant
"Original Barrie Burger, The",3-409 Yonge St Barrie ON L4N 4E1,Barrie,Restaurant
"Original Mom's Restaurant, The",65 Bell Farm Rd Barrie ON L4M 5G1,Barrie,Restaurant
"Original Mondos Restaurant & Deli, The",4-461 Dunlop St W Barrie ON L4N 1C2,Barrie,Restaurant
Orillia Boat Cruises - Island Princess,209 Mississaga St E Orillia ON L3V 1W2,Orillia,Restaurant
Orr Lake Golf Club,5637 Penetanguishene Rd Elmvale ON L0L 1P0,Elmvale,Restaurant
OslerBrook Golf and Country Club,2634 10th Line N Collingwood ON L9Y 3Y9,Collingwood,Restaurant
Osmow's,6-459 Holland St W Bradford ON L3Z 0C1,Bradford,Restaurant
Osmow's,4-1472 Innisfil Beach Road Innisfil ON L9S 4J1,Innisfil,Restaurant
Osmow's,2-285 Mill Street Angus ON L0M 1B4,Angus,Restaurant
Osmow's,R02-36 Young Street West Alliston ON L9R 1P8,Alliston,Restaurant
Osmow's,103-494 Big Bay Point Rd Barrie ON L4N 3Z5,Barrie,Restaurant
Osmow's,547 Cundles Rd E Barrie ON L4M 0J7,Barrie,Restaurant
Osmow's Modern Mediterranean Cuisine,1-30 Diana Drive Orillia ON L3V 0E2,Orillia,Restaurant
Oviinbyrd Golf Club,4805 Muskoka Road 169 Foot's Bay ON P0C 1H0,Foot's Bay,Restaurant
Palace Pizza,1-338 Park Street Victoria Harbour ON L0K 2A0,Victoria Harbour,Restaurant
Pan Mai Restaurant,1-2 175 Main St Penetanguishene ON L9M 1L8,Penetanguishene,Restaurant
Panda Express,1-223 Mill St Angus ON L0M 1B2,Angus,Restaurant
Panera Bread,149 Park Place Boulevard Barrie ON L4N 6P1,Barrie,Restaurant
Pasta Tree & Smokehouse,300 Ecclestone Dr Bracebridge ON P1L 1G4,Bracebridge,Restaurant
Paula's Pantry & Gifts,17 Eighth St Collingwood ON L9Y 2C4,Collingwood,Restaurant
Phil's Casual Dining Restaurant,48 Main Street Penetanguishene ON L9M 1T2,Penetanguishene,Restaurant
Phil's Pub & Eatery,519 Hugel Avenue Midland ON L4R 1V8,Midland,Restaurant
Pho Bistro,1B-300 Holland Street West Bradford ON L3Z 1H9,Bradford,Restaurant
Pho Bistro,9-649 Yonge St Barrie ON L4N 4E7,Barrie,Restaurant
Pho Le,1B-499 First St Collingwood ON,Collingwood,Restaurant
Pho Mekong,A9-555 Essa Rd Barrie ON L4N 6A9,Barrie,Restaurant
Piccolo's Italian Eatery,581 Tiny Beaches Rd N Tiny ON L0L 2J0,Penetanguishene,Restaurant
Pie Wood Fired Pizza Joint,"E, G, H-34 Commerce Park Drive Barrie ON L4N 8W8",Barrie,Restaurant
Pie Wood Fired Pizza Joint,837 King Street S Midland ON L4R 4K3,Midland,Restaurant
Pie Wood Fired Pizza Joint,1040 Juddhaven Rd Minett ON P0B 1G0,Minett,Restaurant
Pie Wood Fired Pizza Joint,A1-11 Victoria St Barrie ON L4N 6T3,Barrie,Restaurant
Pie Wood Fired Pizza Joint,2641 Muskoka Rd Torrance ON P0C 1M0,Torrance,Restaurant
Pier 21,4 Main Street Penetanguishene Ontario L9M 1T1,Penetanguishene,Restaurant
"Pine Lodge Muskoka, JIMMY Z's",484 Muskoka Rd 10 Port Sydney ON P0B 1J0,Port Sydney,Restaurant
Pioneer Restaurant,7-95 Holland Street W Bradford ON L3Z 2B5,Bradford,Restaurant
Pita Pit,6-89 Park Place Boulevard Barrie ON L4N 6P4,Barrie,Restaurant
Pita Pit,815 King Street Midland ON L4R 0B7,Midland,Restaurant
Pita Pit,8-295 Wellington St Bracebridge ON P1L 1P3,Bracebridge,Restaurant
Pita Pit,35 Lone Pine Road Port Severn ON L0K 1S0,Port Severn,Restaurant
Pita Pit,2-342 Bayfield St Barrie ON L4M 3C4,Barrie,Restaurant
Pita Pit,7-1354 Innisfil Beach Road Innisfil ON L9S 4B7,Alcona,Restaurant
Pita Pit,147 Hurontario St Collingwood ON L9Y 2L9,Collingwood,Restaurant
Pita Pit,2-130 Howland Dr Huntsville ON P1H 2P9,Huntsville,Restaurant
Pita Pit,48 Mississaga St E Orillia ON L3V 2V5,Orillia,Restaurant
Pita Pit,9-1288 Mosley Street Wasaga Beach ON L9Z 2C9,Wasaga Beach,Restaurant
Pita Pit,29 Dunlop St E Barrie ON L4M 1A2,Barrie,Restaurant
Pita Pit,E - 109 Young St Alliston ON L9R 0E9,Alliston,Restaurant
Pizza Dee's,810 Mosley St Wasaga Beach ON L9Z 2H4,Wasaga Beach,Restaurant
Pizza Express,2-8056 Yonge Street Stroud ON L9S 1L6,Stroud,Restaurant
Pizza Hut,H3-483 Holland Street W Bradford ON L3Z 0C1,Bradford,Restaurant
Pizza Hut,4-7 Commerce Rd Angus ON L0M 1B2,Angus,Restaurant
Pizza Hut,"1-233 Hwy 60, Huntsville ON P1H 1C2",Huntsville,Restaurant
Pizza Hut,205 Manitoba St Bracebridge ON P1L 1S3,Bracebridge,Restaurant
Pizza Hut,12A-130 Bell Farm Rd Barrie ON L4M 6J4,Barrie,Restaurant
Pizza Hut,203 Main Street E Stayner ON L0M 1S0,Stayner,Restaurant
Pizza Hut,342 Bayfield St Barrie ON L4M 3C4,Barrie,Restaurant
Pizza Hut,2-405 Muskoka Road South Gravenhurst ON P1P 1J8,Gravenhurst,Restaurant
Pizza Nova,A-99 Main St. E Huntsville ON P1H 1H1,Huntsville,Restaurant
Pizza Nova,293 Coldwater Rd W Orillia ON L3V 3M1,Orillia,Restaurant
Pizza Perfect & Diner,158 Mill St Creemore ON L0M 1G0,Creemore,Restaurant
Pizza Pizza,4-5-193 Mill St Angus ON L0M 1B0,Angus,Restaurant
Pizza Pizza,36 Coldwater Road Coldwater ON L0K 1E0,Coldwater,Restaurant
Pizza Pizza,90 Main St E Huntsville ON P1H 2C7,Huntsville,Restaurant
Pizza Pizza,10-279 Yonge St Barrie ON L4N 7T9,Barrie,Restaurant
Pizza Station,415 Bethune Drive N Gravenhurst ON P1P 1B8,Gravenhurst,Restaurant
Pizzaville,281 First St Collingwood ON L9Y 1B2,Collingwood,Restaurant
Pizzeria Italia Restaurant,18 Mulcaster St Barrie ON L4M 3M1,Barrie,Restaurant
Poolhub,8-225 Ferndale Dr S Barrie ON L4N 6B9,Barrie,Restaurant
Popeyes Louisiana Kitchen,1070 Innisfil Beach Road Innisfil ON L9S 4T9,Innisfil,Restaurant
Popeyes Louisiana Kitchen,161 Mapleview Dr W Barrie ON L4N 9E8,Barrie,Restaurant
Popeyes Louisiana Kitchen,3220 Monarch Dr Orillia ON L3V 8A2,Orillia,Restaurant
Popeyes Louisiana Kitchen,7 Anne St S Barrie ON L4N 2C4,Barrie,Restaurant
Popeyes Louisiana Kitchen,7-151 First Street Collingwood ON L9Y 4W3,Collingwood,Restaurant
Popeyes Louisiana Kitchen Bradford,484 Holland Street W Bradford ON L3Z 0A2,Bradford,Restaurant
Port Cafe,423 Talbot St Port McNicoll ON L0K 1R0,Adjala-Tosorontio,Restaurant
Port Carling Golf & Country Club,12 Donald Drive Port Carling ON P0B 1J0,Port Carling,Restaurant
Port Cunnington Lodge & Resort,1679 Port Cunnington Rd Dwight ON P0A 1H0,Lake of Bays,Restaurant
Port Side Fusion,98 Joseph Street Port Carling ON P0B 1J0,Port Carling,Restaurant
Portage Coffeeworks,2362 Highway 11 N Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Portugalo BBQ,7-480 Mapleton Avenue Barrie ON L4N 9C2,Barrie,Restaurant
Press Juice Co.,11 Simcoe St Collingwood ON L9Y 1H5,Collingwood,Restaurant
Press Market,A104-10 Keith Ave Collingwood ON L9Y 0W5,Collingwood,Restaurant
Prime Seven Nine,79 Hurontario St Collingwood ON L9Y 2L9,Collingwood,Restaurant
Qing's Cuisine,9-610 Huronia Rd Barrie ON L4N 0W5,Barrie,Restaurant
Quality Inn and Conference Centre,924 King St Midland ON L4R 0B8,Midland,Restaurant
Quayle's Brewery,4567 Line 12 N Oro-Medonte ON L0K 1E0,Oro-Medonte,Restaurant
"Queens Hotel, The",94 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
"Queens Quay British Pub and Restaurant, The",A-67 Juneau Rd Victoria Harbour ON L0K 2A0,Victoria Harbour,Restaurant
Quesada,4-151 First St Collingwood Ontario L9Y 4W3,Collingwood,Restaurant
Quesada Burrito & Tacos,1-117 Young St Alliston ON L9R 0R9,Alliston,Restaurant
Quesada Burrito & Tacos,1-380 Memorial Ave Orillia ON L3V 6H1,Orillia,Restaurant
Quick Chik,7-353 Duckworth St Barrie ON L4M 5C2,Barrie,Restaurant
Quince Bistro,157 Mill Street Creemore ON L0M 1G0,Creemore,Restaurant
R Cottage,3385 Muskoka St Washago ON L0K 2B0,Washago,Restaurant
R.M.S. Segwun Steamship,820 Bay St Gravenhurst ON P1P 1G7,Gravenhurst,Restaurant
Raceway Buffet,7485 5th Sideroad Innisfil ON L9S 3S1,Innisfil,Restaurant
Rack'em Jack Billiards and Sports Lounge,1033 Mississaga St W Orillia ON L3V 3C7,Orillia,Restaurant
Radio Café,37 Mulcaster St Barrie ON L4M 3M2,Barrie,Restaurant
"Ranch 2.0, The",56 Bayfield St Barrie ON L4M 3A5,Barrie,Restaurant
Ranchero's Grill,A-2 Front Street St Orillia ON L3V 4R9,Orillia,Restaurant
Rawley Resort & Marina,2900 Kellys Rd Port Severn ON L0K 1S0,Port Severn,Restaurant
Rd Hus Orillia,177 Mississaga Street East Orillia ON L3V 1V8,Orillia,Restaurant
Red Lobster,319 Bayfield St Barrie ON L4M 3C2,Barrie,Restaurant
Redline Brewhouse,8-9-431 Bayview Dr Barrie ON L4N 8Y2,Barrie,Restaurant
Reginos Pizza,3-555 Mapleview Dr W Barrie ON L4N 8G5,Barrie,Restaurant
Restaurant Sainte-Marie,16164 Highway 12 Tay ON L4R 4K8,Tay,Restaurant
Retro Cafe,4 Queen St East Elmvale Ontario L0L 1P0,Elmvale,Restaurant
Ricardo's Taj Mahal,508-34 Cedar Pointe Drive Barrie ON L4N 5R7,Barrie,Restaurant
Richwell's,3842 Highway 118 W Port Carling ON P0B 1J0,Port Carling,Restaurant
Rickshaw Restaurant,350 Muskoka Rd S Gravenhurst ON P1P 1J4,Gravenhurst,Restaurant
"Ridge Snack Bar, The",4795 CW Leach Rd Alliston ON L9R 0H2,Alliston,Restaurant
Ripe Juicery,4-371 King St Barrie ON L4N 6B5,Barrie,Restaurant
Riverhouse Restaurant,1726 Earl Haid Ave Severn Falls ON L0K 1E0,Severn Falls,Restaurant
Riverside Hideaway,1 Mill Street Coldwater ON L0K 1E0,Coldwater,Restaurant
Riverwalk Restaurant,3 Ecclestone Dr Bracebridge ON P1L 1S4,Bracebridge,Restaurant
Rock Dell Steak House & Tavern,9386 Beachwood Rd E Collingwood ON L9Y 0X2,Collingwood,Restaurant
"Rock Golf Club, The",1185 Juddhaven Rd Minett ON P0B 1G0,Minett,Restaurant
Rodeway Inn King William,23 King William St Huntsville ON P1H 1G4,Huntsville,Restaurant
Roksy's Cafe,1130 Bay Street Gravenhurst ON P1P 1Z9,Gravenhurst,Restaurant
Rombo's Family Restaurant,1-290 Muskoka Rd S Gravenhurst ON P1P 1J2,Gravenhurst,Restaurant
Rondo Bistro & Cafe,1 Holland St. W Bradford ON L3Z 2B1,Bradford,Restaurant
Rooted Plant Based Eating,338 Park St Victoria Harbour ON L0K2A0,Adjala-Tosorontio,Restaurant
Route 35 - Burgers and Brews,25748 Highway 35 Dwight ON P0A 1H0,Dwight,Restaurant
Royal Canadian Legion Branch 545,369 Second St Port McNicoll ON L0K 1R0,Port McNicoll,Restaurant
Royal Oak Restaurant,88 Laclie St Orillia ON L3V 4M8,Orillia,Restaurant
Royal Thai Cuisine,62 Maple Ave Barrie ON L4N 1R8,Barrie,Restaurant
Rustica Pizza Vino,130 Mississaga St E Orillia ON L3V 1V7,Orillia,Restaurant
Sabella Restaurant + Bar,23 Barrie St Bradford ON L3Z 2B6,Bradford,Restaurant
Sakana House,M1-347 Cundles Road E Barrie ON L4M 0G9,Barrie,Restaurant
Sakana House,9-750 Big Bay Point Rd Barrie ON L4M 4S6,Barrie,Restaurant
Sammouna,12B-9225 County Road 93 Midland ON L4R 4K4,Midland,Restaurant
Sanafir,99 Mississaga St E Orillia ON L3V 1V6,Orillia,Restaurant
"Sandbar, The",63 Beach Dr Wasaga Beach ON L9Z 2K3,Wasaga Beach,Restaurant
SanDiego Restaurant,72 First St Collingwood ON L9Y 1A3,Collingwood,Restaurant
Santa's Village - Kris Kringle's Kitchen,1624 Golden Beach Rd Bracebridge ON P1L 1T7,Bracebridge,Restaurant
Santa's Village- Riverside Rotisserie,1624 Golden Beach Village Bracebridge ON P1L 1T7,Bracebridge,Restaurant
Saucy Pasta and Gourmet Foods,205-10 Keith Ave Collingwood ON,Collingwood,Restaurant
Sawdust City Brewing Co.,397 Muskoka Road N Gravenhurst ON P1P 1G3,Gravenhurst,Restaurant
Schomberg Village Pizzeria,17-6048 Highway 9 Schomberg ON L0G 1T0,Schomberg,Restaurant
Scotty's Restaurant,8-9-636 Yonge Street Barrie ON L4N 4E6,Barrie,Restaurant
Seasons,1360 Golden Beach Rd Bracebridge ON P1L 1W8,Bracebridge,Restaurant
Seng's Authentic Thai Cuisine,2408 Highway 11 N Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Seng's Thai Cuisine,79 Main St E Huntsville ON P1H 2B9,Huntsville,Restaurant
Settlers' Ghost Golf Club,3421 Line 1 N Oro-Medonte ON L4M 4Y8,Oro-Medonte,Restaurant
Seven Main Café,7 Main St W Huntsville ON P1H 2C5,Huntsville,Restaurant
Severn Lodge,116 Gloucester Trail Georgian Bay ON L0K 1S0,Georgian Bay,Restaurant
"Shack, The",15 Simcoe St Orillia ON L3V 1G5,Orillia,Restaurant
Shades of Muskoka - Diamond in the Ruff,1137 Old Parry Sound Rd Raymond ON P0B 1M0,Raymond,Restaurant
Shamrock Lodge,1090 Shamrock Road Port Carling ON P0B 1J0,Port Carling,Restaurant
Shanty Bay Golf & Country,322 Line 2 N Shanty Bay ON L0L 2L0,Shanty Bay,Restaurant
Shawarma Fire,9-945 Innisfil Beach Road Innisfil ON L9S 1V3,Alcona,Restaurant
