Facility Name,Site Address,Last Inspection Date,Facility Type
Subway,21-600 Grandview St S Oshawa ON L1H 8P4,16-Feb-21,Food Take Out
Subway,14-600 King St E Oshawa ON L1H 1G6,27-Jan-20,Food Take Out
Subway,4-40 Water St Port Perry ON L9L 1J2,25-Feb-20,Food Take Out
Subway,111-3050 Garden St Whitby ON L1R 2G7,16-Jan-20,Food Take Out
Subway,122-1910 Dundas St E Whitby ON L1N 2L6,10-Feb-20,Food Take Out
Subway,260 Kingston Rd E Ajax ON L1Z 1G1,14-Mar-19,Food Take Out
Subway,6-1995 Salem Rd N Ajax ON L1T 0J9,09-Jan-20,Food Take Out
Subway,214-2379 Highway 2 Bowmanville ON L1C 5A4,22-Jan-20,Food Take Out
Subway Sandwiches,1 Beaver Ave Beaverton ON L0K 1A0,09-Jul-20,Food Take Out
Sunrise Caribbean Restaurant,4-475 Westney Rd N Ajax ON L1T 3H4,10-Feb-20,Food Take Out
Sunrise Caribbean Restaurant,K04-4160 Baldwin Street South Whitby ON L1R 3H8,26-Aug-20,Food Take Out
Sushi Q,K20-419 King St W Oshawa ON L1J 2H9,12-Nov-19,Food Take Out
Taco Bell,1326 Simcoe St N Oshawa ON L1G 4X4,18-Mar-19,Food Take Out
Taco Bell,FC10-419 King St W Oshawa ON L1J 5K8,09-Aug-19,Food Take Out
Taco Bell,80 Thickson Rd S Whitby ON L1W 3R1,22-Jan-20,Food Take Out
Taco Bell/KFC,15-1355 Kingston Rd Pickering ON L1V 1B8,07-Oct-20,Food Take Out
Taha's Bistro,A4-2200 Brock Rd Pickering ON L1X 2R2,,Food Take Out
Tandoori Chicken Hut,251 Ritson Rd N Oshawa ON L1G 1Z7,04-Dec-19,Food Take Out
Tannoor Mediterranean Bakery Shop,465 Bayly St W Ajax ON L1S 6M7,25-Sep-20,Food Take Out
Taste of T&T,15-145 Kingston Rd E Ajax ON L1S 7J4,25-Nov-19,Food Take Out
Tea Remix,109 Old Kingston Rd Ajax ON L1T 3A6,14-Jan-20,Food Take Out
Thai Express,1A-238 Ritson Rd N Oshawa ON L1G 0B2,07-Jan-20,Food Take Out
Thai Express,FC03-419 King St W Oshawa ON L1J 2K5,28-Nov-19,Food Take Out
Thai Express,25-2-1355 Kingston Rd Pickering ON L1V 1B8,09-Nov-20,Food Take Out
Thai Premium,500 Rossland Rd W Oshawa ON L1J 3H2,29-Jan-20,Food Take Out
The Bent Willow,54 Simcoe St N Oshawa ON L1G 4S1,27-Jan-21,Food Take Out
The Bollywood Tacos,36 Simcoe St N Oshawa ON L1G 4S1,10-Feb-21,Food Take Out
The Great Canadian Bagel,8-1053 Simcoe St N Oshawa ON L1G 4X1,02-Oct-19,Food Take Out
The Great Canadian Bagel,3-705 Kingston Rd Pickering ON L1V 1A9,12-Feb-21,Food Take Out
The Great Canadian Meat Company,9-1390 Hopkins St Whitby ON,07-Feb-20,Food Take Out
The Greek Freak,2-465 Bayly St W Ajax ON L1S 6M7,12-Nov-19,Food Take Out
The House Of Pizzeria,9-2060 Liverpool Rd Pickering ON L1X 1E2,04-Oct-19,Food Take Out
The Kabab Shoppe,3-1450 Kingston Rd Pickering ON L1V 1C1,02-Feb-21,Food Take Out
The Nutty Chocolatier,182 Queen St Port Perry ON L9L 1B8,11-Apr-19,Food Take Out
The Park CoWorking,182 Wellington St Bowmanville ON L1C 1W3,18-Sep-20,Food Take Out
The Roti Spot,23-1550 Kingston Rd Pickering ON L1V 1X6,13-Nov-19,Food Take Out
The Toasted Walnut Express,24 Division St Bowmanville ON L1C 1N2,08-Oct-19,Food Take Out
The Wee Pub,361 Wilson Rd S Oshawa ON L1H 6C6,27-Jan-20,Food Take Out
The Zen Kitchen,619 Kingston Rd W Ajax ON L1S 6L9,13-Oct-20,Food Take Out
Tim Hortons,485 Winchester Rd E Brooklin ON L1M 1X5,09-Jul-20,Food Take Out
Tim Hortons,8262 Highway 35/115 S Orono ON L0B 1M0,26-Nov-19,Food Take Out
Tim Hortons,1311 Harmony Rd N Oshawa ON L1H 7K5,08-Feb-19,Food Take Out
Tim Hortons,1750 Bayly St Pickering ON L1W 3N3,02-Oct-20,Food Take Out
Tim Hortons,F1-2460 Brock Rd Pickering ON L1X 2R2,22-Dec-20,Food Take Out
Tim Hortons,1709 Kingston Rd Pickering ON L1V 1C5,16-Oct-20,Food Take Out
Tim Hortons,900 Dundas St W Whitby ON L1P 1P7,14-Feb-20,Food Take Out
Tim Hortons,211 Bayly St E Ajax ON L1S 4S7,02-Oct-19,Food Take Out
Tim Hortons,130 Taunton Rd W Whitby ON L1R 3H8,14-Jan-20,Food Take Out
Tim Hortons,330 Rossland Rd E Ajax ON L1Z 0L9,26-Feb-20,Food Take Out
Tim Hortons,325 Toronto St S Uxbridge ON L9P 1S9,11-Dec-19,Food Take Out
Tim Hortons,1225-419 King St W Oshawa ON L1J 2K5,28-Jan-20,Food Take Out
Tim Hortons,674 Kingston Rd Pickering ON L1V 1A6,08-Feb-21,Food Take Out
Tim Hortons,361 King Ave E Newcastle ON L1B 1L8,05-Feb-20,Food Take Out
Tim Hortons,1725 Kingston Rd Pickering ON L1V 4L9,26-Jan-21,Food Take Out
Tim Hortons,2-3962 Hwy 401 W Newcastle ON L1B 1C2,26-Sep-19,Food Take Out
Tim Hortons,146 Bloor St E Oshawa ON L1H 3M4,10-Feb-21,Food Take Out
Tim Hortons,915 Bloor St W Oshawa ON L1J 8M6,11-Sep-19,Food Take Out
Tim Hortons,1 Paisley Ct Whitby ON L1N 9L2,23-Jul-20,Food Take Out
Tim Hortons,1601 Champlain Ave Whitby ON L1N 9M1,14-Nov-19,Food Take Out
Tim Hortons,415 Simcoe St S Oshawa ON L1H 4J5,10-Feb-20,Food Take Out
Tim Hortons,605 Rossland Rd E Whitby ON L1N 6A3,13-Feb-20,Food Take Out
Tim Hortons,1 Harwood Ave S Ajax ON L1S 2C1,18-Mar-20,Food Take Out
Tim Hortons,274 Kingston Rd E Ajax ON L1Z 1G1,12-Feb-20,Food Take Out
Tim Hortons,520 King St W Oshawa ON L1J 2K9,08-Jan-21,Food Take Out
Tim Hortons,503 Wentworth St W Oshawa ON L1J 6G5,13-Jul-20,Food Take Out
Tim Hortons,3309 Simcoe St N Oshawa ON L1H 0S1,,Food Take Out
Tim Hortons,1471 Harmony Rd N Oshawa ON L1H 7K5,17-Nov-20,Food Take Out
Tim Hortons,781 Taunton Rd E Oshawa ON L1H 7K5,07-Jan-20,Food Take Out
Tim Hortons,1903 Dundas St E Whitby ON L1N 2L5,16-Feb-21,Food Take Out
Tim Hortons,4051 Thickson Rd N Whitby ON L1R 2X3,04-Sep-20,Food Take Out
Tim Hortons,320 Thickson Rd S Whitby ON L1N 9Z2,10-Nov-20,Food Take Out
Tim Hortons,560 King St E Oshawa ON L1H 1G5,13-Jan-21,Food Take Out
Tim Hortons,700 Victoria St W Whitby ON L1N 0E8,15-May-19,Food Take Out
Tim Hortons,290 Harwood Ave S Ajax ON L1S 2J1,27-Jan-20,Food Take Out
Tim Hortons,211 King St E Oshawa ON L1H 1C5,07-Dec-20,Food Take Out
Tim Hortons,821 Dundas St W Whitby ON L1N 2N6,17-Jan-20,Food Take Out
Tim Hortons,87 Middlecote Dr Ajax ON L1T 0K3,09-Nov-20,Food Take Out
Tim Hortons,1800 Brock Rd Pickering ON L1V 4G2,19-Jul-19,Food Take Out
Tim Hortons,5939 Baldwin St Brooklin ON L1M 2J7,06-Dec-19,Food Take Out
Tim Hortons,2320 Highway 2 Bowmanville ON L1C 3K7,11-Dec-20,Food Take Out
Tim Hortons,742 Kingston Rd Pickering ON L1V 1A8,27-Feb-20,Food Take Out
Tim Hortons,1451 Hwy 2 E Courtice ON L1E 2K2,04-Feb-21,Food Take Out
Tim Hortons,516 Brock St N Whitby ON L1N 4J2,27-Sep-19,Food Take Out
Tim Hortons,5899 Baldwin St S Whitby ON L1M 2J7,22-Nov-19,Food Take Out
Tim Hortons,20 Park Rd. S. Oshawa ON L1J 4G8,10-Feb-21,Food Take Out
Tim Hortons,938 Liverpool Rd Pickering ON L1W 1S6,08-Jul-20,Food Take Out
Tim Hortons,109-285 Taunton Rd. E Oshawa ON L1G 3V2,03-Feb-20,Food Take Out
Tim Hortons,1805 Scugog St Port Perry ON L9L 1J4,13-Jan-20,Food Take Out
Tim Hortons,1251 Simcoe St N Oshawa ON L1G 4X1,04-Mar-20,Food Take Out
Tim Hortons,989 Harwood Ave N Ajax ON L1Z 1Y7,28-Oct-20,Food Take Out
Tim Hortons,3060 Garden St Whitby ON L1R 2G7,21-Feb-20,Food Take Out
Tim Hortons,1889 Scugog St Port Perry ON L9L 1H9,13-Aug-20,Food Take Out
Tim Hortons,1818 Dundas St E Whitby ON L1N 7C5,16-Feb-21,Food Take Out
Tim Hortons,1286 Kingston Rd Pickering ON L1V 1B7,09-Dec-20,Food Take Out
Tim Hortons,980 Bowmanville Ave Bowmanville ON L1C 4Y4,26-Nov-19,Food Take Out
Tim Hortons,251 Ritson Rd N Oshawa ON L1G 1Z7,16-Feb-21,Food Take Out
Tim Hortons,460 Bayly St W Ajax ON L1S 1P1,10-Feb-20,Food Take Out
Tim Hortons,1799 Liverpool Rd Pickering ON L1V 1N2,17-Jan-20,Food Take Out
Tim Hortons,1355 Kingston RD Pickering ON L1V 1B8,28-Jan-20,Food Take Out
Tim Hortons,1403 King St E Courtice ON L1E 2S6,10-Feb-21,Food Take Out
Tim Hortons,1435 Bloor St Courtice ON L1E 2S3,11-Dec-20,Food Take Out
Tim Hortons,15930 Old Simcoe Rd Port Perry ON L9L 0A2,15-Jul-19,Food Take Out
Tim Horton's,449 Westney Rd S Ajax ON L1S 6M6,09-Jul-20,Food Take Out
Tim Horton's #5313,478 Kingston Rd Pickering ON L1V 1A4,11-Feb-21,Food Take Out
Topper's Pizza,3500 Brock St N Whitby ON L1R 3J4,21-May-19,Food Take Out
Tribute Communities Centre - Stand 1/Outdoor Area Prep,99 Athol St E Oshawa ON L1H 1J8,30-Jun-20,Food Take Out
Tribute Communities Centre - Stand 2,99 Athol St E Oshawa ON L1H 1J8,07-Nov-19,Food Take Out
Tribute Communities Centre - Stand 3,99 Athol St E Oshawa ON L1H 1J8,23-Apr-19,Food Take Out
Tribute Communities Centre- Stand 4,99 Athol St E Oshawa ON L1H 1J8,07-Nov-19,Food Take Out
Tribute Communities Centre- Stand 5,99 Athol St E Oshawa ON L1H 1J8,23-Apr-19,Food Take Out
Trini Flavas,5-1355 Kingston Rd Pickering ON,03-Oct-19,Food Take Out
Twice the Deal Pizza & Wings,7-10 Meadowglen Dr Whtby ON L1R 3P8,21-Dec-20,Food Take Out
Twisted Pizza and Wings,5-5331 Main St Orono ON L0B 1M0,05-Feb-20,Food Take Out
Tybah's Kabab,11-1240 Simcoe St N Oshawa ON L1G 4X3,21-Aug-20,Food Take Out
Ultramar/Pizza Pizza/Country Style,11 Beaver Ave Beaverton ON L0K 1A0,25-Feb-20,Food Take Out
Ultramar/Transit Cafe,6875 Baldwin St N Whitby ON L1M 1Y1,25-Nov-19,Food Take Out
Umi Sushi Express,13-1355 Kingston Rd Pickering ON L1V 1B8,24-Jan-20,Food Take Out
Villa Madina,25-1355 Kingston Rd Pickering ON L1V 1B8,07-Nov-19,Food Take Out
Village Laine Yarn Cafe,109 Old Kingston Rd Ajax ON L1T 2Z9,24-Oct-19,Food Take Out
Vis a Vis Stone Pizza & Pasta,B5-1101 Kingston Rd Pickering ON L1V 1B5,23-Sep-19,Food Take Out
Wal-Mart Supercentre,270 Kingston Rd E Ajax ON L1Z 1G1,17-Jan-21,Food Take Out
Wayne's Mediterranean,5-100 Mearns Ave Bowmanville ON L1C 1P9,11-Aug-20,Food Take Out
Wendy's,1 Paisley Crt Whitby ON L1N 9L2,06-Nov-19,Food Take Out
Wendy's,1362 Harmony Rd N Oshawa ON L1H 7K5,02-Feb-21,Food Take Out
Wendy's,274 Kingston Rd E Ajax ON L1Z 1G1,19-Nov-19,Food Take Out
Wendy's,323 King St W Oshawa ON L1J 2J8,01-Feb-21,Food Take Out
Wendy's,4150 Baldwin St S Whitby ON L1R 3H8,05-Aug-20,Food Take Out
Wendy's,80 Bayly St W Ajax ON L1S 1N9,13-Nov-19,Food Take Out
Wendy's,2-3962 Highway Newcastle ON L1B 1C2,04-Dec-19,Food Take Out
Wendy's,980 Bowmanville Ave Bowmanville ON L1C 4Y4,11-Dec-19,Food Take Out
Wendy's,1889 Scugog St Port Perry ON L9L 1N9,26-Sep-19,Food Take Out
Wendy's,742 Kingston Rd Pickering ON L1V 1A8,31-Aug-20,Food Take Out
Wendy's,1601 Champlain Ave Whitby ON L1N 9M1,27-May-19,Food Take Out
What A Bagel,F14-1 Rossland Rd E Ajax ON L1T 4V2,24-Feb-20,Food Take Out
Whistle Stop Pizza,9550 Baldwin St N Whitby ON L0B 1A0,04-Jun-20,Food Take Out
Wing House Express,4-750 Oklahoma Dr Pickering ON L1W 3G9,28-Jan-20,Food Take Out
Wing Street Pizza Hut,9B-1794 Liverpool Rd Pickering ON L1V 1V9,06-Dec-19,Food Take Out
Wokin Express,5-31 Baldwin St Brooklin ON L1M 0A7,25-Feb-20,Food Take Out
Wok's Up Oshawa,2-36 Simcoe St N Oshawa ON L1G 4S1,10-Feb-21,Food Take Out
Woody's (Wooden Sticks),40 Elgin Park Dr Uxbridge ON L9P 1N2,02-Aug-19,Food Take Out
Yogen Fruz,K17-419 King St W Oshawa ON L1J 2K5,12-Mar-20,Food Take Out
Yummy Wok Chinese Food,24 Water St Port Perry ON L9L 1J1,04-Mar-20,Food Take Out
