Facility Name,Site Address,Last Inspection Date,Facility Type
Spring Creek Golf Course,2425 Concession Rd 9 Pickering ON L1Y 1A2,15-Aug-19,Restaurant
St. Louis Bar & Grill,Building C-2366 Highway 2 Bowmanville ON L1C 3K7,07-Jul-20,Restaurant
St. Louis Bar & Grill,1-580 King St W Oshawa ON L1J 7J1,03-Jul-20,Restaurant
St. Louis Bar and Grill,1-1812 Simcoe St N Oshawa ON L1G 4Y3,30-Jan-20,Restaurant
St. Louis Bar and Grill,10 Broadleaf Ave Whitby ON L1R 0B5,09-Sep-20,Restaurant
St.Louis Bar & Grill,B1-1635 Bayly St Pickering ON L1W 0B1,10-Nov-20,Restaurant
Stacked Pancake & Breakfast House,314 Harwood Ave S Ajax ON L1S 2J1,12-Jan-21,Restaurant
Stacked Pancake & Breakfast House,121-3050 Garden St. Whitby ON L1R2G7,04-May-20,Restaurant
Stag's Head Pub & Grill,22 Bond St E Oshawa ON L1G 1A9,07-Jan-20,Restaurant
Stanley's Fish & Grill,67 Baldwin St N Brooklin ON L1M 1A3,31-Jan-20,Restaurant
Starapples,77 King St E Bowmanville ON L1C 1N4,13-Feb-20,Restaurant
Starbucks,2348 Highway 2 Bowmanville ON L1C 3K7,17-Dec-20,Restaurant
Starbucks,900-575 Laval Dr Oshawa ON L1J 0B6,03-Nov-20,Restaurant
Starbucks,B-2 Douglas Rd Uxbridge Ontario L9P 1S9,14-Sep-20,Restaurant
Starbucks Simcoe & Winchester,3-2670 Simcoe St N Oshawa ON L1H 7K4,14-Jan-21,Restaurant
Starr Avenue Burger,900 Brock St N Whitby ON L1N 4J6,15-Feb-21,Restaurant
State & Main Kitchen & Bar,510-1355 Kingston Rd Pickering ON L1V 1B8,21-Aug-20,Restaurant
State & Main Kitchen and Bar,378 Taunton Rd E Whitby ON L1R 0H5,09-Feb-21,Restaurant
Stefano's Bistro,390 Simcoe St Beaverton ON L0K 1A0,22-Dec-20,Restaurant
Stones Throw Pub & Grill,1550 Bowmanville Ave Bowmanville ON L1C 4W7,24-Aug-20,Restaurant
Strack's Smokin' Grill,10249 Old Scugog Rd Burketon ON L0B1B0,16-Sep-20,Restaurant
Submarine Machine,80 Harwood Ave S Ajax ON L1S 2H6,03-Feb-20,Restaurant
Subway,104A-910 Dundas St W Whitby ON L1P 1P7,28-Feb-20,Restaurant
Subway,300 Harwood Ave S Ajax ON L1S 2J1,23-Oct-20,Restaurant
Sunfire All Day Breakfast,3-372 Taunton Rd E Whitby ON L1R 0H4,21-Oct-20,Restaurant
Sunny Restaurant,5294 Main St Orono ON L0B 1M0,19-Feb-20,Restaurant
Sunnybrae Golf Club,1430 King St Port Perry ON L9L 1C1,29-Jul-20,Restaurant
Sunnystar Grill Restaurant,1-701 Dundas St W Whitby ON L1N 2N3,02-Sep-20,Restaurant
Sunrise Caribbean Restaurant,4-780 Kingston Rd Pickering ON L1V 1A9,28-Jan-20,Restaurant
Sunrise Caribbean Restaurant,15-1300 King St E Oshawa ON L1H 8J4,11-Feb-20,Restaurant
Sunrise Caribbean Restaurant,4-475 Westney Rd N Ajax ON L1T 3H4,10-Feb-20,Restaurant
Sunrise Caribbean Restaurant,11-279 Kingston Rd E Ajax ON L1Z 0K5,06-Feb-20,Restaurant
Sunrise Caribbean Restaurant,K04-4160 Baldwin Street South Whitby ON L1R 3H8,26-Aug-20,Restaurant
Sunrise Griddle,4-39 Martin Rd S Bowmanville ON L1C 3K7,05-Nov-19,Restaurant
Sunrise Grill,22-1550 Kingston Rd Pickering ON L1V 1C3,31-Jan-20,Restaurant
Sunset Grill,1&2-235 Bayly St W Ajax ON L1S 3K3,13-Nov-20,Restaurant
Sunset Grill,101-5949 Baldwin St S Brooklin ON L1M 2J7,04-Feb-20,Restaurant
Sunset Grill,1359 Wilson Rd N Oshawa ON L1K 2Z5,04-Feb-21,Restaurant
Sunset Grill,185 Consumers Dr Whitby ON L1N 1C4,06-Nov-20,Restaurant
Sunset Grill,8-300 Rossland Rd E Ajax ON L1Z 0M1,25-Aug-20,Restaurant
Sunset Grill Restaurant,1-1105E Kingston Rd Pickering ON L1V 1B5,08-Oct-20,Restaurant
Surpryz Viet- Thai Cuisine,9-1540 Dundas St E Whitby ON L1N 2K7,12-Jun-20,Restaurant
Sushi & Rolls Japanese Restaurant,8-105 Bayly St W Ajax ON L1S 7K7,18-Nov-19,Restaurant
Sushi Mountain,1540 Dundas St E Whitby ON L1N 2K7,22-Dec-20,Restaurant
Sushi Park,11 Brock St W Uxbridge ON L9P 1P6,10-Mar-20,Restaurant
Sushi T & T,25 Harwood Ave S Ajax ON L1S 2B8,26-Jun-20,Restaurant
Sushi Today,24-1801 Dundas St E Whitby ON L1N 7C5,16-Sep-20,Restaurant
Sushi Whitby,9 & 10-80 Thickson Rd S Whitby ON L1N 1T2,07-Jul-20,Restaurant
Sweet Maple Breakfast & Lunch,20 Water St Port Perry ON L9L 1H9,13-Feb-20,Restaurant
Swiss Chalet,1993 Salem Rd N Ajax ON L1T 0J9,18-Jan-21,Restaurant
Swiss Chalet,105 Bayly St W Ajax ON L1S 7K7,19-Feb-20,Restaurant
Swiss Chalet,175 Consumers Dr Whitby ON L1N 1C4,12-Feb-21,Restaurant
Swiss Chalet,1680 Kingston Rd Pickering ON L1V 5R1,08-Sep-20,Restaurant
Swiss Chalet,734 Kingston Rd Pickering ON L1X 1V3,19-Jan-21,Restaurant
Swiss Chalet,1427 King St E Courtice ON L1E 2J6,02-Mar-20,Restaurant
Swiss Chalet,50 Taunton Rd E Whitby ON L1R 3L5,15-Jan-21,Restaurant
Swiss Chalet,1389 Harmony Rd N Oshawa ON L1H 7K5,26-Jan-21,Restaurant
Swiss Chalet,555 Laval Dr Oshawa ON L1J 0B6,25-Jan-21,Restaurant
Swiss Chalet,2310 Highway 2 Bowmanville ON L1C 3K7,09-Jul-20,Restaurant
Swiss Chalet/Harveys,2 Welwood Dr Uxbridge ON L9P 1N2,16-Jul-20,Restaurant
Symposium Cafe,E1-338 Rossland Rd E Ajax ON L1Z 0K4,26-Aug-20,Restaurant
Symposium Cafe,A10-2 Douglas Rd Uxbridge ON L9P 1S9,03-Mar-20,Restaurant
Symposium Café Restaurant & Lounge,30 Broadleaf Ave Whitby ON L1R 3N8,18-Nov-20,Restaurant
T & D Steak-Burger,11A-701 Rossland Rd E Whitby ON L1N 8Y9,03-Nov-20,Restaurant
T Santa Maria Ristorante,9-265 Michael Blvd Whitby ON L1N 5B2,25-Jun-20,Restaurant
T.Williams Pub & Grill,6-250 Taunton Rd E Oshawa ON L1G 7T1,25-Nov-19,Restaurant
Taco Bell/ KFC,422 Bayly St W Ajax ON L1S 1P1,22-Sep-20,Restaurant
Tahini's,K03-4160 Baldwin St S Whitby ON L1R 3H8,19-Oct-20,Restaurant
Tangerine Asian Cuisine,A108-30 Taunton Rd E Whitby ON L1R 3L5,21-Dec-20,Restaurant
Tar'd & Feather'd in Beaverton,378 Bay St Beaverton ON L0K 1A0,08-Sep-20,Restaurant
Tartan Tavern Restaurant,555 Rossland Rd E Oshawa ON L1K 1K8,26-Aug-20,Restaurant
Teddy's Deli,15-245 King St. W Oshawa ON L1J 2J7,08-Feb-21,Restaurant
Tee's & Cue's,559 Bloor St W Oshawa ON L1J 5Y6,31-Oct-19,Restaurant
Tehanos Grill,2-1812 Simcoe St. N Oshawa ON L1G 4Y3,03-Dec-19,Restaurant
Texas Burger,5-21 Harwood Ave S Ajax ON L1S 2B8,20-Dec-19,Restaurant
Thai Culture,77 King St E Oshawa ON L1H 1B4,24-Feb-20,Restaurant
Thai Delicious,2-301 Dundas St W Whitby ON L1N 2M6,10-Feb-21,Restaurant
Thai Hotspot Fusion Cuisine,17-1414 King St E Courtice ON L1E 2J5,21-Nov-19,Restaurant
Thai One On,6-570 Kingston Rd Pickering ON L1V 0A7,15-Sep-20,Restaurant
Thai Orchid,16-1450 Kingston Rd Pickering ON L1V 1C1,30-Jan-20,Restaurant
Thai Village Restaurant,6-307 Toronto St S Uxbridge ON L9B 0B4,30-Oct-19,Restaurant
That 50's Diner,1A-1660 Kingston Rd Pickering ON L1V 3E2,13-Jan-20,Restaurant
That's My Spot,680 Longworth Ave Bowmanville ON L1C 0M9,27-Aug-20,Restaurant
The Bittmore Tap & Grill,1-1656 Nash Rd Courtice ON L1E 2Y4,24-Nov-20,Restaurant
The Black Dog Bar & Grill (Esso),6065 Highway 35/115 Orono ON L0B 1M0,11-Mar-20,Restaurant
The Blue Rooster All Day Breakfast & Lunch,5-676 Monarch Ave Ajax ON L1S 4S2,14-Oct-20,Restaurant
The Blvd,3-1812 Simcoe St N. Oshawa ON L1G 4Y3,12-Jan-21,Restaurant
The Boathouse Grill,215 Water St Port Perry ON L9L 1C4,18-Aug-20,Restaurant
The Bridge Social,64 Brock St W Uxbridge ON L9P 1P4,30-Sep-19,Restaurant
The Brock House,918 Brock St N Whitby ON L1N 4J6,11-Mar-20,Restaurant
The Captain's Boil,3-338 Rossland Rd E Ajax ON L1Z 0L9,12-Dec-19,Restaurant
The Chicken Coop,19980 Highway 12 Greenbank ON L0C 1B0,20-Aug-20,Restaurant
The Corner House Pub & Grill,104 Brock St W Uxbridge ON L9P 1P4,09-Mar-20,Restaurant
The Courtyard,1437 King St E Courtice ON,29-Oct-20,Restaurant
The Creperie Spot,110 Brock St N Whitby ON L1N 4H3,06-Aug-19,Restaurant
The Crooked Uncle,1180 Simcoe St N Oshawa ON L1G 4W8,18-Nov-20,Restaurant
The Duke Restaurant and Bar,2A-92 Wolfe St Oshawa ON L1H 3T6,07-Aug-20,Restaurant
The East Grille and Lounge,7-8-555 Rossland Rd E Oshawa ON L1K 1K8,03-Dec-19,Restaurant
The Edge Bar & Billiards,20-250 Bayly St W Ajax ON L1S 3V4,17-Nov-20,Restaurant
The Emperor Restaurant and Tappery,10A-475 Westney Rd N Ajax ON L1T 3H4,19-Feb-20,Restaurant
The Empirre,376 Wilson Rd S Oshawa ON L1H 6C7,13-Feb-20,Restaurant
The Fire Hall Bistro,5304 Main St Orono ON L0B 1M0,20-Aug-20,Restaurant
The Fisherman Fish & Chips,2727 Courtice Rd Courtice ON L1E 3G6,12-Feb-20,Restaurant
The Food and Art Cafe,105 Dundas St W Whitby ON L1N 2M1,21-Feb-20,Restaurant
The Fox Goes Free,339 Kingston Rd Pickering ON L1V 1A1,08-Dec-20,Restaurant
The Friendly Greek,646 King St E Oshawa ON L1H 1G5,09-Jun-20,Restaurant
The Galley,227 Brock St S Whitby ON L1N 4K2,11-Dec-19,Restaurant
The Garage Guy,105 Consumers Dr Whitby ON L1N 1C4,31-Oct-19,Restaurant
The Garden Grille & Bar,500 Beck Cres Ajax ON L1Z 1C9,27-Jan-20,Restaurant
The Hunt Street Tap and Grill,44 Hunt St Ajax ON L1S 3M2,26-Aug-20,Restaurant
The Kabab Shoppe,1017 Dundas St E Whitby ON L1N 2K4,02-Feb-21,Restaurant
The Keg,255 Stevenson Rd S Oshawa ON L1J 6Y4,30-Oct-20,Restaurant
The Keg Steakhouse and Bar,190 Kingston Rd E Ajax ON L1Z 0C7,21-Jul-20,Restaurant
The Lake Grill,1628 Brock St S Whitby ON L1M 4M4,08-Dec-20,Restaurant
The Lake House,600 Liverpool Rd S Pickering ON L1W 1P9,02-Dec-19,Restaurant
The Lighthouse Retreat Inc.,5-845 Westney Rd S Ajax ON L1S 3M4,28-Feb-20,Restaurant
The Lion and Dragon Pub,12 & 13-109 Old Kingston Rd Ajax ON L1T 3A6,27-Sep-18,Restaurant
The Mount Everest,611 Kingston Rd W Ajax ON L1S 6L9,15-Jan-20,Restaurant
The New Massey House,27 King Ave E Newcastle ON L1B 1H3,25-Aug-20,Restaurant
The Nine-O-Five Gentlemen's Lounge,947 Dillingham Rd Pickering ON L1W 1Z7,25-Jun-20,Restaurant
The Old Newcastle House Taps and Grill,119 King Ave W Newcastle ON L1B 1H1,02-Sep-20,Restaurant
The Pearson Pub,100-101 Mary St W Whitby ON L1N 2R4,25-Nov-20,Restaurant
The Pickle Barrel,1809 Liverpool Rd Pickering ON L1V 1W2,25-Sep-20,Restaurant
The Port Cheese Co.,203 Queen St Port Perry ON L9L 1B8,12-Jun-20,Restaurant
The Port Social,189 Queen St Port Perry ON L9L 1B8,13-Dec-19,Restaurant
The Portly Piper,11-235 Bayly St W Ajax ON L1S 3K3,28-Oct-20,Restaurant
The Pub,136 Water St Port Perry ON L9L 1B9,04-Feb-20,Restaurant
The Ridges Pub,776 Liverpool Rd Pickering ON L1W 1S1,02-Dec-19,Restaurant
The Royal Oak,101-617 Victoria St W Whitby ON L1N 0E4,17-Sep-20,Restaurant
The Royal Oak,K1-304 Taunton Rd E Whitby ON L1R 0H5,10-Feb-21,Restaurant
The Sailing Restaurant and Bar,590 Liverpool Rd Pickering ON L1W 1P9,06-Dec-19,Restaurant
The South Lake Grill,3-5 11-955 Westney Rd S Ajax ON L1S 3K7,11-Dec-20,Restaurant
The Stone Corner Pub,7 & 8-1900 Dixie Rd Pickering ON L1V 6M4,21-Nov-19,Restaurant
The Tap and Tankard,224 Brock St S Whitby ON L1N 4K1,18-Nov-20,Restaurant
The Toad Stool Social House,701 Grandview St N Oshawa ON L1K 0V4,21-Jan-21,Restaurant
The Toasted Walnut,50 King St E Bowmanville ON L1C 1N2,10-Jan-20,Restaurant
The Tudor Rose,700 Harwood Ave S Ajax ON L1S 3Y9,25-Nov-19,Restaurant
The Vault Gastropub,102 Brock St S Whitby ON L1N 4J8,13-Nov-19,Restaurant
The Villa Sushi and Teppanyaki Steakhouse,2-813 Dundas St W Whitby ON L1N 2N6,03-Feb-21,Restaurant
The Village Public House,15 Church St S Ajax ON L1S 6A6,05-Nov-19,Restaurant
The Village Tandoor,22 Church St S Ajax ON L1S 6B4,12-Jan-21,Restaurant
The Volcano Cafe & Lounge,1755 Pickering Pkwy Pickering ON L1V 6K5,22-Dec-20,Restaurant
The Waltzing Weasel,19-300 Taunton Rd E Oshawa ON L1G 7T4,05-Dec-20,Restaurant
The White Apron,10 Bond St W Oshawa ON L1G 1A2,13-Jan-20,Restaurant
The Wing Spot,7-300 Rossland Road East Ajax Ontario L1Z 0K4,08-Nov-19,Restaurant
The Works Burger Gourmet Bistro,1794 Liverpool Rd Pickering ON L1V 4G7,13-Aug-20,Restaurant
The Zen Hakka & Thai Cuisine,D105-30 Broadleaf Ave Whitby ON L1R 0B5,19-Feb-20,Restaurant
Thornton Arms Pub & Grill,11-575 Thornton Rd N. Oshawa ON L1J 8L5,26-Nov-19,Restaurant
Three-Six Kitchen & Lounge,36 King St E Bowmanville ON L1C 1N2,22-Oct-20,Restaurant
Tic Toc Restaurant & Gas Bar,21900 ON-12 Sunderland ON L0C 1H0,06-Feb-20,Restaurant
Tim Hortons,1415 Regional Rd 15 Beaverton ON L0K 1A0,29-Oct-20,Restaurant
Tim Hortons,609 Victoria St W Whitby ON L1N 0E4,07-Jan-21,Restaurant
Tim Hortons,1502 King St E Courtice ON L1E 3H6,17-Sep-20,Restaurant
Tim Hortons,575 Thornton Rd N Oshawa ON L1J 8L5,23-Dec-20,Restaurant
Tim Hortons,1361 Harmony Rd N Oshawa ON L1H 7K5,27-Jan-21,Restaurant
Tim Hortons,245 Salem Rd S Ajax ON L1S 7T7,29-Oct-20,Restaurant
Tim Hortons,2460 Brock Rd Pickering ON L1X 2R2,,Restaurant
Tim Hortons,338 King St. W Oshawa ON L1J 2J9,01-Dec-20,Restaurant
Tin Restaurant,58 Brock St W Uxbridge ON L9P 1P3,22-Sep-20,Restaurant
Toby's Diner,14 King St W Oshawa ON L1H 1A3,27-Jan-20,Restaurant
Tokushima Japanese Restaurant,16-250 Taunton Rd E Oshawa ON L1G 7T1,12-Dec-19,Restaurant
Tokushima Sushi,16-250 Taunton Rd E Oshawa ON L1G 7T1,02-Nov-20,Restaurant
Top Corner Grill & BBQ,28 King St E Oshawa ON L1H 1A9,05-Dec-19,Restaurant
Traditions Family Restaurant,1053 Simcoe St N Oshawa ON L1G 4W6,09-Oct-20,Restaurant
Tribute Communities Centre- Main Kitchen,99 Athol St E Oshawa ON L1H 1J8,07-Nov-19,Restaurant
Tropical Delight Eatery,465 Bayly St W Ajax ON L1S 6M7,11-Dec-19,Restaurant
Tudor Arms Pub,18-1822 Whites Rd Pickering ON L1V 4M1,03-Dec-19,Restaurant
Tuscan Wolf,110 Dundas St W Whitby ON L1N 2L9,05-Dec-19,Restaurant
Uncle Archie's Grill,804 Simcoe St S Oshawa ON L1H 4K6,11-Feb-21,Restaurant
Urban Pantry,4 Toronto St N Uxbridge ON L9P 1E6,05-Feb-20,Restaurant
Usmania Grill Pakistani & Indian Cuisine,9-1211 Kingston Rd Pickering ON L1V 6M5,22-Oct-20,Restaurant
Uxbridge Smokehouse,1-114 Brock St W Uxbridge ON L9P 1P4,19-Feb-20,Restaurant
Vietnamese Pho,1320 Simcoe St N Oshawa ON L1G 4X4,13-Dec-19,Restaurant
Village Cupcakery and Cafe,15 Main St N Uxbridge ON L9P 1J7,01-Aug-19,Restaurant
Village Inn,99 King St W Bowmanville ON L1C 1R2,10-Jun-20,Restaurant
Viva Burritos,12 Centre St N Oshawa ON L1G 4B3,10-Dec-19,Restaurant
Wally's Italian Eatery,25-1801 Dundas St E Whitby ON L1N 7C5,07-Nov-19,Restaurant
Wally's World,1100 Simcoe St. N Oshawa ON L1G 4WG,29-Jan-20,Restaurant
Walsh's Snug,28 King Ave E Newcastle ON L1B 1L9,15-Jan-20,Restaurant
Wendy's,C-2 Douglas Rd Uxbridge ON L9P 1S9,14-Sep-20,Restaurant
Wendy's,2640 Simcoe St N Oshawa ON L1H 7K4,08-Dec-20,Restaurant
West Shore Bar & Grill,3 & 3A-875 Bayly St Pickering ON L1W 3P6,23-Sep-19,Restaurant
Westney Restaurant and Bar,1A & 3-570 Westney Rd S Ajax ON L1S 6V4,18-Sep-20,Restaurant
Whisky John's,6825 Baldwin St N Whitby ON L1M 1Y1,19-Feb-20,Restaurant
Whisky John's Bar and Grill,7-843 King St W Oshawa ON L1J 2L4,23-Sep-19,Restaurant
Whitby Deli & Diner,850 Brock St N Whitby ON L1N 4J5,08-Jun-20,Restaurant
Whitby Station Restaurant,101B-3555 Thickson Rd Whitby ON L1R 1Z6,06-Feb-20,Restaurant
Whitby Wraps,48-1615 Dundas St E Whitby ON L1N 2K8,23-Jul-20,Restaurant
White Feather Farms,15 Raglan Rd E Oshawa ON L1H 7K4,10-Jul-20,Restaurant
Wild Wing,4-570 Kingston Rd E Pickering ON L6S 6E8,04-Jun-20,Restaurant
Wild Wing,C2-75 Consumers Dr Whitby ON L1N 1C4,31-Oct-19,Restaurant
Wild Wing,1401 Phillip Murray Ave Oshawa ON L1J 8C4,09-Dec-19,Restaurant
Wild Wing,101-102-11 Harwood Ave S Ajax ON L1S 2B9,20-Jan-20,Restaurant
Wild Wing,68 King St E Bowmanville ON L1C 1N4,15-Sep-20,Restaurant
Wild Wing,1155 Ritson Rd N Oshawa ON L1G 8B9,16-Nov-20,Restaurant
Wildfire Steakhouse & Wine Bar,2-540 King St W Oshawa ON L1J 7J1,15-Nov-19,Restaurant
Wimpy's Diner,1268 Simcoe St. N Oshawa ON L1G 4X1,02-Mar-20,Restaurant
Wimpy's Diner,1B-1427 King St E Courtice ON L1E 2J6,02-Mar-20,Restaurant
Wimpy's Diner,2-219 King St E Bowmanville ON L1C 1P7,21-Jan-20,Restaurant
Wimpy's Diner,5 Harwood Ave S Ajax ON L1S 2C1,17-Jun-20,Restaurant
Wimpy's Diner,461 Park Rd S Oshawa ON L1J 8R3,30-Jan-20,Restaurant
Wimpy's Diner,19A-705 Kingston Rd Pickering ON L1V 6K3,26-Feb-20,Restaurant
Wimpy's Diner,4 Banff Rd Uxbridge ON L9P 1S9,17-Dec-19,Restaurant
Win Win Chinese Restaurant,5-110 Dunlop St E Whitby ON L1N 6J8,14-Nov-19,Restaurant
Win Yeung Garden Chinese Restaurant,9 King St W Bowmanville ON L1C 1R2,21-Nov-19,Restaurant
Winchester Golf Club,750 Winchester Rd E Brooklin ON L1M 1X6,05-Sep-19,Restaurant
Wing Addicts,81 King St E Oshawa ON L1H 1B4,15-Jan-20,Restaurant
Wing House,7 Cameron St W Cannington ON L0E 1E0,10-Sep-20,Restaurant
Wing House Express,3-165 Garrard Rd Whitby ON L1N 3K4,25-Sep-20,Restaurant
Wixan's Bridge,63 Brock St W Uxbridge ON L9P 1P5,23-Sep-20,Restaurant
Wok Box Fresh Asian Kitchen,4-855 Taunton Rd E Oshawa ON L1H 7K5,21-Oct-20,Restaurant
Wolfgang's on Brock,3100 Brock St N Whitby ON L1R 3J7,04-Dec-19,Restaurant
Wong's Palace,282 King Ave Newcastle ON L1B 1H5,20-Aug-20,Restaurant
Wooden Sticks,40 Elgin Park Dr Uxbridge ON L9P 1N2,04-Dec-19,Restaurant
Wow Wing House,34 Hunt St Ajax ON L1S 3M2,28-Nov-19,Restaurant
Wow Wing House,601 Dundas St W Whitby ON L1N 2N3,06-Nov-19,Restaurant
Wow! Wing House,334 Simcoe St Beaverton ON L0K 1A0,06-Dec-19,Restaurant
Wow! Wing House,4A-550 Finch Ave Pickering ON L1V 0B2,31-Oct-19,Restaurant
Yardies Caribbean Cuisine,1660 Kingston Rd Pickering ON L1V 5R2,09-Sep-20,Restaurant
Yuk Yuks,67 Simcoe St. N Oshawa ON L1G4S3,02-Dec-19,Restaurant
Yummy Chinese Food,12-676 Monarch Ave Ajax ON L1S 4S2,26-Nov-19,Restaurant
Yummy House,1-799 Park Rd S Oshawa ON L1J 4K1,04-Dec-19,Restaurant
Yumy's Chicken and Seafood,251 Ritson Road North Oshawa ON L1G 1Z7,16-Jan-20,Restaurant
Zeera By The Bay Indian Cuisine,1-713 Krosno Blvd Pickering ON L1W 1G4,11-Dec-19,Restaurant
